v_op,F,EF1,p,Coste_regional_S0,Coste_S1,Coste_S2,CO2_S0_t,CO2_S1_t,CO2_S2_t,n_onsite_S1,n_onsite_S2,n_perdedores_S1,pct_mejorados_S2,rec_share_base,rec_share_onsite,EF5_NA,CAP_ANUAL_T,Coste_S2_cap,CO2_S2_cap_t,n_onsite_S2_cap,n_perdedores_S2_cap,Coste_S3,CO2_S3_t,n_onsite_S3,n_perdedores_S3
8,2500,30,0.7,10058521.01375,7061804.304125,6926190.883923465,1947.5499375,700.0180312500001,744.4409635327256,383,269,114,70.23498694516971,0.6,0.85,4.0,200000,7539052.834105066,1234.9154891440057,185,0,6184304.304125,700.0180312500001,383,0
8,2500,60,0.1,10058521.01375,10451132.912375,9856385.985439746,2517.087375,2281.9147875,2374.8500537439563,383,40,343,10.443864229765014,0.6,0.85,4.0,200000,9856385.985439746,2374.8500537439563,40,0,9573351.238215186,2282.623708933378,382,0
8,2500,60,0.2,10058521.01375,9886244.811,9478991.406876165,2517.087375,2046.7422,2144.1207460673427,383,110,273,28.720626631853786,0.6,0.85,4.0,200000,9478991.406876165,2144.1207460673427,110,0,9008744.811,2046.7422,383,0
8,2500,60,0.3,10058521.01375,9321356.709625,9018650.575008376,2517.087375,1811.5696125,1897.1958193428643,383,166,217,43.34203655352481,0.6,0.85,4.0,200000,9018650.575008376,1897.1958193428643,166,0,8443856.709625,1811.5696125,383,0
8,2500,60,0.4,10058521.01375,8756468.60825,8519562.681156952,2517.087375,1576.397025,1654.1440596183345,383,205,178,53.52480417754569,0.6,0.85,4.0,200000,8520073.127201902,1660.0166679517545,199,0,7878968.60825,1576.397025,383,0
8,2500,60,0.5,10058521.01375,8191580.506875,7998467.308084229,2517.087375,1341.2244375,1409.8525346358679,383,233,150,60.8355091383812,0.6,0.85,4.0,200000,8145239.44420016,1618.0059245485986,200,0,7314080.506875,1341.2244375,383,0
8,2500,60,0.6,10058521.01375,7626692.4055,7466350.964237025,2517.087375,1106.05185,1168.246092426347,383,251,132,65.53524804177546,0.6,0.85,4.0,200000,7809435.310842761,1574.8538898673305,197,0,6749192.4055,1106.05185,383,0
8,2500,60,0.7,10058521.01375,7061804.304125,6926190.883923465,2517.087375,870.8792625000001,927.5537570654511,383,269,114,70.23498694516971,0.6,0.85,4.0,200000,7539052.834105066,1531.7079282880113,185,0,6184304.304125,870.8792625000001,383,0
8,2500,120,0.1,10058521.01375,10451132.912375,9856385.985439746,3656.16225,3307.0821750000005,3445.2572574879127,383,40,343,10.443864229765014,0.6,0.85,4.0,200000,9856385.985439746,3445.2572574879127,40,0,9573351.238215186,3307.9048078667565,382,0
8,2500,120,0.2,10058521.01375,9886244.811,9478991.406876165,3656.16225,2958.0021,3102.5595921346853,383,110,273,28.720626631853786,0.6,0.85,4.0,200000,9478991.406876165,3102.5595921346853,110,0,9008744.811,2958.0021,383,0
8,2500,120,0.3,10058521.01375,9321356.709625,9018650.575008376,3656.16225,2608.922025,2735.2970786857286,383,166,217,43.34203655352481,0.6,0.85,4.0,200000,9018650.575008376,2735.2970786857286,166,0,8443856.709625,2608.922025,383,0
8,2500,120,0.4,10058521.01375,8756468.60825,8519562.681156952,3656.16225,2259.8419499999995,2373.0392592366693,383,205,178,53.52480417754569,0.6,0.85,4.0,200000,8520073.127201902,2381.839555903509,199,0,7878968.60825,2259.8419499999995,383,0
8,2500,120,0.5,10058521.01375,8191580.506875,7998467.308084229,3656.16225,1910.761875,2009.814519271736,383,233,150,60.8355091383812,0.6,0.85,4.0,200000,8145239.44420016,2297.955349097198,200,0,7314080.506875,1910.761875,383,0
8,2500,120,0.6,10058521.01375,7626692.4055,7466350.964237025,3656.16225,1561.6818,1651.7747048526942,383,251,132,65.53524804177546,0.6,0.85,4.0,200000,7809435.310842761,2211.6486397346607,197,0,6749192.4055,1561.6818,383,0
8,2500,120,0.7,10058521.01375,7061804.304125,6926190.883923465,3656.16225,1212.601725,1293.7793441309022,383,269,114,70.23498694516971,0.6,0.85,4.0,200000,7539052.834105066,2125.2928065760225,185,0,6184304.304125,1212.601725,383,0
8,5000,30,0.1,10058521.01375,11408632.912375,9925678.639673011,1947.5499375,1769.33109375,1861.2809132955438,383,17,366,4.438642297650131,0.6,0.85,4.0,200000,9925678.639673011,1861.2809132955438,17,0,9645667.78497636,1775.8746315856383,352,0
8,5000,30,0.2,10058521.01375,10843744.811,9654250.95712949,1947.5499375,1591.11225,1731.7429662439563,383,40,343,10.443864229765014,0.6,0.85,4.0,200000,9654250.95712949,1731.7429662439563,40,0,9088181.46268037,1592.4163814333783,382,0
8,5000,30,0.3,10058521.01375,10278856.709625,9303869.902911069,1947.5499375,1412.89340625,1567.050840000949,383,74,309,19.321148825065276,0.6,0.85,4.0,200000,9303869.902911069,1567.050840000949,74,0,8523856.709625,1412.89340625,383,0
8,5000,30,0.4,10058521.01375,9713968.60825,8899461.80000233,1947.5499375,1234.6745625,1382.2527085673428,383,110,273,28.720626631853786,0.6,0.85,4.0,200000,8899461.80000233,1382.2527085673428,110,0,7958968.60825,1234.6745625,383,0
8,5000,30,0.5,10058521.01375,9149080.506874999,8453857.816926906,1947.5499375,1056.45571875,1192.9476543508777,383,142,241,37.0757180156658,0.6,0.85,4.0,200000,8505069.434184773,1288.8087984301233,108,0,7394080.506875,1056.45571875,383,0
8,5000,30,0.6,10058521.01375,8584192.4055,7978780.136266751,1947.5499375,878.236875,1008.7404418428644,383,166,217,43.34203655352481,0.6,0.85,4.0,200000,8190933.675898766,1268.761905887037,121,0,6829192.4055,878.236875,383,0
8,5000,30,0.7,10058521.01375,8019304.304125001,7487296.358411406,1947.5499375,700.0180312500001,826.5370563488349,383,187,196,48.825065274151434,0.6,0.85,4.0,200000,7900555.411948809,1249.8339991791838,125,0,6264304.304125,700.0180312500001,383,0
8,5000,60,0.1,10058521.01375,11408632.912375,9925678.639673011,2517.087375,2281.9147875,2404.395486591088,383,17,366,4.438642297650131,0.6,0.85,4.0,200000,9925678.639673011,2404.395486591088,17,0,9645667.78497636,2289.6477231712765,352,0
8,5000,60,0.2,10058521.01375,10843744.811,9654250.95712949,2517.087375,2046.7422,2232.612732487912,383,40,343,10.443864229765014,0.6,0.85,4.0,200000,9654250.95712949,2232.612732487912,40,0,9088181.46268037,2048.160042866756,382,0
8,5000,60,0.3,10058521.01375,10278856.709625,9303869.902911069,2517.087375,1811.5696125,2013.9201600018978,383,74,309,19.321148825065276,0.6,0.85,4.0,200000,9303869.902911069,2013.9201600018978,74,0,8523856.709625,1811.5696125,383,0
8,5000,60,0.4,10058521.01375,9713968.60825,8899461.80000233,2517.087375,1576.397025,1771.154117134685,383,110,273,28.720626631853786,0.6,0.85,4.0,200000,8899461.80000233,1771.154117134685,110,0,7958968.60825,1576.397025,383,0
8,5000,60,0.5,10058521.01375,9149080.506874999,8453857.816926906,2517.087375,1341.2244375,1521.2566587017554,383,142,241,37.0757180156658,0.6,0.85,4.0,200000,8505069.434184773,1639.2420968602466,108,0,7394080.506875,1341.2244375,383,0
8,5000,60,0.6,10058521.01375,8584192.4055,7978780.136266751,2517.087375,1106.05185,1277.3042636857288,383,166,217,43.34203655352481,0.6,0.85,4.0,200000,8190933.675898766,1599.2026517740742,121,0,6829192.4055,1106.05185,383,0
8,5000,60,0.7,10058521.01375,8019304.304125001,7487296.358411406,2517.087375,870.8792625000001,1035.8131426976697,383,187,196,48.825065274151434,0.6,0.85,4.0,200000,7900555.411948809,1561.2677483583673,125,0,6264304.304125,870.8792625000001,383,0
8,5000,120,0.1,10058521.01375,11408632.912375,9925678.639673011,3656.16225,3307.0821750000005,3490.6246331821753,383,17,366,4.438642297650131,0.6,0.85,4.0,200000,9925678.639673011,3490.6246331821753,17,0,9645667.78497636,3317.1939063425534,352,0
8,5000,120,0.2,10058521.01375,10843744.811,9654250.95712949,3656.16225,2958.0021,3234.3522649758247,383,40,343,10.443864229765014,0.6,0.85,4.0,200000,9654250.95712949,3234.3522649758247,40,0,9088181.46268037,2959.6473657335127,382,0
8,5000,120,0.3,10058521.01375,10278856.709625,9303869.902911069,3656.16225,2608.922025,2907.6588000037955,383,74,309,19.321148825065276,0.6,0.85,4.0,200000,9303869.902911069,2907.6588000037955,74,0,8523856.709625,2608.922025,383,0
8,5000,120,0.4,10058521.01375,9713968.60825,8899461.80000233,3656.16225,2259.8419499999995,2548.9569342693703,383,110,273,28.720626631853786,0.6,0.85,4.0,200000,8899461.80000233,2548.9569342693703,110,0,7958968.60825,2259.8419499999995,383,0
8,5000,120,0.5,10058521.01375,9149080.506874999,8453857.816926906,3656.16225,1910.761875,2177.8746674035106,383,142,241,37.0757180156658,0.6,0.85,4.0,200000,8505069.434184773,2340.108693720494,108,0,7394080.506875,1910.761875,383,0
8,5000,120,0.6,10058521.01375,8584192.4055,7978780.136266751,3656.16225,1561.6818,1814.4319073714573,383,166,217,43.34203655352481,0.6,0.85,4.0,200000,8190933.675898766,2260.0841435481484,121,0,6829192.4055,1561.6818,383,0
8,5000,120,0.7,10058521.01375,8019304.304125001,7487296.358411406,3656.16225,1212.601725,1454.3653153953394,383,187,196,48.825065274151434,0.6,0.85,4.0,200000,7900555.411948809,2184.1352467167344,125,0,6264304.304125,1212.601725,383,0
10,1250,30,0.1,10058521.01375,10082623.912375,9852681.461393707,1947.5499375,1769.33109375,1816.4290841837462,383,89,294,23.237597911227155,0.6,0.85,4.0,200000,9852681.461393707,1816.4290841837462,89,0,9643827.447499422,1770.0043760552621,382,0
10,1250,30,0.2,10058521.01375,9627976.811,9487695.289249389,1947.5499375,1591.11225,1630.7013845370905,383,184,199,48.04177545691906,0.6,0.85,4.0,200000,9487695.289249389,1630.7013845370905,184,0,9189186.662344147,1592.458814610524,382,0
10,1250,30,0.3,10058521.01375,9173329.709625,9073273.244658088,1947.5499375,1412.89340625,1449.9088948378362,383,226,157,59.007832898172325,0.6,0.85,4.0,200000,9073273.244658088,1449.9088948378362,226,0,8734545.87718887,1414.9132531657865,382,0
