v_op,F,EF1,p,Coste_regional_S0,Coste_S1,Coste_S2,CO2_S0_t,CO2_S1_t,CO2_S2_t,n_onsite_S1,n_onsite_S2,n_perdedores_S1,pct_mejorados_S2,rec_share_base,rec_share_onsite,EF5_NA,CAP_ANUAL_T,Coste_S2_cap,CO2_S2_cap_t,n_onsite_S2_cap,n_perdedores_S2_cap,Coste_S3,CO2_S3_t,n_onsite_S3,n_perdedores_S3
10,1250,30,0.4,10058521.01375,8718682.60825,8643168.84894209,1947.5499375,1234.6745625,1265.7221743336079,383,261,122,68.1462140992167,0.6,0.85,4.0,200000,8648539.137108995,1293.7700744650567,251,0,8279905.092033595,1237.3676917210485,382,0
10,1250,30,0.5,10058521.01375,8264035.506875,8204581.567186187,1947.5499375,1056.45571875,1086.820312815959,383,280,103,73.1070496083551,0.6,0.85,4.0,200000,8284381.553692694,1289.4346171915165,277,0,7825264.30687832,1059.8221302763104,382,0
10,1250,30,0.6,10058521.01375,7809388.4055,7762927.785125618,1947.5499375,878.236875,910.0388612464817,383,289,94,75.45691906005221,0.6,0.85,4.0,200000,7944070.184746115,1251.11532355681,232,0,7370623.521723044,882.2765688315726,382,0
10,1250,30,0.7,10058521.01375,7354741.304125,7317739.723587895,1947.5499375,700.0180312500001,726.4923577882482,383,311,72,81.20104438642298,0.6,0.85,4.0,200000,7691680.702547875,1231.0595869741037,220,0,6915982.736567769,704.7310073868347,382,0
10,1250,60,0.1,10058521.01375,10082623.912375,9852681.461393707,2517.087375,2281.9147875,2343.3827983674923,383,89,294,23.237597911227155,0.6,0.85,4.0,200000,9852681.461393707,2343.3827983674923,89,0,9643827.447499422,2282.724662110524,382,0
10,1250,60,0.2,10058521.01375,9627976.811,9487695.289249389,2517.087375,2046.7422,2098.196949074181,383,184,199,48.04177545691906,0.6,0.85,4.0,200000,9487695.289249389,2098.196949074181,184,0,9189186.662344147,2048.3619492210482,382,0
10,1250,60,0.3,10058521.01375,9173329.709625,9073273.244658088,2517.087375,1811.5696125,1858.9940096756723,383,226,157,59.007832898172325,0.6,0.85,4.0,200000,9073273.244658088,1858.9940096756723,226,0,8734545.87718887,1813.9992363315725,382,0
10,1250,60,0.4,10058521.01375,8718682.60825,8643168.84894209,2517.087375,1576.397025,1615.9299286672153,383,261,122,68.1462140992167,0.6,0.85,4.0,200000,8648539.137108995,1649.4185289301133,251,0,8279905.092033595,1579.6365234420969,382,0
10,1250,60,0.5,10058521.01375,8264035.506875,8204581.567186187,2517.087375,1341.2244375,1379.4674256319179,383,280,103,73.1070496083551,0.6,0.85,4.0,200000,8284381.553692694,1629.2588843830333,277,0,7825264.30687832,1345.273810552621,382,0
10,1250,60,0.6,10058521.01375,7809388.4055,7762927.785125618,2517.087375,1106.05185,1146.020562492963,383,289,94,75.45691906005221,0.6,0.85,4.0,200000,7944070.184746115,1564.0843871136196,232,0,7370623.521723044,1110.9110976631453,382,0
10,1250,60,0.7,10058521.01375,7354741.304125,7317739.723587895,2517.087375,870.8792625000001,903.8918455764963,383,311,72,81.20104438642298,0.6,0.85,4.0,200000,7691680.702547875,1524.022303948207,220,0,6915982.736567769,876.5483847736695,382,0
10,1250,120,0.1,10058521.01375,10082623.912375,9852681.461393707,3656.16225,3307.0821750000005,3397.2902267349846,383,89,294,23.237597911227155,0.6,0.85,4.0,200000,9852681.461393707,3397.2902267349846,89,0,9643827.447499422,3308.1652342210486,382,0
10,1250,120,0.2,10058521.01375,9627976.811,9487695.289249389,3656.16225,2958.0021,3033.188078148362,383,184,199,48.04177545691906,0.6,0.85,4.0,200000,9487695.289249389,3033.188078148362,184,0,9189186.662344147,2960.168218442097,382,0
10,1250,120,0.3,10058521.01375,9173329.709625,9073273.244658088,3656.16225,2608.922025,2677.164239351345,383,226,157,59.007832898172325,0.6,0.85,4.0,200000,9073273.244658088,2677.164239351345,226,0,8734545.87718887,2612.171202663145,382,0
10,1250,120,0.4,10058521.01375,8718682.60825,8643168.84894209,3656.16225,2259.8419499999995,2316.3454373344307,383,261,122,68.1462140992167,0.6,0.85,4.0,200000,8648539.137108995,2360.7154378602268,251,0,8279905.092033595,2264.174186884193,382,0
10,1250,120,0.5,10058521.01375,8264035.506875,8204581.567186187,3656.16225,1910.761875,1964.7616512638356,383,280,103,73.1070496083551,0.6,0.85,4.0,200000,8284381.553692694,2308.9074187660663,277,0,7825264.30687832,1916.1771711052418,382,0
10,1250,120,0.6,10058521.01375,7809388.4055,7762927.785125618,3656.16225,1561.6818,1617.9839649859261,383,289,94,75.45691906005221,0.6,0.85,4.0,200000,7944070.184746115,2190.0225142272393,232,0,7370623.521723044,1568.1801553262903,382,0
10,1250,120,0.7,10058521.01375,7354741.304125,7317739.723587895,3656.16225,1212.601725,1258.6908211529928,383,311,72,81.20104438642298,0.6,0.85,4.0,200000,7691680.702547875,2109.9477378964143,220,0,6915982.736567769,1220.183139547339,382,0
10,2500,30,0.1,10058521.01375,10561373.912375,9920654.010364607,1947.5499375,1769.33109375,1851.064387704109,383,34,349,8.877284595300262,0.6,0.85,4.0,200000,9920654.010364607,1851.064387704109,34,0,9682169.003676305,1777.9366818442181,377,0
10,2500,30,0.2,10058521.01375,10106726.811,9646841.909037411,1947.5499375,1591.11225,1685.3082308674923,383,89,294,23.237597911227155,0.6,0.85,4.0,200000,9646841.909037411,1685.3082308674923,89,0,9229133.881248845,1592.458814610524,382,0
10,2500,30,0.3,10058521.01375,9652079.709625,9301811.0649957,1947.5499375,1412.89340625,1505.5564986274887,383,139,244,36.29242819843342,0.6,0.85,4.0,200000,9301811.0649957,1505.5564986274887,139,0,8774493.096093569,1414.9132531657865,382,0
10,2500,30,0.4,10058521.01375,9197432.60825,8916869.564748779,1947.5499375,1234.6745625,1313.852831574181,383,184,199,48.04177545691906,0.6,0.85,4.0,200000,8916869.564748779,1313.852831574181,184,0,8319852.310938293,1237.3676917210485,382,0
10,2500,30,0.5,10058521.01375,8742785.506874999,8508249.059553346,1947.5499375,1056.45571875,1130.236813233144,383,210,173,54.83028720626632,0.6,0.85,4.0,200000,8545199.44420016,1278.0312122742994,200,0,7865211.525783017,1059.8221302763104,382,0
10,2500,30,0.6,10058521.01375,8288138.4055,8088025.475566179,1947.5499375,878.236875,952.2678521756725,383,226,157,59.007832898172325,0.6,0.85,4.0,200000,8209392.910842761,1256.4565149336652,197,0,7410570.740627742,882.2765688315726,382,0
10,2500,30,0.7,10058521.01375,7833491.304125,7661338.845102395,1947.5499375,700.0180312500001,765.2054396409196,383,250,133,65.27415143603133,0.6,0.85,4.0,200000,7938952.334105066,1234.9154891440057,185,0,6955929.955472467,704.7310073868347,382,0
10,2500,60,0.1,10058521.01375,10561373.912375,9920654.010364607,2517.087375,2281.9147875,2388.8386254082184,383,34,349,8.877284595300262,0.6,0.85,4.0,200000,9920654.010364607,2388.8386254082184,34,0,9682169.003676305,2291.9041336884366,377,0
10,2500,60,0.2,10058521.01375,10106726.811,9646841.909037411,2517.087375,2046.7422,2169.6782217349846,383,89,294,23.237597911227155,0.6,0.85,4.0,200000,9646841.909037411,2169.6782217349846,89,0,9229133.881248845,2048.3619492210482,382,0
10,2500,60,0.3,10058521.01375,9652079.709625,9301811.0649957,2517.087375,1811.5696125,1932.1893972549772,383,139,244,36.29242819843342,0.6,0.85,4.0,200000,9301811.0649957,1932.1893972549772,139,0,8774493.096093569,1813.9992363315725,382,0
10,2500,60,0.4,10058521.01375,9197432.60825,8916869.564748779,2517.087375,1576.397025,1679.3065231483617,383,184,199,48.04177545691906,0.6,0.85,4.0,200000,8916869.564748779,1679.3065231483617,184,0,8319852.310938293,1579.6365234420969,382,0
10,2500,60,0.5,10058521.01375,8742785.506874999,8508249.059553346,2517.087375,1341.2244375,1436.2478764662878,383,210,173,54.83028720626632,0.6,0.85,4.0,200000,8545199.44420016,1618.0059245485986,200,0,7865211.525783017,1345.273810552621,382,0
10,2500,60,0.6,10058521.01375,8288138.4055,8088025.475566179,2517.087375,1106.05185,1200.900644351345,383,226,157,59.007832898172325,0.6,0.85,4.0,200000,8209392.910842761,1574.8538898673305,197,0,7410570.740627742,1110.9110976631453,382,0
10,2500,60,0.7,10058521.01375,7833491.304125,7661338.845102395,2517.087375,870.8792625000001,953.9722292818392,383,250,133,65.27415143603133,0.6,0.85,4.0,200000,7938952.334105066,1531.7079282880113,185,0,6955929.955472467,876.5483847736695,382,0
10,2500,120,0.1,10058521.01375,10561373.912375,9920654.010364607,3656.16225,3307.0821750000005,3464.3871008164365,383,34,349,8.877284595300262,0.6,0.85,4.0,200000,9920654.010364607,3464.3871008164365,34,0,9682169.003676305,3319.8390373768734,377,0
10,2500,120,0.2,10058521.01375,10106726.811,9646841.909037411,3656.16225,2958.0021,3138.4182034699693,383,89,294,23.237597911227155,0.6,0.85,4.0,200000,9646841.909037411,3138.4182034699693,89,0,9229133.881248845,2960.168218442097,382,0
10,2500,120,0.3,10058521.01375,9652079.709625,9301811.0649957,3656.16225,2608.922025,2785.4551945099543,383,139,244,36.29242819843342,0.6,0.85,4.0,200000,9301811.0649957,2785.4551945099543,139,0,8774493.096093569,2612.171202663145,382,0
10,2500,120,0.4,10058521.01375,9197432.60825,8916869.564748779,3656.16225,2259.8419499999995,2410.213906296724,383,184,199,48.04177545691906,0.6,0.85,4.0,200000,8916869.564748779,2410.213906296724,184,0,8319852.310938293,2264.174186884193,382,0
10,2500,120,0.5,10058521.01375,8742785.506874999,8508249.059553346,3656.16225,1910.761875,2048.2700029325756,383,210,173,54.83028720626632,0.6,0.85,4.0,200000,8545199.44420016,2297.955349097198,200,0,7865211.525783017,1916.1771711052418,382,0
10,2500,120,0.6,10058521.01375,8288138.4055,8088025.475566179,3656.16225,1561.6818,1698.1662287026898,383,226,157,59.007832898172325,0.6,0.85,4.0,200000,8209392.910842761,2211.6486397346607,197,0,7410570.740627742,1568.1801553262903,382,0
10,2500,120,0.7,10058521.01375,7833491.304125,7661338.845102395,3656.16225,1212.601725,1331.5058085636783,383,250,133,65.27415143603133,0.6,0.85,4.0,200000,7938952.334105066,2125.2928065760225,185,0,6955929.955472467,1220.183139547339,382,0
10,5000,30,0.1,10058521.01375,11518873.912375,9974195.111052396,1947.5499375,1769.33109375,1875.9026095416339,383,11,372,2.8720626631853787,0.6,0.85,4.0,200000,9974195.111052396,1875.9026095416339,11,0,9746458.974906767,1788.0552204047049,332,0
10,5000,30,0.2,10058521.01375,11064226.811,9782787.006979214,1947.5499375,1591.11225,1754.5788379082185,383,34,349,8.877284595300262,0.6,0.85,4.0,200000,9782787.006979214,1754.5788379082185,34,0,9305816.993602607,1608.3234261884363,377,0
10,5000,30,0.3,10058521.01375,10609579.709625,9534353.95455437,1947.5499375,1412.89340625,1602.925143403232,383,63,320,16.449086161879894,0.6,0.85,4.0,200000,9534353.95455437,1602.925143403232,63,0,8853778.852090776,1419.1073946706763,380,0
10,5000,30,0.4,10058521.01375,10154932.60825,9235162.804324823,1947.5499375,1234.6745625,1423.0665242349849,383,89,294,23.237597911227155,0.6,0.85,4.0,200000,9235162.804324823,1423.0665242349849,89,0,8399746.748747688,1237.3676917210485,382,0
10,5000,30,0.5,10058521.01375,9700285.506874999,8901497.623577552,1947.5499375,1056.45571875,1247.5816505780758,383,116,267,30.287206266318538,0.6,0.85,4.0,200000,8904739.434184773,1288.8087984301233,108,0,7945105.963592413,1059.8221302763104,382,0
10,5000,30,0.6,10058521.01375,9245638.4055,8545101.116241401,1947.5499375,878.236875,1063.5630597549773,383,139,244,36.29242819843342,0.6,0.85,4.0,200000,8590653.075898767,1268.761905887037,121,0,7490465.178437137,882.2765688315726,382,0
10,5000,30,0.7,10058521.01375,8790991.304125,8168119.001929233,1947.5499375,700.0180312500001,875.7956042575057,383,160,223,41.775456919060055,0.6,0.85,4.0,200000,8300202.911948809,1249.8339991791838,125,0,7035824.393281862,704.7310073868347,382,0
10,5000,60,0.1,10058521.01375,11518873.912375,9974195.111052396,2517.087375,2281.9147875,2422.2779690832676,383,11,372,2.8720626631853787,0.6,0.85,4.0,200000,9974195.111052396,2422.2779690832676,11,0,9746458.974906767,2304.0848108094096,332,0
10,5000,60,0.2,10058521.01375,11064226.811,9782787.006979214,2517.087375,2046.7422,2260.5898758164367,383,34,349,8.877284595300262,0.6,0.85,4.0,200000,9782787.006979214,2260.5898758164367,34,0,9305816.993602607,2066.720892376873,377,0
10,5000,60,0.3,10058521.01375,10609579.709625,9534353.95455437,2517.087375,1811.5696125,2058.0071768064636,383,63,320,16.449086161879894,0.6,0.85,4.0,200000,9534353.95455437,2058.0071768064636,63,0,8853778.852090776,1818.6882193413521,380,0
10,5000,60,0.4,10058521.01375,10154932.60825,9235162.804324823,2517.087375,1576.397025,1822.2690684699696,383,89,294,23.237597911227155,0.6,0.85,4.0,200000,9235162.804324823,1822.2690684699696,89,0,8399746.748747688,1579.6365234420969,382,0
10,5000,60,0.5,10058521.01375,9700285.506874999,8901497.623577552,2517.087375,1341.2244375,1590.4791511561516,383,116,267,30.287206266318538,0.6,0.85,4.0,200000,8904739.434184773,1639.2420968602466,108,0,7945105.963592413,1345.273810552621,382,0
10,5000,60,0.6,10058521.01375,9245638.4055,8545101.116241401,2517.087375,1106.05185,1347.2914195099545,383,139,244,36.29242819843342,0.6,0.85,4.0,200000,8590653.075898767,1599.2026517740742,121,0,7490465.178437137,1110.9110976631453,382,0
10,5000,60,0.7,10058521.01375,8790991.304125,8168119.001929233,2517.087375,870.8792625000001,1099.8727385150112,383,160,223,41.775456919060055,0.6,0.85,4.0,200000,8300202.911948809,1561.2677483583673,125,0,7035824.393281862,876.5483847736695,382,0
10,5000,120,0.1,10058521.01375,11518873.912375,9974195.111052396,3656.16225,3307.0821750000005,3515.028688166536,383,11,372,2.8720626631853787,0.6,0.85,4.0,200000,9974195.111052396,3515.028688166536,11,0,9746458.974906767,3336.1439916188197,332,0
10,5000,120,0.2,10058521.01375,11064226.811,9782787.006979214,3656.16225,2958.0021,3272.6119516328736,383,34,349,8.877284595300262,0.6,0.85,4.0,200000,9782787.006979214,3272.6119516328736,34,0,9305816.993602607,2983.515824753746,377,0
10,5000,120,0.3,10058521.01375,10609579.709625,9534353.95455437,3656.16225,2608.922025,2968.171243612927,383,63,320,16.449086161879894,0.6,0.85,4.0,200000,9534353.95455437,2968.171243612927,63,0,8853778.852090776,2617.8498686827043,380,0
10,5000,120,0.4,10058521.01375,10154932.60825,9235162.804324823,3656.16225,2259.8419499999995,2620.674156939939,383,89,294,23.237597911227155,0.6,0.85,4.0,200000,9235162.804324823,2620.674156939939,89,0,8399746.748747688,2264.174186884193,382,0
10,5000,120,0.5,10058521.01375,9700285.506874999,8901497.623577552,3656.16225,1910.761875,2276.2741523123036,383,116,267,30.287206266318538,0.6,0.85,4.0,200000,8904739.434184773,2340.108693720494,108,0,7945105.963592413,1916.1771711052418,382,0
10,5000,120,0.6,10058521.01375,9245638.4055,8545101.116241401,3656.16225,1561.6818,1914.7481390199089,383,139,244,36.29242819843342,0.6,0.85,4.0,200000,8590653.075898767,2260.0841435481484,121,0,7490465.178437137,1568.1801553262903,382,0
10,5000,120,0.7,10058521.01375,8790991.304125,8168119.001929233,3656.16225,1212.601725,1548.0270070300226,383,160,223,41.775456919060055,0.6,0.85,4.0,200000,8300202.911948809,2184.1352467167344,125,0,7035824.393281862,1220.183139547339,382,0
12,1250,30,0.1,10058521.01375,10192864.912375,9914936.01556915,1947.5499375,1769.33109375,1869.4047484009272,383,64,319,16.710182767624023,0.6,0.85,4.0,200000,9914936.01556915,1869.4047484009272,64,0,9737456.553490127,1815.6903390090126,370,0
12,1250,30,0.2,10058521.01375,9848458.811,9646755.572223483,1947.5499375,1591.11225,1741.9343898291559,383,139,244,36.29242819843342,0.6,0.85,4.0,200000,9646755.572223483,1741.9343898291559,139,0,9381791.15212035,1679.2988353166102,375,0
12,1250,30,0.3,10058521.01375,9504052.709625,9333635.02507229,1947.5499375,1412.89340625,1598.7216172111964,383,200,183,52.21932114882507,0.6,0.85,4.0,200000,9333635.02507229,1598.7216172111964,200,0,9025369.937213948,1542.433782908989,377,0
12,1250,30,0.4,10058521.01375,9159646.60825,9003800.678759668,1947.5499375,1234.6745625,1461.478790286543,383,231,152,60.31331592689295,0.6,0.85,4.0,200000,9003800.678759668,1461.478790286543,231,0,8668862.94905724,1407.3950647119855,377,0
12,1250,30,0.5,10058521.01375,8815240.506874999,8666209.117014863,1947.5499375,1056.45571875,1322.451352676274,383,250,133,65.27415143603133,0.6,0.85,4.0,200000,8666209.117014863,1322.451352676274,250,0,8312355.96090053,1272.3563465149816,377,0
12,1250,30,0.6,10058521.01375,8470834.4055,8323278.635275305,1947.5499375,878.236875,1181.9881385464548,383,266,117,69.45169712793734,0.6,0.85,4.0,200000,8343948.584746114,1251.11532355681,232,0,7955848.972743821,1137.3176283179782,377,0
12,1250,30,0.7,10058521.01375,8126428.304125,7977415.400133131,1947.5499375,700.0180312500001,1047.7479504264113,383,276,107,72.0626631853786,0.6,0.85,4.0,200000,8091604.002547875,1231.0595869741037,220,0,7599341.984587112,1002.2789101209745,377,0
12,1250,60,0.1,10058521.01375,10192864.912375,9914936.01556915,2517.087375,2281.9147875,2409.1524468018542,383,64,319,16.710182767624023,0.6,0.85,4.0,200000,9914936.01556915,2409.1524468018542,64,0,9737456.553490127,2338.6105880180253,370,0
12,1250,60,0.2,10058521.01375,9848458.811,9646755.572223483,2517.087375,2046.7422,2235.628559658311,383,139,244,36.29242819843342,0.6,0.85,4.0,200000,9646755.572223483,2235.628559658311,139,0,9381791.15212035,2155.00953063322,375,0
12,1250,60,0.3,10058521.01375,9504052.709625,9333635.02507229,2517.087375,1811.5696125,2042.1599444223923,383,200,183,52.21932114882507,0.6,0.85,4.0,200000,9333635.02507229,2042.1599444223923,200,0,9025369.937213948,1970.841205817978,377,0
12,1250,60,0.4,10058521.01375,9159646.60825,9003800.678759668,2517.087375,1576.397025,1856.7057605730859,383,231,152,60.31331592689295,0.6,0.85,4.0,200000,9003800.678759668,1856.7057605730859,231,0,8668862.94905724,1788.759149423971,377,0
12,1250,60,0.5,10058521.01375,8815240.506874999,8666209.117014863,2517.087375,1341.2244375,1669.664555352548,383,250,133,65.27415143603133,0.6,0.85,4.0,200000,8666209.117014863,1669.664555352548,250,0,8312355.96090053,1606.6770930299635,377,0
12,1250,60,0.6,10058521.01375,8470834.4055,8323278.635275305,2517.087375,1106.05185,1480.8713770929096,383,266,117,69.45169712793734,0.6,0.85,4.0,200000,8343948.584746114,1564.0843871136196,232,0,7955848.972743821,1424.5950366359561,377,0
12,1250,60,0.7,10058521.01375,8126428.304125,7977415.400133131,2517.087375,870.8792625000001,1299.6449808528225,383,276,107,72.0626631853786,0.6,0.85,4.0,200000,8091604.002547875,1524.022303948207,220,0,7599341.984587112,1242.512980241949,377,0
12,1250,120,0.1,10058521.01375,10192864.912375,9914936.01556915,3656.16225,3307.0821750000005,3488.6478436037087,383,64,319,16.710182767624023,0.6,0.85,4.0,200000,9914936.01556915,3488.6478436037087,64,0,9737456.553490127,3384.45108603605,370,0
12,1250,120,0.2,10058521.01375,9848458.811,9646755.572223483,3656.16225,2958.0021,3223.0168993166226,383,139,244,36.29242819843342,0.6,0.85,4.0,200000,9646755.572223483,3223.0168993166226,139,0,9381791.15212035,3106.4309212664402,375,0
12,1250,120,0.3,10058521.01375,9504052.709625,9333635.02507229,3656.16225,2608.922025,2929.0365988447847,383,200,183,52.21932114882507,0.6,0.85,4.0,200000,9333635.02507229,2929.0365988447847,200,0,9025369.937213948,2827.656051635956,377,0
12,1250,120,0.4,10058521.01375,9159646.60825,9003800.678759668,3656.16225,2259.8419499999995,2647.1597011461713,383,231,152,60.31331592689295,0.6,0.85,4.0,200000,9003800.678759668,2647.1597011461713,231,0,8668862.94905724,2551.487318847942,377,0
12,1250,120,0.5,10058521.01375,8815240.506874999,8666209.117014863,3656.16225,1910.761875,2364.0909607050958,383,250,133,65.27415143603133,0.6,0.85,4.0,200000,8666209.117014863,2364.0909607050958,250,0,8312355.96090053,2275.318586059927,377,0
12,1250,120,0.6,10058521.01375,8470834.4055,8323278.635275305,3656.16225,1561.6818,2078.6378541858194,383,266,117,69.45169712793734,0.6,0.85,4.0,200000,8343948.584746114,2190.0225142272393,232,0,7955848.972743821,1999.1498532719127,377,0
12,1250,120,0.7,10058521.01375,8126428.304125,7977415.400133131,3656.16225,1212.601725,1803.439041705645,383,276,107,72.0626631853786,0.6,0.85,4.0,200000,8091604.002547875,2109.9477378964143,220,0,7599341.984587112,1722.9811204838982,377,0
12,2500,30,0.1,10058521.01375,10671614.912375,9963968.222000193,1947.5499375,1769.33109375,1893.3417024157309,383,26,357,6.788511749347259,0.6,0.85,4.0,200000,9963968.222000193,1893.3417024157309,26,0,9770305.218692878,1820.5812571161493,355,0
12,2500,30,0.2,10058521.01375,10327208.811,9771351.017388301,1947.5499375,1591.11225,1791.2595593018543,383,64,319,16.710182767624023,0.6,0.85,4.0,200000,9771351.017388301,1791.2595593018543,64,0,9416392.093230253,1683.830740518025,370,0
12,2500,30,0.3,10058521.01375,9982802.709624998,9518020.660707736,1947.5499375,1412.89340625,1658.6441303728059,383,111,272,28.98172323759791,0.6,0.85,4.0,200000,9518020.660707736,1658.6441303728059,111,0,9060921.094741322,1547.2874757605034,373,0
12,2500,30,0.4,10058521.01375,9638396.60825,9234990.130696965,1947.5499375,1234.6745625,1536.3188421583113,383,139,244,36.29242819843342,0.6,0.85,4.0,200000,9234990.130696965,1536.3188421583113,139,0,8705061.290490698,1411.0477331332204,375,0
12,2500,30,0.5,10058521.01375,9293990.506874999,8929124.937848942,1947.5499375,1056.45571875,1384.668405308481,383,177,206,46.21409921671018,0.6,0.85,4.0,200000,8929124.937848942,1384.668405308481,177,0,8348725.848834608,1272.3563465149816,377,0
12,2500,30,0.6,10058521.01375,8949584.4055,8608749.03639458,1947.5499375,878.236875,1249.8932969223924,383,200,183,52.21932114882507,0.6,0.85,4.0,200000,8609350.510842761,1256.4565149336652,197,0,7992218.860677898,1137.3176283179782,377,0
12,2500,30,0.7,10058521.01375,8605178.304125,8281700.420651736,1947.5499375,700.0180312500001,1116.2729110965774,383,212,171,55.35248041775457,0.6,0.85,4.0,200000,8338851.834105066,1234.9154891440057,185,0,7635711.872521189,1002.2789101209745,377,0
12,2500,60,0.1,10058521.01375,10671614.912375,9963968.222000193,2517.087375,2281.9147875,2441.7202948314616,383,26,357,6.788511749347259,0.6,0.85,4.0,200000,9963968.222000193,2441.7202948314616,26,0,9770305.218692878,2344.400084232299,355,0
12,2500,60,0.2,10058521.01375,10327208.811,9771351.017388301,2517.087375,2046.7422,2301.2175186037084,383,64,319,16.710182767624023,0.6,0.85,4.0,200000,9771351.017388301,2301.2175186037084,64,0,9416392.093230253,2160.13380103605,370,0
12,2500,60,0.3,10058521.01375,9982802.709624998,9518020.660707736,2517.087375,1811.5696125,2121.405070745612,383,111,272,28.98172323759791,0.6,0.85,4.0,200000,9518020.660707736,2121.405070745612,111,0,9060921.094741322,1976.2764115210066,373,0
12,2500,60,0.4,10058521.01375,9638396.60825,9234990.130696965,2517.087375,1576.397025,1954.1697443166227,383,139,244,36.29242819843342,0.6,0.85,4.0,200000,9234990.130696965,1954.1697443166227,139,0,8705061.290490698,1792.9316862664405,375,0
12,2500,60,0.5,10058521.01375,9293990.506874999,8929124.937848942,2517.087375,1341.2244375,1750.1927106169614,383,177,206,46.21409921671018,0.6,0.85,4.0,200000,8929124.937848942,1750.1927106169614,177,0,8348725.848834608,1606.6770930299635,377,0
12,2500,60,0.6,10058521.01375,8949584.4055,8608749.03639458,2517.087375,1106.05185,1567.232513844785,383,200,183,52.21932114882507,0.6,0.85,4.0,200000,8609350.510842761,1574.8538898673305,197,0,7992218.860677898,1424.5950366359561,377,0
12,2500,60,0.7,10058521.01375,8605178.304125,8281700.420651736,2517.087375,870.8792625000001,1386.2868521931546,383,212,171,55.35248041775457,0.6,0.85,4.0,200000,8338851.834105066,1531.7079282880113,185,0,7635711.872521189,1242.512980241949,377,0
12,2500,120,0.1,10058521.01375,10671614.912375,9963968.222000193,3656.16225,3307.0821750000005,3538.4774796629235,383,26,357,6.788511749347259,0.6,0.85,4.0,200000,9963968.222000193,3538.4774796629235,26,0,9770305.218692878,3392.037738464598,355,0
12,2500,120,0.2,10058521.01375,10327208.811,9771351.017388301,3656.16225,2958.0021,3321.1334372074175,383,64,319,16.710182767624023,0.6,0.85,4.0,200000,9771351.017388301,3321.1334372074175,64,0,9416392.093230253,3112.7399220721004,370,0
12,2500,120,0.3,10058521.01375,9982802.709624998,9518020.660707736,3656.16225,2608.922025,3046.926951491224,383,111,272,28.98172323759791,0.6,0.85,4.0,200000,9518020.660707736,3046.926951491224,111,0,9060921.094741322,2834.254283042013,373,0
12,2500,120,0.4,10058521.01375,9638396.60825,9234990.130696965,3656.16225,2259.8419499999995,2789.8715486332453,383,139,244,36.29242819843342,0.6,0.85,4.0,200000,9234990.130696965,2789.8715486332453,139,0,8705061.290490698,2556.6995925328806,375,0
12,2500,120,0.5,10058521.01375,9293990.506874999,8929124.937848942,3656.16225,1910.761875,2481.241321233923,383,177,206,46.21409921671018,0.6,0.85,4.0,200000,8929124.937848942,2481.241321233923,177,0,8348725.848834608,2275.318586059927,377,0
12,2500,120,0.6,10058521.01375,8949584.4055,8608749.03639458,3656.16225,1561.6818,2201.91094768957,383,200,183,52.21932114882507,0.6,0.85,4.0,200000,8609350.510842761,2211.6486397346607,197,0,7992218.860677898,1999.1498532719127,377,0
12,2500,120,0.7,10058521.01375,8605178.304125,8281700.420651736,3656.16225,1212.601725,1926.3147343863095,383,212,171,55.35248041775457,0.6,0.85,4.0,200000,8338851.834105066,2125.2928065760225,185,0,7635711.872521189,1722.9811204838982,377,0
12,5000,30,0.1,10058521.01375,11629114.912375,9997834.854681619,1947.5499375,1769.33109375,1917.5523651627102,383,7,376,1.8276762402088773,0.6,0.85,4.0,200000,9997834.854681619,1917.5523651627102,7,0,9822662.328415409,1831.698138545566,305,0
12,5000,30,0.2,10058521.01375,11284708.811,9869415.430250386,1947.5499375,1591.11225,1839.1334673314616,383,26,357,6.788511749347259,0.6,0.85,4.0,200000,9869415.430250386,1839.1334673314616,26,0,9482089.423635757,1693.612576732299,355,0
12,5000,30,0.3,10058521.01375,10940302.709625,9695054.964453585,1947.5499375,1412.89340625,1748.383578184593,383,43,340,11.22715404699739,0.6,0.85,4.0,200000,9695054.964453585,1748.383578184593,43,0,9129068.607061977,1554.7197219840032,368,0
12,5000,30,0.4,10058521.01375,10595896.60825,9484181.021026602,1947.5499375,1234.6745625,1634.9691811037087,383,64,319,16.710182767624023,0.6,0.85,4.0,200000,9484181.021026602,1634.9691811037087,64,0,8774263.172710506,1420.1115435360505,370,0
12,5000,30,0.5,10058521.01375,10251490.506874999,9243197.305745319,1947.5499375,1056.45571875,1489.1174385995987,383,95,288,24.804177545691907,0.6,0.85,4.0,200000,9243197.305745319,1489.1174385995987,95,0,8418996.900472356,1280.445834600839,373,0
12,5000,30,0.6,10058521.01375,9907084.4055,8977520.307665475,1947.5499375,878.236875,1369.7383232456123,383,111,272,28.98172323759791,0.6,0.85,4.0,200000,8977520.307665475,1369.7383232456123,111,0,8063321.175732647,1147.0250140210067,373,0
12,5000,30,0.7,10058521.01375,9562678.304125,8699810.06304853,1947.5499375,700.0180312500001,1247.3696165634456,383,126,257,32.89817232375979,0.6,0.85,4.0,200000,8699850.41194881,1249.8339991791838,125,0,7707636.068146737,1013.235539874959,374,0
12,5000,60,0.1,10058521.01375,11629114.912375,9997834.854681619,2517.087375,2281.9147875,2474.27500032542,383,7,376,1.8276762402088773,0.6,0.85,4.0,200000,9997834.854681619,2474.27500032542,7,0,9822662.328415409,2358.065727091132,305,0
