municipio,planta_id,poblacion,produccion_t,d_km,d_obra_km,C_loopA_euro_t,LC0_euro_hab,CE0_kg_hab,LC_S1_euro_hab,CE_S1_kg_hab,LC_S2_euro_hab,CE_S2_kg_hab,onsite_S2,LC_S2cap_euro_hab,CE_S2cap_kg_hab,onsite_S2cap,LC_S3_euro_hab,CE_S3_kg_hab,onsite_S3,credito_EF5_kg_hab
Torrejoncillo,29,3338,1669.0,36.50,9.76,21.50,10.7486,2.6379,8.1735,0.8964,8.1735,0.8964,1,8.1735,0.8964,1,7.4689,0.8964,1,0.3500
Puebla de Obando,18,1988,994.0,43.67,12.70,22.53,11.2631,2.9412,8.8365,0.9874,8.8365,0.9874,1,8.8365,0.9874,1,7.5941,0.9874,1,0.3500
Santiago de Alcántara,39,685,342.5,27.01,16.47,23.83,11.9131,2.5545,11.4236,0.8714,11.4236,0.8714,1,11.9131,2.5545,0,7.9164,0.8714,1,0.3500
Mesas de Ibor,27,173,86.5,27.39,9.83,21.44,10.7202,2.3666,21.8669,0.8150,10.7202,2.3666,0,10.7202,2.3666,0,7.4790,0.8150,1,0.3500
Rosalejo,27,1284,642.0,27.31,9.83,21.41,10.7052,2.3642,9.3586,0.8143,9.3586,0.8143,1,9.3586,0.8143,1,7.4745,0.8143,1,0.3500
Cristina,3,562,281.0,34.61,15.82,23.48,11.7389,2.7630,12.1701,0.9339,11.7389,2.7630,0,11.7389,2.7630,0,7.7481,0.9339,1,0.3500
Hoyos,31,976,488.0,25.78,30.51,28.51,14.2537,2.9386,11.0376,0.9866,11.0376,0.9866,1,11.0376,0.9866,1,8.6453,0.9866,1,0.3500
Barrado,22,477,238.5,25.69,14.86,23.00,11.4997,2.4664,12.8910,0.8449,11.4997,2.4664,0,11.4997,2.4664,0,7.6997,0.8449,1,0.3500
Peñalsordo,7,1210,605.0,18.08,5.46,19.68,9.8414,1.9563,9.2185,0.6919,9.2185,0.6919,1,9.8414,1.9563,0,7.4991,0.6919,1,0.3500
Guijo de Granadilla,22,625,312.5,25.57,14.86,22.96,11.4797,2.4628,11.6439,0.8438,11.4797,2.4628,0,11.4797,2.4628,0,7.6937,0.8438,1,0.3500
Perales del Puerto,31,970,485.0,25.45,30.51,28.40,14.1987,2.9287,11.0369,0.9836,11.0369,0.9836,1,11.0369,0.9836,1,8.6288,0.9836,1,0.3500
Barcarrota,13,3698,1849.0,31.78,22.19,25.48,12.7387,2.8692,8.6976,0.9658,8.6976,0.9658,1,8.6976,0.9658,1,8.0890,0.9658,1,0.3500
Acedera,3,821,410.5,33.91,15.82,23.24,11.6189,2.7420,10.7307,0.9276,10.7307,0.9276,1,10.7307,0.9276,1,7.7121,0.9276,1,0.3500
Membrío,39,851,425.5,25.66,16.47,23.36,11.6781,2.5140,10.6411,0.8592,10.6411,0.8592,1,10.6411,0.8592,1,7.8459,0.8592,1,0.3500
Torrequemada,41,604,302.0,25.04,14.01,22.46,11.2324,2.4216,11.7088,0.8315,11.2324,2.4216,0,11.2324,2.4216,0,7.7356,0.8315,1,0.3500
Mérida,14,56395,28197.5,38.41,30.94,28.30,14.1501,3.3306,8.4894,1.1042,8.4894,1.1042,1,8.4894,1.1042,1,8.4725,1.1042,1,0.3500
Casar de Palomero,21,1378,689.0,22.90,21.42,24.89,12.4443,2.5797,9.7475,0.8789,9.7475,0.8789,1,9.7475,0.8789,1,8.2154,0.8789,1,0.3500
Alburquerque,18,5704,2852.0,41.64,12.70,21.82,10.9081,2.8803,7.9107,0.9691,7.9107,0.9691,1,7.9107,0.9691,1,7.4876,0.9691,1,0.3500
Piornal,22,1537,768.5,24.37,14.86,22.54,11.2697,2.4268,9.2075,0.8330,9.2075,0.8330,1,9.2075,0.8330,1,7.6307,0.8330,1,0.3500
Gordo. El,27,338,169.0,25.48,9.83,20.77,10.3852,2.3093,14.7120,0.7978,10.3852,2.3093,0,10.3852,2.3093,0,7.3785,0.7978,1,0.3500
Cheles,13,1287,643.5,30.65,22.19,25.09,12.5437,2.8353,9.9056,0.9556,9.9056,0.9556,1,9.9056,0.9556,1,8.0305,0.9556,1,0.3500
Entrín Bajo,4,602,301.0,29.75,21.80,24.87,12.4355,2.7966,12.0835,0.9440,12.0835,0.9440,1,12.4355,2.7966,0,8.0036,0.9440,1,0.3500
Usagre,1,1956,978.0,24.92,15.43,22.62,11.3101,2.4605,8.8712,0.8431,8.8712,0.8431,1,8.8712,0.8431,1,7.6726,0.8431,1,0.3500
Esparragosa de Lares,11,1021,510.5,25.66,33.44,28.88,14.4421,3.0230,10.9812,1.0119,10.9812,1.0119,1,10.9812,1.0119,1,8.6500,1.0119,1,0.3500
Ladrillar,21,228,114.0,22.26,21.42,24.67,12.3343,2.5605,18.8652,0.8732,12.3343,2.5605,0,12.3343,2.5605,0,8.1824,0.8732,1,0.3500
Santa Ana,41,299,149.5,23.85,14.01,22.05,11.0274,2.3859,15.8694,0.8208,11.0274,2.3859,0,11.0274,2.3859,0,7.6741,0.8208,1,0.3500
Miajadas,36,10338,5169.0,2.78,5.80,19.09,9.5452,1.5074,7.3054,0.5572,7.3054,0.5572,1,7.3054,0.5572,1,7.2275,0.5572,1,0.3500
Cabeza la Vaca,8,1479,739.5,23.30,12.07,21.22,10.6124,2.3111,9.0741,0.7983,9.0741,0.7983,1,9.0741,0.7983,1,7.5672,0.7983,1,0.3500
Robledillo de Trujillo,41,420,210.0,23.42,14.01,21.90,10.9524,2.3730,13.4381,0.8169,10.9524,2.3730,0,10.9524,2.3730,0,7.6516,0.8169,1,0.3500
Puebla de la Reina,1,860,430.0,24.04,15.43,22.31,11.1551,2.4341,10.4535,0.8352,10.4535,0.8352,1,10.4535,0.8352,1,7.6261,0.8352,1,0.3500
Don Álvaro,14,743,371.5,36.79,30.94,27.74,13.8701,3.2820,11.7258,1.0896,11.7258,1.0896,1,11.7258,1.0896,1,8.3885,1.0896,1,0.3500
Villanueva de la Vera,22,2108,1054.0,22.74,14.86,21.97,10.9847,2.3779,8.6814,0.8184,8.6814,0.8184,1,8.6814,0.8184,1,7.5452,0.8184,1,0.3500
Orellana de la Sierra,3,311,155.5,31.07,15.82,22.24,11.1189,2.6568,15.5743,0.9020,11.1189,2.6568,0,11.1189,2.6568,0,7.5621,0.9020,1,0.3500
Escurial,36,851,425.5,1.69,5.80,18.71,9.3552,1.4747,9.9443,0.5474,9.3552,1.4747,0,9.3552,1.4747,0,7.1705,0.5474,1,0.3500
Casas de Don Antonio,41,213,106.5,22.44,14.01,21.56,10.7824,2.3436,19.1718,0.8081,10.7824,2.3436,0,10.7824,2.3436,0,7.6006,0.8081,1,0.3500
Nava de Santiago. La,14,1089,544.5,36.04,30.94,27.47,13.7351,3.2595,10.6162,1.0829,10.6162,1.0829,1,10.6162,1.0829,1,8.3480,1.0829,1,0.3500
Montemolín,10,1534,767.0,28.42,26.70,25.96,12.9778,2.9037,9.7231,0.9761,9.7231,0.9761,1,9.7231,0.9761,1,8.1624,0.9761,1,0.3500
Llera,1,947,473.5,23.14,15.43,22.00,11.0001,2.4071,10.1400,0.8271,10.1400,0.8271,1,10.1400,0.8271,1,7.5796,0.8271,1,0.3500
Valverde de Llerena,10,714,357.0,28.31,26.70,25.92,12.9578,2.9004,11.5887,0.9751,11.5887,0.9751,1,11.5887,0.9751,1,8.1564,0.9751,1,0.3500
Berlanga,10,2484,1242.0,28.29,26.70,25.91,12.9528,2.8998,9.0923,0.9749,9.0923,0.9749,1,9.0923,0.9749,1,8.1549,0.9749,1,0.3500
Monterrubio de la Serena,16,2710,1355.0,6.05,23.94,24.90,12.4492,2.1496,8.8573,0.7499,8.8573,0.7499,1,8.8573,0.7499,1,8.3737,0.7499,1,0.3500
Pinofranqueado,21,1687,843.5,20.36,21.42,24.01,12.0043,2.5035,9.2832,0.8561,9.2832,0.8561,1,9.2832,0.8561,1,8.0834,0.8561,1,0.3500
Zorita,45,1673,836.5,22.32,26.24,25.68,12.8411,2.7067,9.5467,0.9170,9.5467,0.9170,1,9.5467,0.9170,1,8.2026,0.9170,1,0.3500
Torre de Miguel Sesmero,13,1257,628.5,28.34,22.19,24.28,12.1387,2.7660,9.8305,0.9348,9.8305,0.9348,1,9.8305,0.9348,1,7.9090,0.9348,1,0.3500
Villagonzalo,14,1348,674.0,35.57,30.94,27.31,13.6551,3.2454,10.1511,1.0786,10.1511,1.0786,1,10.1511,1.0786,1,8.3240,1.0786,1,0.3500
Santa Cruz de Paniagua,25,315,157.5,22.38,8.52,19.45,9.7254,2.1769,15.0541,0.7581,9.7254,2.1769,0,9.7254,2.1769,0,7.3433,0.7581,1,0.3500
