municipio,planta_id,poblacion,produccion_t,d_km,d_obra_km,C_loopA_euro_t,LC0_euro_hab,CE0_kg_hab,LC_S1_euro_hab,CE_S1_kg_hab,LC_S2_euro_hab,CE_S2_kg_hab,onsite_S2,LC_S2cap_euro_hab,CE_S2cap_kg_hab,onsite_S2cap,LC_S3_euro_hab,CE_S3_kg_hab,onsite_S3,credito_EF5_kg_hab
San Martín de Trevejo,31,916,458.0,46.39,30.51,35.73,17.8637,3.5569,18.2202,2.8755,17.8637,3.5569,0,17.8637,3.5569,0,15.6601,2.8755,1,0.1000
Pedroso de Acim,30,115,57.5,9.51,12.90,29.48,14.7376,1.9223,34.7292,1.5679,14.7376,1.9223,0,14.7376,1.9223,0,13.6550,1.5679,1,0.1000
Piedras Albas,24,207,103.5,19.59,9.40,28.19,14.0953,2.1198,24.5536,1.7258,14.0953,2.1198,0,14.0953,2.1198,0,13.0291,1.7258,1,0.1000
Cedillo,39,497,248.5,45.47,16.47,30.30,15.1481,3.1083,18.3486,2.5167,15.1481,3.1083,0,15.1481,3.1083,0,13.4610,2.5167,1,0.1000
Garganta. La,22,490,245.0,44.70,14.86,29.66,14.8297,3.0367,18.1658,2.4593,14.8297,3.0367,0,14.8297,3.0367,0,13.1135,2.4593,1,0.1000
Oliva de la Frontera,5,5612,2806.0,49.23,32.00,35.52,17.7601,3.6869,15.8535,2.9795,15.8535,2.9795,1,15.8535,2.9795,1,15.4873,2.9795,1,0.1000
Mirabel,33,730,365.0,12.78,14.27,29.31,14.6528,2.0616,16.3469,1.6793,14.6528,2.0616,0,14.6528,2.0616,0,13.5314,1.6793,1,0.1000
Acehúche,24,852,426.0,17.89,9.40,27.59,13.7953,2.0688,15.1705,1.6850,13.7953,2.0688,0,13.7953,2.0688,0,12.7891,1.6850,1,0.1000
Casas de Millán,30,690,345.0,7.55,12.90,28.79,14.3926,1.8635,16.3373,1.5208,14.3926,1.8635,0,14.3926,1.8635,0,13.3790,1.5208,1,0.1000
Pesga. La,21,1123,561.5,41.77,21.42,31.50,15.7493,3.1458,16.0257,2.5467,15.7493,3.1458,0,15.7493,3.1458,0,14.0816,2.5467,1,0.1000
Zah¡nos,13,2906,1453.0,48.82,22.19,31.45,15.7237,3.3804,14.6392,2.7343,14.6392,2.7343,1,14.6392,2.7343,1,13.8463,2.7343,1,0.1000
Robledollano,42,402,201.0,9.51,16.65,29.22,14.6090,2.0348,19.1061,1.6579,14.6090,2.0348,0,14.6090,2.0348,0,13.5033,1.6579,1,0.1000
Peraleda del Zaucejo,16,608,304.0,25.16,23.94,31.58,15.7892,2.7229,17.9432,2.2084,15.7892,2.7229,0,15.7892,2.7229,0,14.2703,2.2084,1,0.1000
Herreruela,44,386,193.0,37.69,16.91,29.01,14.5045,2.8880,19.2803,2.3404,14.5045,2.8880,0,14.5045,2.8880,0,13.1022,2.3404,1,0.1000
Navalvillar de Ibor,42,504,252.0,8.48,16.65,28.86,14.4290,2.0039,17.7035,1.6332,14.4290,2.0039,0,14.4290,2.0039,0,13.3593,1.6332,1,0.1000
Madrigalejo,45,1953,976.5,40.60,26.24,32.08,16.0411,3.2551,15.3130,2.6340,15.3130,2.6340,1,15.3130,2.6340,1,14.1832,2.6340,1,0.1000
Herrera del Duque,11,3688,1844.0,41.87,33.44,34.55,17.2771,3.5093,15.6996,2.8375,15.6996,2.8375,1,15.6996,2.8375,1,15.1390,2.8375,1,0.1000
Valdelacasa de Tajo,27,455,227.5,41.08,9.83,26.23,13.1152,2.7773,17.1867,2.2518,13.1152,2.7773,0,13.1152,2.7773,0,11.7552,2.2518,1,0.1000
Campillo de Deleitosa,27,79,39.5,41.01,9.83,26.20,13.1002,2.7752,43.3258,2.2502,13.1002,2.7752,0,13.1002,2.7752,0,11.7432,2.2502,1,0.1000
Al¡a,45,1021,510.5,39.40,26.24,31.66,15.8311,3.2191,16.3135,2.6052,15.8311,3.2191,0,15.8311,3.2191,0,14.0152,2.6052,1,0.1000
Cañaveral,30,1284,642.0,2.20,12.90,26.92,13.4576,1.7030,13.9131,1.3924,13.4576,1.7030,0,13.4576,1.7030,0,12.6310,1.3924,1,0.1000
Villamiel,31,675,337.5,38.40,30.51,32.93,16.4637,3.3172,18.0747,2.6838,16.4637,3.3172,0,16.4637,3.3172,0,14.5401,2.6838,1,0.1000
Baños de Montemayor,22,703,351.5,38.36,14.86,27.43,13.7147,2.8465,15.7279,2.3072,13.7147,2.8465,0,13.7147,2.8465,0,12.2215,2.3072,1,0.1000
Alcollarín,36,266,133.0,16.99,5.80,24.07,12.0352,1.9337,20.2266,1.5770,12.0352,1.9337,0,12.0352,1.9337,0,10.9921,1.5770,1,0.1000
Manchita,3,764,382.0,45.83,15.82,27.41,13.7039,3.0996,15.4354,2.5097,13.7039,3.0996,0,13.7039,3.0996,0,12.1896,2.5097,1,0.1000
Cilleros,31,1868,934.0,36.74,30.51,32.35,16.1737,3.2674,15.4773,2.6439,15.4773,2.6439,1,15.4773,2.6439,1,14.3081,2.6439,1,0.1000
Campillo de Llerena,10,1518,759.0,42.74,26.70,30.97,15.4828,3.3333,15.2332,2.6966,15.2332,2.6966,1,15.2332,2.6966,1,13.6553,2.6966,1,0.1000
Valle de Santa Ana,9,1192,596.0,49.43,18.53,28.01,14.0036,3.2889,14.5002,2.6612,14.0036,3.2889,0,14.0036,3.2889,0,12.4325,2.6612,1,0.1000
Abertura,36,454,227.0,15.50,5.80,23.55,11.7752,1.8890,16.1268,1.5412,11.7752,1.8890,0,11.7752,1.8890,0,10.7841,1.5412,1,0.1000
Villagarcía de la Torre,1,986,493.0,37.15,15.43,26.90,13.4501,2.8274,14.4956,2.2919,13.4501,2.8274,0,13.4501,2.8274,0,12.0396,2.2919,1,0.1000
Villanueva del Fresno,13,3678,1839.0,42.26,22.19,29.15,14.5737,3.1836,13.5387,2.5769,13.5387,2.5769,1,13.5387,2.5769,1,12.9263,2.5769,1,0.1000
Zarza la Mayor,24,1409,704.5,9.35,9.40,24.60,12.3003,1.8126,12.8146,1.4800,12.3003,1.8126,0,12.3003,1.8126,0,11.5931,1.4800,1,0.1000
Villamesías,36,311,155.5,14.91,5.80,23.34,11.6702,1.8713,18.5747,1.5271,11.6702,1.8713,0,11.6702,1.8713,0,10.7001,1.5271,1,0.1000
Valle de Matamoros,5,423,211.5,40.60,32.00,32.50,16.2501,3.4280,20.1102,2.7724,16.2501,3.4280,0,16.2501,3.4280,0,14.2793,2.7724,1,0.1000
Aldeacentenera,19,774,387.0,35.41,15.66,26.68,13.3396,2.7820,15.1017,2.2556,13.3396,2.7820,0,13.3396,2.7820,0,12.0039,2.2556,1,0.1000
Retamal de Llerena,6,501,250.5,35.94,9.98,24.62,12.3111,2.6275,16.0389,2.1320,12.3111,2.6275,0,12.3111,2.6275,0,11.1662,2.1320,1,0.1000
Campo Lugar,36,1030,515.0,14.29,5.80,23.12,11.5602,1.8527,12.8753,1.5122,11.5602,1.8527,0,11.5602,1.8527,0,10.6121,1.5122,1,0.1000
Valdecañas de Tajo,27,119,59.5,36.13,9.83,24.49,12.2452,2.6288,32.0046,2.1330,12.2452,2.6288,0,12.2452,2.6288,0,11.0592,2.1330,1,0.1000
Codosera. La,39,2322,1161.0,35.39,16.47,26.77,13.3831,2.8059,12.9831,2.2748,12.9831,2.2748,1,12.9831,2.2748,1,12.0490,2.2748,1,0.1000
Almoharín,36,1997,998.5,13.70,5.80,22.91,11.4552,1.8350,11.6160,1.4980,11.4552,1.8350,0,11.4552,1.8350,0,10.5281,1.4980,1,0.1000
Garciaz,19,851,425.5,34.37,15.66,26.32,13.1596,2.7508,14.6654,2.2306,13.1596,2.7508,0,13.1596,2.7508,0,11.8599,2.2306,1,0.1000
Casta¤ar de Ibor,42,1225,612.5,1.97,16.65,26.58,13.2890,1.8086,13.8720,1.4769,13.2890,1.8086,0,13.2890,1.8086,0,12.4473,1.4769,1,0.1000
Serradilla,33,1766,883.0,2.55,14.27,25.73,12.8628,1.7547,12.9058,1.4337,12.8628,1.7547,0,12.8628,1.7547,0,12.0994,1.4337,1,0.1000
Salvaleón,13,2049,1024.5,39.70,22.19,28.26,14.1287,3.1068,13.7231,2.5154,13.7231,2.5154,1,13.7231,2.5154,1,12.5703,2.5154,1,0.1000
Navalvillar de Pela,45,4787,2393.5,33.53,26.24,29.60,14.8011,3.0430,13.5632,2.4644,13.5632,2.4644,1,13.5632,2.4644,1,13.1912,2.4644,1,0.1000
Garvín,27,105,52.5,34.28,9.83,23.85,11.9252,2.5733,34.5497,2.0886,11.9252,2.5733,0,11.9252,2.5733,0,10.8032,2.0886,1,0.1000
Navezuelas,45,698,349.0,33.34,26.24,29.54,14.7711,3.0373,16.5986,2.4598,14.7711,3.0373,0,14.7711,3.0373,0,13.1672,2.4598,1,0.1000
Calera de León,8,1060,530.0,32.80,12.07,24.54,12.2724,2.5961,13.3764,2.1069,12.2724,2.5961,0,12.2724,2.5961,0,11.2014,2.1069,1,0.1000
Azuaga,10,8301,4150.5,39.02,26.70,29.67,14.8328,3.2217,13.3674,2.6073,13.3674,2.6073,1,13.3674,2.6073,1,13.1353,2.6073,1,0.1000
Madrigal de la Vera,22,1819,909.5,32.22,14.86,25.29,12.6447,2.6623,12.6901,2.1598,12.6447,2.6623,0,12.6447,2.6623,0,11.3655,2.1598,1,0.1000
Bienvenida,1,2326,1163.0,33.06,15.43,25.47,12.7351,2.7047,12.4629,2.1937,12.4629,2.1937,1,12.4629,2.1937,1,11.4676,2.1937,1,0.1000
Carbajo,39,227,113.5,32.50,16.47,25.76,12.8781,2.7192,22.5157,2.2054,12.8781,2.7192,0,12.8781,2.7192,0,11.6450,2.2054,1,0.1000
Fuenlabrada de los Montes,11,1955,977.5,33.62,33.44,31.67,15.8371,3.2618,15.1485,2.6395,15.1485,2.6395,1,15.1485,2.6395,1,13.9870,2.6395,1,0.1000
Casas de Don Pedro,11,1632,816.0,33.49,33.44,31.62,15.8121,3.2579,15.3815,2.6363,15.3815,2.6363,1,15.3815,2.6363,1,13.9670,2.6363,1,0.1000
Berrocalejo,27,105,52.5,32.89,9.83,23.36,11.6802,2.5316,34.3537,2.0553,11.6802,2.5316,0,11.6802,2.5316,0,10.6072,2.0553,1,0.1000
Mohedas de Granadilla,21,976,488.0,30.01,21.42,27.38,13.6893,2.7930,14.7129,2.2644,13.6893,2.7930,0,13.6893,2.7930,0,12.4336,2.2644,1,0.1000
Oliva de Mérida,1,1875,937.5,32.40,15.43,25.24,12.6201,2.6849,12.6295,2.1779,12.6201,2.6849,0,12.6201,2.6849,0,11.3756,2.1779,1,0.1000
Palomero,25,452,226.0,31.92,8.52,22.79,11.3954,2.4631,15.8473,2.0005,11.3954,2.4631,0,11.3954,2.4631,0,10.5420,2.0005,1,0.1000
Marchagaz,21,248,124.0,29.70,21.42,27.28,13.6393,2.7837,22.1921,2.2570,13.6393,2.7837,0,13.6393,2.7837,0,12.3936,2.2570,1,0.1000
Ceclavín,24,2054,1027.0,4.89,9.40,23.04,11.5203,1.6788,11.6334,1.3730,11.5203,1.6788,0,11.5203,1.6788,0,10.9691,1.3730,1,0.1000
Botija,41,199,99.5,31.10,14.01,24.58,12.2924,2.6034,23.5968,2.1127,12.2924,2.6034,0,12.2924,2.6034,0,11.1998,2.1127,1,0.1000
Garrovillas de Alconétar,44,2280,1140.0,27.80,16.91,25.55,12.7745,2.5913,12.5161,2.1031,12.5161,2.1031,1,12.5161,2.1031,1,11.7182,2.1031,1,0.1000
Cordobilla de Lácara,41,967,483.5,30.96,14.01,24.53,12.2674,2.5992,13.5993,2.1094,12.2674,2.5992,0,12.2674,2.5992,0,11.1798,2.1094,1,0.1000
Santibáñez el Bajo,22,829,414.5,30.57,14.86,24.71,12.3547,2.6128,14.0994,2.1202,12.3547,2.6128,0,12.3547,2.6128,0,11.1335,2.1202,1,0.1000
Cerezo,22,190,95.0,30.46,14.86,24.67,12.3347,2.6095,24.2257,2.1176,12.3347,2.6095,0,12.3347,2.6095,0,11.1175,2.1176,1,0.1000
Santa Marta de Magasca,19,309,154.5,30.45,15.66,24.95,12.4746,2.6332,19.2703,2.1365,12.4746,2.6332,0,12.4746,2.6332,0,11.3119,2.1365,1,0.1000
Hervás,22,4126,2063.0,30.22,14.86,24.59,12.2947,2.6023,11.6417,2.1118,11.6417,2.1118,1,11.6417,2.1118,1,11.0855,2.1118,1,0.1000
Valle de la Serena,6,1425,712.5,30.62,9.98,22.76,11.3811,2.4679,12.0593,2.0043,11.3811,2.4679,0,11.3811,2.4679,0,10.4222,2.0043,1,0.1000
Salorino,39,689,344.5,30.21,16.47,24.95,12.4731,2.6505,14.8069,2.1504,12.4731,2.6505,0,12.4731,2.6505,0,11.3210,2.1504,1,0.1000
Plasenzuela,41,538,269.0,29.17,14.01,23.91,11.9574,2.5455,15.4128,2.0664,11.9574,2.5455,0,11.9574,2.5455,0,10.9318,2.0664,1,0.1000
Capilla,7,187,93.5,21.43,5.46,20.85,10.4264,2.0568,22.9101,1.6755,10.4264,2.0568,0,10.4264,2.0568,0,9.8878,1.6755,1,0.1000
Guadalupe,45,2096,1048.0,29.25,26.24,28.11,14.0561,2.9146,13.6377,2.3616,13.6377,2.3616,1,13.6377,2.3616,1,12.5952,2.3616,1,0.1000
Peraleda de San Román,27,294,147.0,29.94,9.83,22.33,11.1652,2.4431,18.6356,1.9845,11.1652,2.4431,0,11.1652,2.4431,0,10.1952,1.9845,1,0.1000
Guareña,3,7312,3656.0,37.30,15.82,24.43,12.2139,2.8437,11.3131,2.3049,11.3131,2.3049,1,11.3131,2.3049,1,10.9976,2.3049,1,0.1000
Higuera de Vargas,13,2154,1077.0,34.60,22.19,26.47,13.2337,2.9538,12.9476,2.3930,12.9476,2.3930,1,12.9476,2.3930,1,11.8543,2.3930,1,0.1000
Monesterio,10,4378,2189.0,34.14,26.70,27.96,13.9778,3.0753,12.9533,2.4902,12.9533,2.4902,1,12.9533,2.4902,1,12.4513,2.4902,1,0.1000
Jaraicejo,27,590,295.0,29.06,9.83,22.02,11.0102,2.4167,14.2455,1.9634,11.0102,2.4167,0,11.0102,2.4167,0,10.0712,1.9634,1,0.1000
Cabrero,22,369,184.5,27.80,14.86,23.74,11.8697,2.5297,17.4708,2.0537,11.8697,2.5297,0,11.8697,2.5297,0,10.7455,2.0537,1,0.1000
Acebo,31,685,342.5,27.68,30.51,29.18,14.5887,2.9956,16.5206,2.4265,14.5887,2.9956,0,14.5887,2.9956,0,13.0401,2.4265,1,0.1000
Torno. El,22,988,494.0,27.64,14.86,23.69,11.8447,2.5249,13.2061,2.0499,11.8447,2.5249,0,11.8447,2.5249,0,10.7255,2.0499,1,0.1000
Jerez de los Caballeros,5,10237,5118.5,32.11,32.00,29.53,14.7651,3.1733,13.2563,2.5686,13.2563,2.5686,1,13.2563,2.5686,1,13.0913,2.5686,1,0.1000
Calzadilla de los Barros,5,863,431.5,32.05,32.00,29.51,14.7551,3.1715,15.9009,2.5672,14.7551,3.1715,0,14.7551,3.1715,0,13.0833,2.5672,1,0.1000
Ahigal,22,1457,728.5,26.84,14.86,23.40,11.6997,2.5009,12.2756,2.0307,11.6997,2.5009,0,11.6997,2.5009,0,10.6095,2.0307,1,0.1000
Cabezabellosa,22,418,209.0,26.70,14.86,23.35,11.6747,2.4967,16.5206,2.0273,11.6747,2.4967,0,11.6747,2.4967,0,10.5895,2.0273,1,0.1000
Torrejoncillo,29,3338,1669.0,36.50,9.76,21.50,10.7486,2.6379,10.5478,2.1403,10.5478,2.1403,1,10.5478,2.1403,1,9.8432,2.1403,1,0.1000
Puebla de Obando,18,1988,994.0,43.67,12.70,22.53,11.2631,2.9412,11.4680,2.3830,11.2631,2.9412,0,11.2631,2.9412,0,10.2256,2.3830,1,0.1000
Santiago de Alcántara,39,685,342.5,27.01,16.47,23.83,11.9131,2.5545,14.3801,2.0736,11.9131,2.5545,0,11.9131,2.5545,0,10.8730,2.0736,1,0.1000
Mesas de Ibor,27,173,86.5,27.39,9.83,21.44,10.7202,2.3666,24.2271,1.9233,10.7202,2.3666,0,10.7202,2.3666,0,9.8392,1.9233,1,0.1000
Rosalejo,27,1284,642.0,27.31,9.83,21.41,10.7052,2.3642,11.7112,1.9214,10.7052,2.3642,0,10.7052,2.3642,0,9.8272,1.9214,1,0.1000
Cristina,3,562,281.0,34.61,15.82,23.48,11.7389,2.7630,15.0395,2.2404,11.7389,2.7630,0,11.7389,2.7630,0,10.6176,2.2404,1,0.1000
Hoyos,31,976,488.0,25.78,30.51,28.51,14.2537,2.9386,15.1644,2.3809,14.2537,2.9386,0,14.2537,2.9386,0,12.7721,2.3809,1,0.1000
Barrado,22,477,238.5,25.69,14.86,23.00,11.4997,2.4664,15.6408,2.0031,11.4997,2.4664,0,11.4997,2.4664,0,10.4495,2.0031,1,0.1000
Peñalsordo,7,1210,605.0,18.08,5.46,19.68,9.8414,1.9563,11.1392,1.5951,9.8414,1.9563,0,9.8414,1.9563,0,9.4198,1.5951,1,0.1000
Guijo de Granadilla,22,625,312.5,25.57,14.86,22.96,11.4797,2.4628,14.3838,2.0002,11.4797,2.4628,0,11.4797,2.4628,0,10.4335,2.0002,1,0.1000
Perales del Puerto,31,970,485.0,25.45,30.51,28.40,14.1987,2.9287,15.1363,2.3730,14.1987,2.9287,0,14.1987,2.9287,0,12.7281,2.3730,1,0.1000
Barcarrota,13,3698,1849.0,31.78,22.19,25.48,12.7387,2.8692,12.0670,2.3253,12.0670,2.3253,1,12.0670,2.3253,1,11.4583,2.3253,1,0.1000
Acedera,3,821,410.5,33.91,15.82,23.24,11.6189,2.7420,13.5402,2.2236,11.6189,2.7420,0,11.6189,2.7420,0,10.5216,2.2236,1,0.1000
Membrío,39,851,425.5,25.66,16.47,23.36,11.6781,2.5140,13.4802,2.0412,11.6781,2.5140,0,11.6781,2.5140,0,10.6850,2.0412,1,0.1000
Torrequemada,41,604,302.0,25.04,14.01,22.46,11.2324,2.4216,14.3250,1.9673,11.2324,2.4216,0,11.2324,2.4216,0,10.3518,1.9673,1,0.1000
Mérida,14,56395,28197.5,38.41,30.94,28.30,14.1501,3.3306,12.5644,2.6945,12.5644,2.6945,1,12.5644,2.6945,1,12.5476,2.6945,1,0.1000
Casar de Palomero,21,1378,689.0,22.90,21.42,24.89,12.4443,2.5797,12.9697,2.0938,12.4443,2.5797,0,12.4443,2.5797,0,11.4376,2.0938,1,0.1000
Alburquerque,18,5704,2852.0,41.64,12.70,21.82,10.9081,2.8803,10.3647,2.3342,10.3647,2.3342,1,10.3647,2.3342,1,9.9416,2.3342,1,0.1000
Piornal,22,1537,768.5,24.37,14.86,22.54,11.2697,2.4268,11.8423,1.9714,11.2697,2.4268,0,11.2697,2.4268,0,10.2655,1.9714,1,0.1000
Gordo. El,27,338,169.0,25.48,9.83,20.77,10.3852,2.3093,16.9046,1.8774,10.3852,2.3093,0,10.3852,2.3093,0,9.5712,1.8774,1,0.1000
Cheles,13,1287,643.5,30.65,22.19,25.09,12.5437,2.8353,13.1775,2.2982,12.5437,2.8353,0,12.5437,2.8353,0,11.3023,2.2982,1,0.1000
Entrín Bajo,4,602,301.0,29.75,21.80,24.87,12.4355,2.7966,15.3012,2.2673,12.4355,2.7966,0,12.4355,2.7966,0,11.2213,2.2673,1,0.1000
Usagre,1,1956,978.0,24.92,15.43,22.62,11.3101,2.4605,11.5262,1.9984,11.3101,2.4605,0,11.3101,2.4605,0,10.3276,1.9984,1,0.1000
Esparragosa de Lares,11,1021,510.5,25.66,33.44,28.88,14.4421,3.0230,15.2023,2.4484,14.4421,3.0230,0,14.4421,3.0230,0,12.8710,2.4484,1,0.1000
Ladrillar,21,228,114.0,22.26,21.42,24.67,12.3343,2.5605,22.0324,2.0784,12.3343,2.5605,0,12.3343,2.5605,0,11.3496,2.0784,1,0.1000
Santa Ana,41,299,149.5,23.85,14.01,22.05,11.0274,2.3859,18.3831,1.9387,11.0274,2.3859,0,11.0274,2.3859,0,10.1878,1.9387,1,0.1000
Miajadas,36,10338,5169.0,2.78,5.80,19.09,9.5452,1.5074,9.0780,1.2359,9.0780,1.2359,1,9.0780,1.2359,1,9.0001,1.2359,1,0.1000
Cabeza la Vaca,8,1479,739.5,23.30,12.07,21.22,10.6124,2.3111,11.3803,1.8789,10.6124,2.3111,0,10.6124,2.3111,0,9.8734,1.8789,1,0.1000
Robledillo de Trujillo,41,420,210.0,23.42,14.01,21.90,10.9524,2.3730,15.9143,1.9284,10.9524,2.3730,0,10.9524,2.3730,0,10.1278,1.9284,1,0.1000
Puebla de la Reina,1,860,430.0,24.04,15.43,22.31,11.1551,2.4341,13.0311,1.9773,11.1551,2.4341,0,11.1551,2.4341,0,10.2036,1.9773,1,0.1000
Don Álvaro,14,743,371.5,36.79,30.94,27.74,13.8701,3.2820,15.6608,2.6556,13.8701,3.2820,0,13.8701,3.2820,0,12.3236,2.6556,1,0.1000
Villanueva de la Vera,22,2108,1054.0,22.74,14.86,21.97,10.9847,2.3779,11.1737,1.9323,10.9847,2.3779,0,10.9847,2.3779,0,10.0375,1.9323,1,0.1000
Orellana de la Sierra,3,311,155.5,31.07,15.82,22.24,11.1189,2.6568,18.1337,2.1554,11.1189,2.6568,0,11.1189,2.6568,0,10.1216,2.1554,1,0.1000
Escurial,36,851,425.5,1.69,5.80,18.71,9.3552,1.4747,11.6219,1.2098,9.3552,1.4747,0,9.3552,1.4747,0,8.8481,1.2098,1,0.1000
Casas de Don Antonio,41,213,106.5,22.44,14.01,21.56,10.7824,2.3436,21.5630,1.9049,10.7824,2.3436,0,10.7824,2.3436,0,9.9918,1.9049,1,0.1000
Nava de Santiago. La,14,1089,544.5,36.04,30.94,27.47,13.7351,3.2595,14.4838,2.6376,13.7351,3.2595,0,13.7351,3.2595,0,12.2156,2.6376,1,0.1000
Montemolín,10,1534,767.0,28.42,26.70,25.96,12.9778,2.9037,13.2120,2.3529,12.9778,2.9037,0,12.9778,2.9037,0,11.6513,2.3529,1,0.1000
Llera,1,947,473.5,23.14,15.43,22.00,11.0001,2.4071,12.6400,1.9557,11.0001,2.4071,0,11.0001,2.4071,0,10.0796,1.9557,1,0.1000
Valverde de Llerena,10,714,357.0,28.31,26.70,25.92,12.9578,2.9004,15.0677,2.3503,12.9578,2.9004,0,12.9578,2.9004,0,11.6353,2.3503,1,0.1000
Berlanga,10,2484,1242.0,28.29,26.70,25.91,12.9528,2.8998,12.5687,2.3498,12.5687,2.3498,1,12.5687,2.3498,1,11.6313,2.3498,1,0.1000
Monterrubio de la Serena,16,2710,1355.0,6.05,23.94,24.90,12.4492,2.1496,12.0819,1.7497,12.0819,1.7497,1,12.0819,1.7497,1,11.5983,1.7497,1,0.1000
Pinofranqueado,21,1687,843.5,20.36,21.42,24.01,12.0043,2.5035,12.2854,2.0328,12.0043,2.5035,0,12.0043,2.5035,0,11.0856,2.0328,1,0.1000
Zorita,45,1673,836.5,22.32,26.24,25.68,12.8411,2.7067,12.9672,2.1953,12.8411,2.7067,0,12.8411,2.7067,0,11.6232,2.1953,1,0.1000
Torre de Miguel Sesmero,13,1257,628.5,28.34,22.19,24.28,12.1387,2.7660,12.8998,2.2428,12.1387,2.7660,0,12.1387,2.7660,0,10.9783,2.2428,1,0.1000
Villagonzalo,14,1348,674.0,35.57,30.94,27.31,13.6551,3.2454,13.9787,2.6263,13.6551,3.2454,0,13.6551,3.2454,0,12.1516,2.6263,1,0.1000
Santa Cruz de Paniagua,25,315,157.5,22.38,8.52,19.45,9.7254,2.1769,16.9168,1.7715,9.7254,2.1769,0,9.7254,2.1769,0,9.2060,1.7715,1,0.1000
