municipio,planta_id,poblacion,produccion_t,d_km,d_obra_km,C_loopA_euro_t,LC0_euro_hab,CE0_kg_hab,LC_S1_euro_hab,CE_S1_kg_hab,LC_S2_euro_hab,CE_S2_kg_hab,onsite_S2,LC_S2cap_euro_hab,CE_S2cap_kg_hab,onsite_S2cap,LC_S3_euro_hab,CE_S3_kg_hab,onsite_S3,credito_EF5_kg_hab
Alcollarín,36,266,133.0,16.99,5.80,24.07,12.0352,1.9337,19.0196,1.2202,12.0352,1.9337,0,12.0352,1.9337,0,9.7851,1.2202,1,0.2000
Manchita,3,764,382.0,45.83,15.82,27.41,13.7039,3.0996,13.8946,1.9197,13.7039,3.0996,0,13.7039,3.0996,0,10.6488,1.9197,1,0.2000
Cilleros,31,1868,934.0,36.74,30.51,32.35,16.1737,3.2674,13.4426,2.0204,13.4426,2.0204,1,13.4426,2.0204,1,12.2734,2.0204,1,0.2000
Campillo de Llerena,10,1518,759.0,42.74,26.70,30.97,15.4828,3.3333,13.3366,2.0600,13.3366,2.0600,1,13.3366,2.0600,1,11.7587,2.0600,1,0.2000
Valle de Santa Ana,9,1192,596.0,49.43,18.53,28.01,14.0036,3.2889,12.8995,2.0334,12.8995,2.0334,1,12.8995,2.0334,1,10.8318,2.0334,1,0.2000
Abertura,36,454,227.0,15.50,5.80,23.55,11.7752,1.8890,14.9717,1.1934,11.7752,1.8890,0,11.7752,1.8890,0,9.6291,1.1934,1,0.2000
Villagarcía de la Torre,1,986,493.0,37.15,15.43,26.90,13.4501,2.8274,13.0056,1.7564,13.0056,1.7564,1,13.0056,1.7564,1,10.5496,1.7564,1,0.2000
Villanueva del Fresno,13,3678,1839.0,42.26,22.19,29.15,14.5737,3.1836,11.8239,1.9701,11.8239,1.9701,1,11.8239,1.9701,1,11.2116,1.9701,1,0.2000
Zarza la Mayor,24,1409,704.5,9.35,9.40,24.60,12.3003,1.8126,11.5545,1.1475,11.5545,1.1475,1,11.5545,1.1475,1,10.3331,1.1475,1,0.2000
Villamesías,36,311,155.5,14.91,5.80,23.34,11.6702,1.8713,17.4407,1.1828,11.6702,1.8713,0,11.6702,1.8713,0,9.5661,1.1828,1,0.2000
Valle de Matamoros,5,423,211.5,40.60,32.00,32.50,16.2501,3.4280,18.0602,2.1168,16.2501,3.4280,0,16.2501,3.4280,0,12.2293,2.1168,1,0.2000
Aldeacentenera,19,774,387.0,35.41,15.66,26.68,13.3396,2.7820,13.6338,1.7292,13.3396,2.7820,0,13.3396,2.7820,0,10.5360,1.7292,1,0.2000
Retamal de Llerena,6,501,250.5,35.94,9.98,24.62,12.3111,2.6275,14.7767,1.6365,12.3111,2.6275,0,12.3111,2.6275,0,9.9040,1.6365,1,0.2000
Campo Lugar,36,1030,515.0,14.29,5.80,23.12,11.5602,1.8527,11.7633,1.1716,11.5602,1.8527,0,11.5602,1.8527,0,9.5001,1.1716,1,0.2000
Valdecañas de Tajo,27,119,59.5,36.13,9.83,24.49,12.2452,2.6288,30.7555,1.6373,12.2452,2.6288,0,12.2452,2.6288,0,9.8101,1.6373,1,0.2000
Codosera. La,39,2322,1161.0,35.39,16.47,26.77,13.3831,2.8059,11.5065,1.7436,11.5065,1.7436,1,11.5065,1.7436,1,10.5724,1.7436,1,0.2000
Almoharín,36,1997,998.5,13.70,5.80,22.91,11.4552,1.8350,10.5250,1.1610,10.5250,1.1610,1,10.5250,1.1610,1,9.4371,1.1610,1,0.2000
Garciaz,19,851,425.5,34.37,15.66,26.32,13.1596,2.7508,13.2335,1.7105,13.1596,2.7508,0,13.1596,2.7508,0,10.4280,1.7105,1,0.2000
Casta¤ar de Ibor,42,1225,612.5,1.97,16.65,26.58,13.2890,1.8086,12.4142,1.1452,12.4142,1.1452,1,12.4142,1.1452,1,10.9895,1.1452,1,0.2000
Serradilla,33,1766,883.0,2.55,14.27,25.73,12.8628,1.7547,11.5333,1.1128,11.5333,1.1128,1,11.5333,1.1128,1,10.7268,1.1128,1,0.2000
Salvaleón,13,2049,1024.5,39.70,22.19,28.26,14.1287,3.1068,12.0973,1.9241,12.0973,1.9241,1,12.0973,1.9241,1,10.9446,1.9241,1,0.2000
Navalvillar de Pela,45,4787,2393.5,33.53,26.24,29.60,14.8011,3.0430,11.8029,1.8858,11.8029,1.8858,1,11.8029,1.8858,1,11.4310,1.8858,1,0.2000
Garvín,27,105,52.5,34.28,9.83,23.85,11.9252,2.5733,33.3647,1.6040,11.9252,2.5733,0,11.9252,2.5733,0,9.6181,1.6040,1,0.2000
Navezuelas,45,698,349.0,33.34,26.24,29.54,14.7711,3.0373,14.8443,1.8824,14.7711,3.0373,0,14.7711,3.0373,0,11.4130,1.8824,1,0.2000
Calera de León,8,1060,530.0,32.80,12.07,24.54,12.2724,2.5961,12.1220,1.6177,12.1220,1.6177,1,12.1220,1.6177,1,9.9469,1.6177,1,0.2000
Azuaga,10,8301,4150.5,39.02,26.70,29.67,14.8328,3.2217,11.6009,1.9930,11.6009,1.9930,1,11.6009,1.9930,1,11.3687,1.9930,1,0.2000
Madrigal de la Vera,22,1819,909.5,32.22,14.86,25.29,12.6447,2.6623,11.3612,1.6574,11.3612,1.6574,1,11.3612,1.6574,1,10.0366,1.6574,1,0.2000
Bienvenida,1,2326,1163.0,33.06,15.43,25.47,12.7351,2.7047,11.1159,1.6828,11.1159,1.6828,1,11.1159,1.6828,1,10.1206,1.6828,1,0.2000
Carbajo,39,227,113.5,32.50,16.47,25.76,12.8781,2.7192,21.1401,1.6915,12.8781,2.7192,0,12.8781,2.7192,0,10.2694,1.6915,1,0.2000
Fuenlabrada de los Montes,11,1955,977.5,33.62,33.44,31.67,15.8371,3.2618,13.1810,2.0171,13.1810,2.0171,1,13.1810,2.0171,1,12.0196,2.0171,1,0.2000
Casas de Don Pedro,11,1632,816.0,33.49,33.44,31.62,15.8121,3.2579,13.4191,2.0148,13.4191,2.0148,1,13.4191,2.0148,1,12.0046,2.0148,1,0.2000
Berrocalejo,27,105,52.5,32.89,9.83,23.36,11.6802,2.5316,33.2177,1.5790,11.6802,2.5316,0,11.6802,2.5316,0,9.4711,1.5790,1,0.2000
Mohedas de Granadilla,21,976,488.0,30.01,21.42,27.38,13.6893,2.7930,13.1751,1.7358,13.1751,1.7358,1,13.1751,1.7358,1,10.8957,1.7358,1,0.2000
Oliva de Mérida,1,1875,937.5,32.40,15.43,25.24,12.6201,2.6849,11.3054,1.6709,11.3054,1.6709,1,11.3054,1.6709,1,10.0516,1.6709,1,0.2000
Palomero,25,452,226.0,31.92,8.52,22.79,11.3954,2.4631,14.7682,1.5379,11.3954,2.4631,0,11.3954,2.4631,0,9.4629,1.5379,1,0.2000
Marchagaz,21,248,124.0,29.70,21.42,27.28,13.6393,2.7837,20.6642,1.7302,13.6393,2.7837,0,13.6393,2.7837,0,10.8657,1.7302,1,0.2000
Ceclavín,24,2054,1027.0,4.89,9.40,23.04,11.5203,1.6788,10.5293,1.0673,10.5293,1.0673,1,10.5293,1.0673,1,9.8651,1.0673,1,0.2000
Botija,41,199,99.5,31.10,14.01,24.58,12.2924,2.6034,22.3383,1.6220,12.2924,2.6034,0,12.2924,2.6034,0,9.9413,1.6220,1,0.2000
Garrovillas de Alconétar,44,2280,1140.0,27.80,16.91,25.55,12.7745,2.5913,11.1612,1.6148,11.1612,1.6148,1,11.1612,1.6148,1,10.3633,1.6148,1,0.2000
Cordobilla de Lácara,41,967,483.5,30.96,14.01,24.53,12.2674,2.5992,12.3458,1.6195,12.2674,2.5992,0,12.2674,2.5992,0,9.9263,1.6195,1,0.2000
Santibáñez el Bajo,22,829,414.5,30.57,14.86,24.71,12.3547,2.6128,12.8285,1.6277,12.3547,2.6128,0,12.3547,2.6128,0,9.8626,1.6277,1,0.2000
Cerezo,22,190,95.0,30.46,14.86,24.67,12.3347,2.6095,22.9587,1.6257,12.3347,2.6095,0,12.3347,2.6095,0,9.8506,1.6257,1,0.2000
Santa Marta de Magasca,19,309,154.5,30.45,15.66,24.95,12.4746,2.6332,17.9754,1.6399,12.4746,2.6332,0,12.4746,2.6332,0,10.0170,1.6399,1,0.2000
Hervás,22,4126,2063.0,30.22,14.86,24.59,12.2947,2.6023,10.3827,1.6214,10.3827,1.6214,1,10.3827,1.6214,1,9.8266,1.6214,1,0.2000
Valle de la Serena,6,1425,712.5,30.62,9.98,22.76,11.3811,2.4679,10.9831,1.5408,10.9831,1.5408,1,10.9831,1.5408,1,9.3460,1.5408,1,0.2000
Salorino,39,689,344.5,30.21,16.47,24.95,12.4731,2.6505,13.5123,1.6503,12.4731,2.6505,0,12.4731,2.6505,0,10.0264,1.6503,1,0.2000
Plasenzuela,41,538,269.0,29.17,14.01,23.91,11.9574,2.5455,14.2213,1.5873,11.9574,2.5455,0,11.9574,2.5455,0,9.7403,1.5873,1,0.2000
Capilla,7,187,93.5,21.43,5.46,20.85,10.4264,2.0568,22.0248,1.2941,10.4264,2.0568,0,10.4264,2.0568,0,9.0025,1.2941,1,0.2000
Guadalupe,45,2096,1048.0,29.25,26.24,28.11,14.0561,2.9146,12.0264,1.8087,12.0264,1.8087,1,12.0264,1.8087,1,10.9840,1.8087,1,0.2000
Peraleda de San Román,27,294,147.0,29.94,9.83,22.33,11.1652,2.4431,17.6025,1.5259,11.1652,2.4431,0,11.1652,2.4431,0,9.1621,1.5259,1,0.2000
Guareña,3,7312,3656.0,37.30,15.82,24.43,12.2139,2.8437,10.0703,1.7662,10.0703,1.7662,1,10.0703,1.7662,1,9.7548,1.7662,1,0.2000
Higuera de Vargas,13,2154,1077.0,34.60,22.19,26.47,13.2337,2.9538,11.5008,1.8323,11.5008,1.8323,1,11.5008,1.8323,1,10.4076,1.8323,1,0.2000
Monesterio,10,4378,2189.0,34.14,26.70,27.96,13.9778,3.0753,11.3577,1.9052,11.3577,1.9052,1,11.3577,1.9052,1,10.8557,1.9052,1,0.2000
Jaraicejo,27,590,295.0,29.06,9.83,22.02,11.0102,2.4167,13.2434,1.5100,11.0102,2.4167,0,11.0102,2.4167,0,9.0691,1.5100,1,0.2000
Cabrero,22,369,184.5,27.80,14.86,23.74,11.8697,2.5297,16.2969,1.5778,11.8697,2.5297,0,11.8697,2.5297,0,9.5716,1.5778,1,0.2000
Acebo,31,685,342.5,27.68,30.51,29.18,14.5887,2.9956,14.8029,1.8574,14.5887,2.9956,0,14.5887,2.9956,0,11.3224,1.8574,1,0.2000
Torno. El,22,988,494.0,27.64,14.86,23.69,11.8447,2.5249,12.0372,1.5749,11.8447,2.5249,0,11.8447,2.5249,0,9.5566,1.5749,1,0.2000
Jerez de los Caballeros,5,10237,5118.5,32.11,32.00,29.53,14.7651,3.1733,11.5033,1.9640,11.5033,1.9640,1,11.5033,1.9640,1,11.3383,1.9640,1,0.2000
Calzadilla de los Barros,5,863,431.5,32.05,32.00,29.51,14.7551,3.1715,14.1499,1.9629,14.1499,1.9629,1,14.1499,1.9629,1,11.3323,1.9629,1,0.2000
Ahigal,22,1457,728.5,26.84,14.86,23.40,11.6997,2.5009,11.1357,1.5605,11.1357,1.5605,1,11.1357,1.5605,1,9.4696,1.5605,1,0.2000
Cabezabellosa,22,418,209.0,26.70,14.86,23.35,11.6747,2.4967,15.3857,1.5580,11.6747,2.4967,0,11.6747,2.4967,0,9.4546,1.5580,1,0.2000
Torrejoncillo,29,3338,1669.0,36.50,9.76,21.50,10.7486,2.6379,9.5981,1.6427,9.5981,1.6427,1,9.5981,1.6427,1,8.8935,1.6427,1,0.2000
Puebla de Obando,18,1988,994.0,43.67,12.70,22.53,11.2631,2.9412,10.4154,1.8247,10.4154,1.8247,1,10.4154,1.8247,1,9.1730,1.8247,1,0.2000
Santiago de Alcántara,39,685,342.5,27.01,16.47,23.83,11.9131,2.5545,13.1975,1.5927,11.9131,2.5545,0,11.9131,2.5545,0,9.6904,1.5927,1,0.2000
Mesas de Ibor,27,173,86.5,27.39,9.83,21.44,10.7202,2.3666,23.2830,1.4800,10.7202,2.3666,0,10.7202,2.3666,0,8.8951,1.4800,1,0.2000
Rosalejo,27,1284,642.0,27.31,9.83,21.41,10.7052,2.3642,10.7702,1.4785,10.7052,2.3642,0,10.7052,2.3642,0,8.8861,1.4785,1,0.2000
Cristina,3,562,281.0,34.61,15.82,23.48,11.7389,2.7630,13.8918,1.7178,11.7389,2.7630,0,11.7389,2.7630,0,9.4698,1.7178,1,0.2000
Hoyos,31,976,488.0,25.78,30.51,28.51,14.2537,2.9386,13.5137,1.8232,13.5137,1.8232,1,13.5137,1.8232,1,11.1214,1.8232,1,0.2000
Barrado,22,477,238.5,25.69,14.86,23.00,11.4997,2.4664,14.5409,1.5398,11.4997,2.4664,0,11.4997,2.4664,0,9.3496,1.5398,1,0.2000
Peñalsordo,7,1210,605.0,18.08,5.46,19.68,9.8414,1.9563,10.3709,1.2338,9.8414,1.9563,0,9.8414,1.9563,0,8.6515,1.2338,1,0.2000
Guijo de Granadilla,22,625,312.5,25.57,14.86,22.96,11.4797,2.4628,13.2878,1.5377,11.4797,2.4628,0,11.4797,2.4628,0,9.3376,1.5377,1,0.2000
Perales del Puerto,31,970,485.0,25.45,30.51,28.40,14.1987,2.9287,13.4965,1.8172,13.4965,1.8172,1,13.4965,1.8172,1,11.0884,1.8172,1,0.2000
Barcarrota,13,3698,1849.0,31.78,22.19,25.48,12.7387,2.8692,10.7193,1.7815,10.7193,1.7815,1,10.7193,1.7815,1,10.1106,1.7815,1,0.2000
Acedera,3,821,410.5,33.91,15.82,23.24,11.6189,2.7420,12.4164,1.7052,11.6189,2.7420,0,11.6189,2.7420,0,9.3978,1.7052,1,0.2000
Membrío,39,851,425.5,25.66,16.47,23.36,11.6781,2.5140,12.3446,1.5684,11.6781,2.5140,0,11.6781,2.5140,0,9.5494,1.5684,1,0.2000
Torrequemada,41,604,302.0,25.04,14.01,22.46,11.2324,2.4216,13.2785,1.5130,11.2324,2.4216,0,11.2324,2.4216,0,9.3053,1.5130,1,0.2000
Mérida,14,56395,28197.5,38.41,30.94,28.30,14.1501,3.3306,10.9344,2.0584,10.9344,2.0584,1,10.9344,2.0584,1,10.9175,2.0584,1,0.2000
Casar de Palomero,21,1378,689.0,22.90,21.42,24.89,12.4443,2.5797,11.6808,1.6078,11.6808,1.6078,1,11.6808,1.6078,1,10.1487,1.6078,1,0.2000
Alburquerque,18,5704,2852.0,41.64,12.70,21.82,10.9081,2.8803,9.3831,1.7882,9.3831,1.7882,1,9.3831,1.7882,1,8.9600,1.7882,1,0.2000
Piornal,22,1537,768.5,24.37,14.86,22.54,11.2697,2.4268,10.7884,1.5161,10.7884,1.5161,1,10.7884,1.5161,1,9.2116,1.5161,1,0.2000
Gordo. El,27,338,169.0,25.48,9.83,20.77,10.3852,2.3093,16.0276,1.4456,10.3852,2.3093,0,10.3852,2.3093,0,8.6941,1.4456,1,0.2000
Cheles,13,1287,643.5,30.65,22.19,25.09,12.5437,2.8353,11.8687,1.7612,11.8687,1.7612,1,11.8687,1.7612,1,9.9936,1.7612,1,0.2000
Entrín Bajo,4,602,301.0,29.75,21.80,24.87,12.4355,2.7966,14.0141,1.7379,12.4355,2.7966,0,12.4355,2.7966,0,9.9342,1.7379,1,0.2000
Usagre,1,1956,978.0,24.92,15.43,22.62,11.3101,2.4605,10.4642,1.5363,10.4642,1.5363,1,10.4642,1.5363,1,9.2656,1.5363,1,0.2000
Esparragosa de Lares,11,1021,510.5,25.66,33.44,28.88,14.4421,3.0230,13.5138,1.8738,13.5138,1.8738,1,13.5138,1.8738,1,11.1826,1.8738,1,0.2000
Ladrillar,21,228,114.0,22.26,21.42,24.67,12.3343,2.5605,20.7655,1.5963,12.3343,2.5605,0,12.3343,2.5605,0,10.0827,1.5963,1,0.2000
Santa Ana,41,299,149.5,23.85,14.01,22.05,11.0274,2.3859,17.3777,1.4915,11.0274,2.3859,0,11.0274,2.3859,0,9.1823,1.4915,1,0.2000
Miajadas,36,10338,5169.0,2.78,5.80,19.09,9.5452,1.5074,8.3689,0.9645,8.3689,0.9645,1,8.3689,0.9645,1,8.2911,0.9645,1,0.2000
Cabeza la Vaca,8,1479,739.5,23.30,12.07,21.22,10.6124,2.3111,10.4578,1.4467,10.4578,1.4467,1,10.4578,1.4467,1,8.9509,1.4467,1,0.2000
Robledillo de Trujillo,41,420,210.0,23.42,14.01,21.90,10.9524,2.3730,14.9238,1.4838,10.9524,2.3730,0,10.9524,2.3730,0,9.1373,1.4838,1,0.2000
Puebla de la Reina,1,860,430.0,24.04,15.43,22.31,11.1551,2.4341,12.0001,1.5204,11.1551,2.4341,0,11.1551,2.4341,0,9.1726,1.5204,1,0.2000
Don Álvaro,14,743,371.5,36.79,30.94,27.74,13.8701,3.2820,14.0868,2.0292,13.8701,3.2820,0,13.8701,3.2820,0,10.7495,2.0292,1,0.2000
Villanueva de la Vera,22,2108,1054.0,22.74,14.86,21.97,10.9847,2.3779,10.1768,1.4867,10.1768,1.4867,1,10.1768,1.4867,1,9.0406,1.4867,1,0.2000
Orellana de la Sierra,3,311,155.5,31.07,15.82,22.24,11.1189,2.6568,17.1099,1.6541,11.1189,2.6568,0,11.1189,2.6568,0,9.0978,1.6541,1,0.2000
Escurial,36,851,425.5,1.69,5.80,18.71,9.3552,1.4747,10.9508,0.9448,9.3552,1.4747,0,9.3552,1.4747,0,8.1771,0.9448,1,0.2000
Casas de Don Antonio,41,213,106.5,22.44,14.01,21.56,10.7824,2.3436,20.6065,1.4662,10.7824,2.3436,0,10.7824,2.3436,0,9.0353,1.4662,1,0.2000
Nava de Santiago. La,14,1089,544.5,36.04,30.94,27.47,13.7351,3.2595,12.9367,2.0157,12.9367,2.0157,1,12.9367,2.0157,1,10.6685,2.0157,1,0.2000
Montemolín,10,1534,767.0,28.42,26.70,25.96,12.9778,2.9037,11.8164,1.8022,11.8164,1.8022,1,11.8164,1.8022,1,10.2557,1.8022,1,0.2000
Llera,1,947,473.5,23.14,15.43,22.00,11.0001,2.4071,11.6400,1.5042,11.0001,2.4071,0,11.0001,2.4071,0,9.0796,1.5042,1,0.2000
Valverde de Llerena,10,714,357.0,28.31,26.70,25.92,12.9578,2.9004,13.6761,1.8002,12.9578,2.9004,0,12.9578,2.9004,0,10.2437,1.8002,1,0.2000
Berlanga,10,2484,1242.0,28.29,26.70,25.91,12.9528,2.8998,11.1781,1.7999,11.1781,1.7999,1,11.1781,1.7999,1,10.2407,1.7999,1,0.2000
Monterrubio de la Serena,16,2710,1355.0,6.05,23.94,24.90,12.4492,2.1496,10.7920,1.3498,10.7920,1.3498,1,10.7920,1.3498,1,10.3085,1.3498,1,0.2000
Pinofranqueado,21,1687,843.5,20.36,21.42,24.01,12.0043,2.5035,11.0845,1.5621,11.0845,1.5621,1,11.0845,1.5621,1,9.8847,1.5621,1,0.2000
Zorita,45,1673,836.5,22.32,26.24,25.68,12.8411,2.7067,11.5990,1.6840,11.5990,1.6840,1,11.5990,1.6840,1,10.2550,1.6840,1,0.2000
Torre de Miguel Sesmero,13,1257,628.5,28.34,22.19,24.28,12.1387,2.7660,11.6721,1.7196,11.6721,1.7196,1,11.6721,1.7196,1,9.7506,1.7196,1,0.2000
Villagonzalo,14,1348,674.0,35.57,30.94,27.31,13.6551,3.2454,12.4477,2.0072,12.4477,2.0072,1,12.4477,2.0072,1,10.6205,2.0072,1,0.2000
Santa Cruz de Paniagua,25,315,157.5,22.38,8.52,19.45,9.7254,2.1769,16.1717,1.3661,9.7254,2.1769,0,9.7254,2.1769,0,8.4609,1.3661,1,0.2000
