municipio,planta_id,poblacion,produccion_t,d_km,d_obra_km,C_loopA_euro_t,LC0_euro_hab,CE0_kg_hab,LC_S1_euro_hab,CE_S1_kg_hab,LC_S2_euro_hab,CE_S2_kg_hab,onsite_S2,LC_S2cap_euro_hab,CE_S2cap_kg_hab,onsite_S2cap,LC_S3_euro_hab,CE_S3_kg_hab,onsite_S3,credito_EF5_kg_hab
Fuente de Cantos,10,5039,2519.5,27.81,26.70,25.74,12.8678,2.8854,10.6168,1.7912,10.6168,1.7912,1,10.6168,1.7912,1,10.1897,1.7912,1,0.2000
Conquista de la Sierra,19,210,105.0,21.44,15.66,21.79,10.8946,2.3629,20.8415,1.4777,10.8946,2.3629,0,10.8946,2.3629,0,9.0690,1.4777,1,0.2000
Benquerencia,41,98,49.0,21.36,14.01,21.18,10.5924,2.3112,34.2657,1.4467,10.5924,2.3112,0,10.5924,2.3112,0,8.9213,1.4467,1,0.2000
Alcántara,44,1653,826.5,18.09,16.91,22.15,11.0745,2.3000,10.5571,1.4400,10.5571,1.4400,1,10.5571,1.4400,1,9.3433,1.4400,1,0.2000
Puebla de la Calzada,4,5903,2951.5,26.75,21.80,23.82,11.9105,2.7066,9.9698,1.6839,9.9698,1.6839,1,9.9698,1.6839,1,9.6192,1.6839,1,0.2000
Carmonita,41,581,290.5,20.97,14.01,21.04,10.5224,2.2995,13.0164,1.4397,10.5224,2.2995,0,10.5224,2.2995,0,8.8793,1.4397,1,0.2000
Higuera de la Serena,6,1043,521.5,21.66,9.98,19.62,9.8111,2.1991,10.6836,1.3795,9.8111,2.1991,0,9.8111,2.1991,0,8.4040,1.3795,1,0.2000
Cumbre. La,19,982,491.0,20.89,15.66,21.60,10.7996,2.3464,11.4256,1.4678,10.7996,2.3464,0,10.7996,2.3464,0,9.0120,1.4678,1,0.2000
Ruanes,41,68,34.0,20.72,14.01,20.95,10.4774,2.2920,45.4512,1.4352,10.4774,2.2920,0,10.4774,2.2920,0,8.8523,1.4352,1,0.2000
Corte de Peleas,4,1307,653.5,26.15,21.80,23.61,11.8055,2.6886,11.3961,1.6731,11.3961,1.6731,1,11.3961,1.6731,1,9.5562,1.6731,1,0.2000
Montijo,4,16236,8118.0,26.09,21.80,23.59,11.7955,2.6868,9.6313,1.6721,9.6313,1.6721,1,9.6313,1.6721,1,9.5502,1.6721,1,0.2000
Zarza-Capilla,7,403,201.5,12.88,5.46,17.86,8.9314,1.8003,13.9623,1.1402,8.9314,1.8003,0,8.9314,1.8003,0,8.1055,1.1402,1,0.2000
Torremocha,41,1038,519.0,20.32,14.01,20.81,10.4074,2.2800,11.0529,1.4280,10.4074,2.2800,0,10.4074,2.2800,0,8.8103,1.4280,1,0.2000
Torrecilla de los Ángeles,31,687,343.5,20.03,30.51,26.50,13.2487,2.7661,13.9882,1.7197,13.2487,2.7661,0,13.2487,2.7661,0,10.5184,1.7197,1,0.2000
Valdetorres,3,1331,665.5,28.46,15.82,21.33,10.6639,2.5785,10.6766,1.6071,10.6639,2.5785,0,10.6639,2.5785,0,8.8248,1.6071,1,0.2000
Maguilla,10,1084,542.0,26.08,26.70,25.14,12.5678,2.8335,12.2470,1.7601,12.2470,1.7601,1,12.2470,1.7601,1,10.0097,1.7601,1,0.2000
Mata de Alcántara,44,330,165.0,16.74,16.91,21.68,10.8395,2.2595,16.4795,1.4157,10.8395,2.2595,0,10.8395,2.2595,0,9.2023,1.4157,1,0.2000
Nogales,9,724,362.0,32.96,18.53,22.25,11.1236,2.7948,12.5272,1.7369,11.1236,2.7948,0,11.1236,2.7948,0,9.1038,1.7369,1,0.2000
Puebla de Alcocer,11,1272,636.0,21.42,33.44,27.40,13.7021,2.8958,12.5867,1.7975,12.5867,1.7975,1,12.5867,1.7975,1,10.7386,1.7975,1,0.2000
Valverde de la Vera,22,588,294.0,19.65,14.86,20.89,10.4447,2.2852,12.9185,1.4311,10.4447,2.2852,0,10.4447,2.2852,0,8.7166,1.4311,1,0.2000
Santa Marta,9,4322,2161.0,32.75,18.53,22.17,11.0836,2.7885,9.6286,1.7331,9.6286,1.7331,1,9.6286,1.7331,1,9.0798,1.7331,1,0.2000
Palomas,1,701,350.5,20.29,15.43,21.00,10.5001,2.3216,12.2664,1.4529,10.5001,2.3216,0,10.5001,2.3216,0,8.7796,1.4529,1,0.2000
Valdastillas,22,380,190.0,19.27,14.86,20.76,10.3797,2.2738,15.2068,1.4243,10.3797,2.2738,0,10.3797,2.2738,0,8.6776,1.4243,1,0.2000
Villar de Plasencia,22,229,114.5,19.26,14.86,20.75,10.3747,2.2735,19.5418,1.4241,10.3747,2.2735,0,10.3747,2.2735,0,8.6746,1.4241,1,0.2000
Almendral,13,1307,653.5,25.56,22.19,23.31,11.6537,2.6826,11.3050,1.6695,11.3050,1.6695,1,11.3050,1.6695,1,9.4596,1.6695,1,0.2000
Peraleda de la Mata,27,1453,726.5,20.26,9.83,18.94,9.4702,2.1527,9.8027,1.3516,9.4702,2.1527,0,9.4702,2.1527,0,8.1451,1.3516,1,0.2000
Garlitos,11,681,340.5,20.67,33.44,27.13,13.5671,2.8733,14.2113,1.7840,13.5671,2.8733,0,13.5671,2.8733,0,10.6576,1.7840,1,0.2000
Rebollar,22,237,118.5,18.79,14.86,20.59,10.2947,2.2594,19.1253,1.4156,10.2947,2.2594,0,10.2947,2.2594,0,8.6266,1.4156,1,0.2000
Bohonal de Ibor,27,535,267.5,19.95,9.83,18.83,9.4152,2.1434,12.7220,1.3460,9.4152,2.1434,0,9.4152,2.1434,0,8.1121,1.3460,1,0.2000
Arroyomolinos de la Vera,22,497,248.5,18.57,14.86,20.51,10.2547,2.2528,13.5830,1.4117,10.2547,2.2528,0,10.2547,2.2528,0,8.6026,1.4117,1,0.2000
Talaveruela de la Vera,22,365,182.5,18.52,14.86,20.49,10.2447,2.2513,15.3961,1.4108,10.2447,2.2513,0,10.2447,2.2513,0,8.5966,1.4108,1,0.2000
Zarza de Montánchez,41,619,309.5,18.56,14.01,20.20,10.1024,2.2272,12.5002,1.3963,10.1024,2.2272,0,10.1024,2.2272,0,8.6273,1.3963,1,0.2000
Torrecillas de la Tiesa,19,1179,589.5,18.49,15.66,20.76,10.3796,2.2744,10.7482,1.4246,10.3796,2.2744,0,10.3796,2.2744,0,8.7600,1.4246,1,0.2000
Puebla del Maestre,10,777,388.5,24.45,26.70,24.57,12.2828,2.7846,12.9872,1.7307,12.2828,2.7846,0,12.2828,2.7846,0,9.8387,1.7307,1,0.2000
Berzocana,45,528,264.0,18.53,26.24,24.36,12.1811,2.5930,14.4435,1.6158,12.1811,2.5930,0,12.1811,2.5930,0,9.8590,1.6158,1,0.2000
Villanueva de la Sierra,25,514,257.0,18.67,8.52,18.16,9.0804,2.0656,12.7120,1.2994,9.0804,2.0656,0,9.0804,2.0656,0,8.0739,1.2994,1,0.2000
Gata,31,1662,831.0,18.15,30.51,25.84,12.9187,2.7097,11.6554,1.6858,11.6554,1.6858,1,11.6554,1.6858,1,10.3204,1.6858,1,0.2000
Calzadilla,20,485,242.5,18.00,6.65,17.36,8.6785,1.9895,12.7618,1.2537,8.6785,1.9895,0,8.6785,1.9895,0,7.7143,1.2537,1,0.2000
Herguijuela,19,366,183.0,17.73,15.66,20.49,10.2446,2.2516,15.3774,1.4109,10.2446,2.2516,0,10.2446,2.2516,0,8.6790,1.4109,1,0.2000
Viandar de la Vera,22,266,133.0,17.64,14.86,20.18,10.0897,2.2249,17.8523,1.3949,10.0897,2.2249,0,10.0897,2.2249,0,8.5036,1.3949,1,0.2000
Valencia de las Torres,10,687,343.5,23.71,26.70,24.31,12.1528,2.7624,13.3307,1.7174,12.1528,2.7624,0,12.1528,2.7624,0,9.7607,1.7174,1,0.2000
Fuentes de León,8,2571,1285.5,17.39,12.07,19.14,9.5724,2.1338,9.1159,1.3403,9.1159,1.3403,1,9.1159,1.3403,1,8.3269,1.3403,1,0.2000
Roca de la Sierra. La,18,1526,763.0,34.59,12.70,19.35,9.6731,2.6688,9.8421,1.6613,9.6731,2.6688,0,9.6731,2.6688,0,8.2190,1.6613,1,0.2000
Navas del Madro¤o,44,1444,722.0,14.25,16.91,20.81,10.4045,2.1848,10.3740,1.3709,10.3740,1.3709,1,10.3740,1.3709,1,8.9413,1.3709,1,0.2000
Casas del Castañar,29,639,319.5,27.26,9.76,18.27,9.1336,2.3607,11.7925,1.4764,9.1336,2.3607,0,9.1336,2.3607,0,7.9245,1.4764,1,0.2000
Orellana la Vieja,3,3015,1507.5,25.73,15.82,20.38,10.1889,2.4966,9.3425,1.5579,9.3425,1.5579,1,9.3425,1.5579,1,8.5398,1.5579,1,0.2000
Casillas de Coria,20,470,235.0,17.45,6.65,17.17,8.5835,1.9730,12.8693,1.2438,8.5835,1.9730,0,8.5835,1.9730,0,7.6573,1.2438,1,0.2000
Aliseda,46,1982,991.0,32.41,12.67,19.27,9.6329,2.6025,9.4411,1.6215,9.4411,1.6215,1,9.4411,1.6215,1,8.2014,1.6215,1,0.2000
Valdemorales,41,230,115.0,17.21,14.01,19.72,9.8624,2.1867,19.1870,1.3720,9.8624,2.1867,0,9.8624,2.1867,0,8.4833,1.3720,1,0.2000
Caminomorisco,21,1258,629.0,15.53,21.42,22.32,11.1593,2.3586,11.0829,1.4752,11.0829,1.4752,1,11.0829,1.4752,1,9.3777,1.4752,1,0.2000
Tejeda de Tiétar,22,887,443.5,17.04,14.86,19.97,9.9847,2.2069,11.2093,1.3841,9.9847,2.2069,0,9.9847,2.2069,0,8.4406,1.3841,1,0.2000
Salvatierra de Santiago,41,302,151.0,16.92,14.01,19.62,9.8124,2.1780,16.5656,1.3668,9.8124,2.1780,0,9.8124,2.1780,0,8.4533,1.3668,1,0.2000
Albuera. La,4,1986,993.0,22.47,21.80,22.32,11.1605,2.5782,10.3551,1.6069,10.3551,1.6069,1,10.3551,1.6069,1,9.1692,1.6069,1,0.2000
Táliga,13,801,400.5,23.14,22.19,22.46,11.2287,2.6100,12.2583,1.6260,11.2287,2.6100,0,11.2287,2.6100,0,9.2046,1.6260,1,0.2000
Zarza. La,14,3563,1781.5,30.39,30.94,25.50,12.7501,3.0900,10.7517,1.9140,10.7517,1.9140,1,10.7517,1.9140,1,10.0775,1.9140,1,0.2000
Villasbuenas de Gata,31,456,228.0,16.53,30.51,25.28,12.6387,2.6611,15.4657,1.6567,12.6387,2.6611,0,12.6387,2.6611,0,10.1524,1.6567,1,0.2000
Puerto de Santa Cruz,19,393,196.5,16.29,15.66,19.99,9.9946,2.2084,14.7581,1.3850,9.9946,2.2084,0,9.9946,2.2084,0,8.5290,1.3850,1,0.2000
Alconchel,13,1951,975.5,22.27,22.19,22.16,11.0787,2.5839,10.3286,1.6103,10.3286,1.6103,1,10.3286,1.6103,1,9.1146,1.6103,1,0.2000
Holguera,29,758,379.0,25.91,9.76,17.80,8.8986,2.3202,11.0373,1.4521,8.8986,2.3202,0,8.8986,2.3202,0,7.7835,1.4521,1,0.2000
Aldea del Obispo. La,19,350,175.0,15.87,15.66,19.84,9.9196,2.1958,15.4946,1.3775,9.9196,2.1958,0,9.9196,2.1958,0,8.4840,1.3775,1,0.2000
Hornachos,1,3867,1933.5,16.65,15.43,19.73,9.8651,2.2124,8.9656,1.3874,8.9656,1.3874,1,8.9656,1.3874,1,8.3986,1.3874,1,0.2000
Zalamea de la Serena,6,3978,1989.0,16.48,9.98,17.81,8.9061,2.0437,8.3721,1.2862,8.3721,1.2862,1,8.3721,1.2862,1,7.8610,1.2862,1,0.2000
Madroñera,19,2916,1458.0,15.58,15.66,19.74,9.8696,2.1871,9.1791,1.3722,9.1791,1.3722,1,9.1791,1.3722,1,8.4540,1.3722,1,0.2000
Ibahernando,19,488,244.0,15.49,15.66,19.71,9.8546,2.1844,13.4357,1.3706,9.8546,2.1844,0,9.8546,2.1844,0,8.4450,1.3706,1,0.2000
Baterno,11,352,176.0,17.14,33.44,25.90,12.9521,2.7674,17.2735,1.7205,12.9521,2.7674,0,12.9521,2.7674,0,10.2886,1.7205,1,0.2000
Casares de las Hurdes,21,528,264.0,13.69,21.42,21.67,10.8343,2.3034,13.6355,1.4421,10.8343,2.3034,0,10.8343,2.3034,0,9.1827,1.4421,1,0.2000
Portezuelo,20,268,134.0,15.40,6.65,16.45,8.2235,1.9115,16.6625,1.2069,8.2235,1.9115,0,8.2235,1.9115,0,7.4413,1.2069,1,0.2000
Gargüera,29,132,66.0,25.14,9.76,17.53,8.7636,2.2971,26.5975,1.4383,8.7636,2.2971,0,8.7636,2.2971,0,7.7025,1.4383,1,0.2000
Santa Cruz de la Sierra,19,270,135.0,15.08,15.66,19.57,9.7846,2.1721,17.5300,1.3632,9.7846,2.1721,0,9.7846,2.1721,0,8.4030,1.3632,1,0.2000
Talarrubias,11,3630,1815.0,16.77,33.44,25.77,12.8871,2.7563,10.8210,1.7138,10.8210,1.7138,1,10.8210,1.7138,1,10.2496,1.7138,1,0.2000
Aldea del Cano,46,721,360.5,29.62,12.67,18.30,9.1479,2.5188,11.3562,1.5713,9.1479,2.5188,0,9.1479,2.5188,0,7.9104,1.5713,1,0.2000
San Vicente de Alcántara,39,5808,2904.0,14.85,16.47,19.58,9.7881,2.1897,8.7033,1.3738,8.7033,1.3738,1,8.7033,1.3738,1,8.4154,1.3738,1,0.2000
Valverde de Mérida,14,1159,579.5,27.91,30.94,24.63,12.3151,3.0156,11.9461,1.8694,11.9461,1.8694,1,11.9461,1.8694,1,9.8165,1.8694,1,0.2000
Torre de Don Miguel,31,568,284.0,14.21,30.51,24.46,12.2287,2.5915,14.1386,1.6149,12.2287,2.5915,0,12.2287,2.5915,0,9.9064,1.6149,1,0.2000
Ahillones,10,1052,526.0,20.34,26.70,23.13,11.5628,2.6613,11.7141,1.6568,11.5628,2.6613,0,11.5628,2.6613,0,9.4067,1.6568,1,0.2000
Hernán-Pérez,31,518,259.0,14.15,30.51,24.44,12.2187,2.5897,14.5575,1.6138,12.2187,2.5897,0,12.2187,2.5897,0,9.9004,1.6138,1,0.2000
Solana de los Barros,14,2826,1413.0,27.64,30.94,24.53,12.2651,3.0075,10.6437,1.8645,10.6437,1.8645,1,10.6437,1.8645,1,9.7865,1.8645,1,0.2000
Cachorrilla,20,93,46.5,14.18,6.65,16.02,8.0085,1.8749,34.0868,1.1849,8.0085,1.8749,0,8.0085,1.8749,0,7.3123,1.1849,1,0.2000
Higuera de Llerena,10,353,176.5,19.99,26.70,23.01,11.5028,2.6508,16.3838,1.6505,11.5028,2.6508,0,11.5028,2.6508,0,9.3707,1.6505,1,0.2000
Jarilla,22,154,77.0,13.81,14.86,18.84,9.4197,2.1100,24.2856,1.3260,9.4197,2.1100,0,9.4197,2.1100,0,8.1016,1.3260,1,0.2000
Salvatierra de los Barros,9,1788,894.0,26.76,18.53,20.08,10.0386,2.6088,9.8214,1.6253,9.8214,1.6253,1,9.8214,1.6253,1,8.4528,1.6253,1,0.2000
Tamurejo,11,259,129.5,15.37,33.44,25.28,12.6421,2.7143,19.6378,1.6886,12.6421,2.7143,0,12.6421,2.7143,0,10.1026,1.6886,1,0.2000
Garganta la Olla,22,1062,531.0,13.37,14.86,18.69,9.3447,2.0968,10.3609,1.3181,9.3447,2.0968,0,9.3447,2.0968,0,8.0566,1.3181,1,0.2000
Garbayuela,11,547,273.5,15.11,33.44,25.19,12.5971,2.7065,14.5286,1.6839,12.5971,2.7065,0,12.5971,2.7065,0,10.0756,1.6839,1,0.2000
Guijo de Coria,25,231,115.5,13.85,8.52,16.47,8.2354,1.9210,18.1637,1.2126,8.2354,1.9210,0,8.2354,1.9210,0,7.5669,1.2126,1,0.2000
Pasarón de la Vera,22,677,338.5,13.18,14.86,18.62,9.3097,2.0911,11.6786,1.3146,9.3097,2.0911,0,9.3097,2.0911,0,8.0356,1.3146,1,0.2000
Lobón,4,2723,1361.5,18.80,21.80,21.04,10.5205,2.4681,9.6304,1.5408,9.6304,1.5408,1,9.6304,1.5408,1,8.7852,1.5408,1,0.2000
Casas de Miravete,27,145,72.5,14.21,9.83,16.82,8.4102,1.9712,24.6875,1.2427,8.4102,1.9712,0,8.4102,1.9712,0,7.5091,1.2427,1,0.2000
Tornavacas,22,1181,590.5,12.69,14.86,18.45,9.2247,2.0764,10.0517,1.3058,9.2247,2.0764,0,9.2247,2.0764,0,7.9846,1.3058,1,0.2000
Santa Amalia,3,4326,2163.0,21.17,15.82,18.78,9.3889,2.3598,8.6113,1.4759,8.6113,1.4759,1,8.6113,1.4759,1,8.0598,1.4759,1,0.2000
Valencia del Ventoso,5,2249,1124.5,17.51,32.00,24.42,12.2101,2.7353,10.8376,1.7012,10.8376,1.7012,1,10.8376,1.7012,1,9.8053,1.7012,1,0.2000
Serrejón,27,444,222.0,13.65,9.83,16.63,8.3152,1.9544,13.0198,1.2326,8.3152,1.9544,0,8.3152,1.9544,0,7.4521,1.2326,1,0.2000
Higuera,27,100,50.0,13.55,9.83,16.59,8.2952,1.9514,32.3771,1.2308,8.2952,1.9514,0,8.2952,1.9514,0,7.4401,1.2308,1,0.2000
Villa del Campo,25,555,277.5,12.90,8.52,16.14,8.0704,1.8925,11.7467,1.1955,8.0704,1.8925,0,8.0704,1.8925,0,7.4679,1.1955,1,0.2000
Zarza de Granadilla,22,1864,932.0,12.17,14.86,18.27,9.1347,2.0608,9.2220,1.2965,9.1347,2.0608,0,9.1347,2.0608,0,7.9306,1.2965,1,0.2000
Pescueza,20,157,78.5,12.31,6.65,15.37,7.6835,1.8188,22.9337,1.1513,7.6835,1.8188,0,7.6835,1.8188,0,7.1173,1.1513,1,0.2000
Villa del Rey,44,157,78.5,8.93,16.91,18.94,9.4695,2.0252,24.0053,1.2751,9.4695,2.0252,0,9.4695,2.0252,0,8.3803,1.2751,1,0.2000
Esparragosa de la Serena,6,1088,544.0,12.64,9.98,16.46,8.2311,1.9285,9.6365,1.2171,8.2311,1.9285,0,8.2311,1.9285,0,7.4560,1.2171,1,0.2000
Puebla de Sancho P‚rez,5,2899,1449.5,16.65,32.00,24.12,12.0601,2.7095,10.4984,1.6857,10.4984,1.6857,1,10.4984,1.6857,1,9.7153,1.6857,1,0.2000
Santibáñez el Alto,31,436,218.0,11.65,30.51,23.57,11.7837,2.5147,15.2042,1.5688,11.7837,2.5147,0,11.7837,2.5147,0,9.6394,1.5688,1,0.2000
Cañamero,45,1787,893.5,11.88,26.24,22.03,11.0161,2.3935,10.4087,1.4961,10.4087,1.4961,1,10.4087,1.4961,1,9.1600,1.4961,1,0.2000
Segura de León,8,2140,1070.0,11.36,12.07,17.04,8.5224,1.9529,8.6817,1.2318,8.5224,1.9529,0,8.5224,1.9529,0,7.6969,1.2318,1,0.2000
Riolobos,29,1257,628.5,21.35,9.76,16.20,8.0986,2.1834,9.2480,1.3700,8.0986,2.1834,0,8.0986,2.1834,0,7.3035,1.3700,1,0.2000
Cuacos de Yuste,22,915,457.5,11.32,14.86,17.97,8.9847,2.0353,10.5231,1.2812,8.9847,2.0353,0,8.9847,2.0353,0,7.8406,1.2812,1,0.2000
Alange,14,2005,1002.5,24.97,30.94,23.60,11.8001,2.9274,10.7269,1.8164,10.7269,1.8164,1,10.7269,1.8164,1,9.5075,1.8164,1,0.2000
Pozuelo de Zarzón,25,564,282.0,11.77,8.52,15.74,7.8704,1.8586,11.5549,1.1752,7.8704,1.8586,0,7.8704,1.8586,0,7.3479,1.1752,1,0.2000
Villar de Rena,3,1457,728.5,19.68,15.82,18.26,9.1289,2.3151,9.5932,1.4490,9.1289,2.3151,0,9.1289,2.3151,0,7.9038,1.4490,1,0.2000
Malpartida de la Serena,6,662,331.0,11.89,9.98,16.20,8.1011,1.9060,11.0371,1.2036,8.1011,1.9060,0,8.1011,1.9060,0,7.3780,1.2036,1,0.2000
Valdefuentes,41,1415,707.5,11.13,14.01,17.60,8.8024,2.0043,9.4482,1.2626,8.8024,2.0043,0,8.8024,2.0043,0,7.8473,1.2626,1,0.2000
Trujillo,19,9822,4911.0,10.96,15.66,18.13,9.0646,2.0485,8.0933,1.2891,8.0933,1.2891,1,8.0933,1.2891,1,7.9710,1.2891,1,0.2000
Casas de Don Gómez,20,347,173.5,11.16,6.65,14.96,7.4785,1.7843,14.0917,1.1306,7.4785,1.7843,0,7.4785,1.7843,0,6.9943,1.1306,1,0.2000
Aceituna,25,617,308.5,11.26,8.52,15.56,7.7804,1.8433,11.1201,1.1660,7.7804,1.8433,0,7.7804,1.8433,0,7.2939,1.1660,1,0.2000
Fuente del Arco,10,750,375.0,16.86,26.70,21.91,10.9528,2.5569,12.3050,1.5941,10.9528,2.5569,0,10.9528,2.5569,0,9.0407,1.5941,1,0.2000
Villar del Rey,18,2386,1193.0,27.72,12.70,16.95,8.4731,2.4627,8.5316,1.5376,8.4731,2.4627,0,8.4731,2.4627,0,7.4990,1.5376,1,0.2000
Belvís de Monroy,27,670,335.0,11.49,9.83,15.87,7.9352,1.8896,10.8925,1.1938,7.9352,1.8896,0,7.9352,1.8896,0,7.2241,1.1938,1,0.2000
Aljucén,14,252,126.0,23.94,30.94,23.24,11.6201,2.8965,19.2927,1.7979,11.6201,2.8965,0,11.6201,2.8965,0,9.3995,1.7979,1,0.2000
Morera. La,9,752,376.0,23.30,18.53,18.86,9.4286,2.5050,11.3816,1.5630,9.4286,2.5050,0,9.4286,2.5050,0,8.0868,1.5630,1,0.2000
Romangordo,27,224,112.0,11.16,9.83,15.76,7.8802,1.8797,18.2889,1.1878,7.8802,1.8797,0,7.8802,1.8797,0,7.1911,1.1878,1,0.2000
Risco,11,166,83.0,11.73,33.44,24.01,12.0071,2.6051,24.6645,1.6231,12.0071,2.6051,0,12.0071,2.6051,0,9.7216,1.6231,1,0.2000
San Pedro de Mérida,14,880,440.0,23.26,30.94,23.00,11.5001,2.8761,12.1410,1.7857,11.5001,2.8761,0,11.5001,2.8761,0,9.3275,1.7857,1,0.2000
Casas del Monte,22,766,383.0,9.58,14.86,17.36,8.6797,1.9831,10.8715,1.2498,8.6797,1.9831,0,8.6797,1.9831,0,7.6576,1.2498,1,0.2000
Hinojosa del Valle,1,558,279.0,10.36,15.43,17.53,8.7651,2.0237,12.1394,1.2742,8.7651,2.0237,0,8.7651,2.0237,0,7.7386,1.2742,1,0.2000
Torremayor,14,1004,502.0,23.12,30.94,22.95,11.4751,2.8719,11.7751,1.7831,11.4751,2.8719,0,11.4751,2.8719,0,9.3125,1.7831,1,0.2000
Huélaga,20,196,98.0,9.55,6.65,14.40,7.1985,1.7360,19.4742,1.1016,7.1985,1.7360,0,7.1985,1.7360,0,6.8263,1.1016,1,0.2000
Alcuéscar,41,3010,1505.0,9.23,14.01,16.93,8.4674,1.9473,8.3110,1.2284,8.3110,1.2284,1,8.3110,1.2284,1,7.6463,1.2284,1,0.2000
Toril,27,179,89.5,10.27,9.83,15.44,7.7202,1.8530,20.9986,1.1718,7.7202,1.8530,0,7.7202,1.8530,0,7.0951,1.1718,1,0.2000
Torreorgaz,46,1764,882.0,24.30,12.67,16.44,8.2179,2.3592,8.7480,1.4755,8.2179,2.3592,0,8.2179,2.3592,0,7.3524,1.4755,1,0.2000
Cabeza del Buey,7,5411,2705.5,1.54,5.46,13.89,6.9464,1.4601,7.0298,0.9361,6.9464,1.4601,0,6.9464,1.4601,0,6.9145,0.9361,1,0.2000
Valdeobispo,29,761,380.5,19.06,9.76,15.40,7.6986,2.1147,10.3043,1.3288,7.6986,2.1147,0,7.6986,2.1147,0,7.0635,1.3288,1,0.2000
Robledillo de Gata,31,124,62.0,9.03,30.51,22.65,11.3237,2.4361,29.3555,1.5217,11.3237,2.4361,0,11.3237,2.4361,0,9.3634,1.5217,1,0.2000
Benquerencia de la Serena,6,948,474.0,9.68,9.98,15.43,7.7161,1.8397,9.6668,1.1638,7.7161,1.8397,0,7.7161,1.8397,0,7.1470,1.1638,1,0.2000
Villafranca de los Barros,1,13356,6678.0,9.80,15.43,17.33,8.6651,2.0069,7.7863,1.2641,7.7863,1.2641,1,7.7863,1.2641,1,7.6786,1.2641,1,0.2000
Valdehúncar,27,212,106.0,9.92,9.83,15.32,7.6602,1.8425,18.7886,1.1655,7.6602,1.8425,0,7.6602,1.8425,0,7.0591,1.1655,1,0.2000
Villanueva de la Serena,3,25838,12919.0,17.14,15.82,17.37,8.6839,2.2389,7.7071,1.4033,7.7071,1.4033,1,7.7071,1.4033,1,7.6368,1.4033,1,0.2000
Navaconcejo,22,2074,1037.0,8.54,14.86,17.00,8.4997,1.9519,8.7052,1.2311,8.4997,1.9519,0,8.4997,1.9519,0,7.5496,1.2311,1,0.2000
Medell¡n,3,2337,1168.5,17.05,15.82,17.34,8.6689,2.2362,8.6711,1.4017,8.6689,2.2362,0,8.6689,2.2362,0,7.6278,1.4017,1,0.2000
Arroyomolinos,41,999,499.5,8.47,14.01,16.66,8.3324,1.9245,9.9020,1.2147,8.3324,1.9245,0,8.3324,1.9245,0,7.5653,1.2147,1,0.2000
Aldehuela de Jerte,29,338,169.0,18.43,9.76,15.18,7.5886,2.0958,14.3496,1.3175,7.5886,2.0958,0,7.5886,2.0958,0,6.9975,1.3175,1,0.2000
Almendralejo,9,33588,16794.0,21.51,18.53,18.24,9.1186,2.4513,7.9456,1.5308,7.9456,1.5308,1,7.9456,1.5308,1,7.9008,1.5308,1,0.2000
Rena,3,669,334.5,16.86,15.82,17.27,8.6339,2.2305,11.3173,1.3983,8.6339,2.2305,0,8.6339,2.2305,0,7.6068,1.3983,1,0.2000
Aldeanueva de la Vera,22,2275,1137.5,8.31,14.86,16.92,8.4597,1.9450,8.5747,1.2270,8.4597,1.9450,0,8.4597,1.9450,0,7.5256,1.2270,1,0.2000
Valdelacalzada,18,2804,1402.0,25.48,12.70,16.17,8.0831,2.3955,8.1414,1.4973,8.0831,2.3955,0,8.0831,2.3955,0,7.2650,1.4973,1,0.2000
Guijo de Santa Bárbara,22,410,205.0,8.14,14.86,16.86,8.4297,1.9399,13.5554,1.2239,8.4297,1.9399,0,8.4297,1.9399,0,7.5076,1.2239,1,0.2000
Guijo de Galisteo,25,1611,805.5,8.51,8.52,14.60,7.3004,1.7608,8.3321,1.1165,7.3004,1.7608,0,7.3004,1.7608,0,7.0059,1.1165,1,0.2000
Collado,22,201,100.5,7.98,14.86,16.80,8.3997,1.9351,19.8776,1.2210,8.3997,1.9351,0,8.3997,1.9351,0,7.4896,1.2210,1,0.2000
Torre de Santa María,41,632,316.0,7.86,14.01,16.45,8.2274,1.9062,11.2922,1.2037,8.2274,1.9062,0,8.2274,1.9062,0,7.5023,1.2037,1,0.2000
Granja. La,22,361,180.5,7.78,14.86,16.73,8.3647,1.9291,14.3440,1.2174,8.3647,1.9291,0,8.3647,1.9291,0,7.4686,1.2174,1,0.2000
Lapa. La,9,296,148.0,20.77,18.53,17.98,8.9886,2.4291,16.2391,1.5175,8.9886,2.4291,0,8.9886,2.4291,0,7.8228,1.5175,1,0.2000
Burguillos del Cerro,5,3286,1643.0,12.56,32.00,22.69,11.3451,2.5868,9.9678,1.6121,9.9678,1.6121,1,9.9678,1.6121,1,9.2863,1.6121,1,0.2000
Majadas,27,1297,648.5,8.77,9.83,14.92,7.4602,1.8080,8.8037,1.1448,7.4602,1.8080,0,7.4602,1.8080,0,6.9391,1.1448,1,0.2000
Arroyo de la Luz,46,6517,3258.5,22.81,12.67,15.91,7.9529,2.3145,7.5554,1.4487,7.5554,1.4487,1,7.5554,1.4487,1,7.1934,1.4487,1,0.2000
Nuñomoral,21,1435,717.5,5.95,21.42,18.96,9.4793,2.0712,9.8298,1.3027,9.4793,2.0712,0,9.4793,2.0712,0,8.3697,1.3027,1,0.2000
