municipio,planta_id,poblacion,produccion_t,d_km,d_obra_km,C_loopA_euro_t,LC0_euro_hab,CE0_kg_hab,LC_S1_euro_hab,CE_S1_kg_hab,LC_S2_euro_hab,CE_S2_kg_hab,onsite_S2,LC_S2cap_euro_hab,CE_S2cap_kg_hab,onsite_S2cap,LC_S3_euro_hab,CE_S3_kg_hab,onsite_S3,credito_EF5_kg_hab
Fuente de Cantos,10,5039,2519.5,27.81,26.70,25.74,12.8678,2.8854,11.3036,2.0647,11.3036,2.0647,1,11.3036,2.0647,1,10.8765,2.0647,1,0.1500
Conquista de la Sierra,19,210,105.0,21.44,15.66,21.79,10.8946,2.3629,21.3310,1.6990,10.8946,2.3629,0,10.8946,2.3629,0,9.5585,1.6990,1,0.1500
Benquerencia,41,98,49.0,21.36,14.01,21.18,10.5924,2.3112,34.7249,1.6629,10.5924,2.3112,0,10.5924,2.3112,0,9.3806,1.6629,1,0.1500
Alcántara,44,1653,826.5,18.09,16.91,22.15,11.0745,2.3000,11.0646,1.6550,11.0646,1.6550,1,11.0646,1.6550,1,9.8508,1.6550,1,0.1500
Puebla de la Calzada,4,5903,2951.5,26.75,21.80,23.82,11.9105,2.7066,10.5608,1.9396,10.5608,1.9396,1,10.5608,1.9396,1,10.2103,1.9396,1,0.1500
Carmonita,41,581,290.5,20.97,14.01,21.04,10.5224,2.2995,13.4686,1.6547,10.5224,2.2995,0,10.5224,2.2995,0,9.3316,1.6547,1,0.1500
Higuera de la Serena,6,1043,521.5,21.66,9.98,19.62,9.8111,2.1991,11.0647,1.5844,9.8111,2.1991,0,9.8111,2.1991,0,8.7851,1.5844,1,0.1500
Cumbre. La,19,982,491.0,20.89,15.66,21.60,10.7996,2.3464,11.9056,1.6874,10.7996,2.3464,0,10.7996,2.3464,0,9.4920,1.6874,1,0.1500
Ruanes,41,68,34.0,20.72,14.01,20.95,10.4774,2.2920,45.8989,1.6494,10.4774,2.2920,0,10.4774,2.2920,0,9.3001,1.6494,1,0.1500
Corte de Peleas,4,1307,653.5,26.15,21.80,23.61,11.8055,2.6886,11.9766,1.9270,11.8055,2.6886,0,11.8055,2.6886,0,10.1368,1.9270,1,0.1500
Montijo,4,16236,8118.0,26.09,21.80,23.59,11.7955,2.6868,10.2108,1.9257,10.2108,1.9257,1,10.2108,1.9257,1,10.1298,1.9257,1,0.1500
Zarza-Capilla,7,403,201.5,12.88,5.46,17.86,8.9314,1.8003,14.2554,1.3052,8.9314,1.8003,0,8.9314,1.8003,0,8.3986,1.3052,1,0.1500
Torremocha,41,1038,519.0,20.32,14.01,20.81,10.4074,2.2800,11.4937,1.6410,10.4074,2.2800,0,10.4074,2.2800,0,9.2511,1.6410,1,0.1500
Torrecilla de los Ángeles,31,687,343.5,20.03,30.51,26.50,13.2487,2.7661,14.7131,1.9813,13.2487,2.7661,0,13.2487,2.7661,0,11.2433,1.9813,1,0.1500
Valdetorres,3,1331,665.5,28.46,15.82,21.33,10.6639,2.5785,11.1430,1.8499,10.6639,2.5785,0,10.6639,2.5785,0,9.2912,1.8499,1,0.1500
Maguilla,10,1084,542.0,26.08,26.70,25.14,12.5678,2.8335,12.9038,2.0284,12.5678,2.8335,0,12.5678,2.8335,0,10.6665,2.0284,1,0.1500
Mata de Alcántara,44,330,165.0,16.74,16.91,21.68,10.8395,2.2595,16.9634,1.6267,10.8395,2.2595,0,10.8395,2.2595,0,9.6863,1.6267,1,0.1500
Nogales,9,724,362.0,32.96,18.53,22.25,11.1236,2.7948,13.0396,2.0014,11.1236,2.7948,0,11.1236,2.7948,0,9.6162,2.0014,1,0.1500
Puebla de Alcocer,11,1272,636.0,21.42,33.44,27.40,13.7021,2.8958,13.3569,2.0721,13.3569,2.0721,1,13.3569,2.0721,1,11.5088,2.0721,1,0.1500
Valverde de la Vera,22,588,294.0,19.65,14.86,20.89,10.4447,2.2852,13.3630,1.6446,10.4447,2.2852,0,10.4447,2.2852,0,9.1611,1.6446,1,0.1500
Santa Marta,9,4322,2161.0,32.75,18.53,22.17,11.0836,2.7885,10.1370,1.9970,10.1370,1.9970,1,10.1370,1.9970,1,9.5882,1.9970,1,0.1500
Palomas,1,701,350.5,20.29,15.43,21.00,10.5001,2.3216,12.7164,1.6701,10.5001,2.3216,0,10.5001,2.3216,0,9.2296,1.6701,1,0.1500
Valdastillas,22,380,190.0,19.27,14.86,20.76,10.3797,2.2738,15.6447,1.6366,10.3797,2.2738,0,10.3797,2.2738,0,9.1156,1.6366,1,0.1500
Villar de Plasencia,22,229,114.5,19.26,14.86,20.75,10.3747,2.2735,19.9793,1.6364,10.3747,2.2735,0,10.3747,2.2735,0,9.1121,1.6364,1,0.1500
Almendral,13,1307,653.5,25.56,22.19,23.31,11.6537,2.6826,11.8704,1.9228,11.6537,2.6826,0,11.6537,2.6826,0,10.0250,1.9228,1,0.1500
Peraleda de la Mata,27,1453,726.5,20.26,9.83,18.94,9.4702,2.1527,10.1497,1.5519,9.4702,2.1527,0,9.4702,2.1527,0,8.4921,1.5519,1,0.1500
Garlitos,11,681,340.5,20.67,33.44,27.13,13.5671,2.8733,14.9680,2.0563,13.5671,2.8733,0,13.5671,2.8733,0,11.4143,2.0563,1,0.1500
Rebollar,22,237,118.5,18.79,14.86,20.59,10.2947,2.2594,19.5548,1.6266,10.2947,2.2594,0,10.2947,2.2594,0,9.0561,1.6266,1,0.1500
Bohonal de Ibor,27,535,267.5,19.95,9.83,18.83,9.4152,2.1434,13.0636,1.5454,9.4152,2.1434,0,9.4152,2.1434,0,8.4536,1.5454,1,0.1500
Arroyomolinos de la Vera,22,497,248.5,18.57,14.86,20.51,10.2547,2.2528,14.0085,1.6219,10.2547,2.2528,0,10.2547,2.2528,0,9.0281,1.6219,1,0.1500
Talaveruela de la Vera,22,365,182.5,18.52,14.86,20.49,10.2447,2.2513,15.8206,1.6209,10.2447,2.2513,0,10.2447,2.2513,0,9.0211,1.6209,1,0.1500
Zarza de Montánchez,41,619,309.5,18.56,14.01,20.20,10.1024,2.2272,12.9105,1.6041,10.1024,2.2272,0,10.1024,2.2272,0,9.0376,1.6041,1,0.1500
Torrecillas de la Tiesa,19,1179,589.5,18.49,15.66,20.76,10.3796,2.2744,11.1862,1.6370,10.3796,2.2744,0,10.3796,2.2744,0,9.1980,1.6370,1,0.1500
Puebla del Maestre,10,777,388.5,24.45,26.70,24.57,12.2828,2.7846,13.6155,1.9942,12.2828,2.7846,0,12.2828,2.7846,0,10.4670,1.9942,1,0.1500
Berzocana,45,528,264.0,18.53,26.24,24.36,12.1811,2.5930,15.0616,1.8601,12.1811,2.5930,0,12.1811,2.5930,0,10.4771,1.8601,1,0.1500
Villanueva de la Sierra,25,514,257.0,18.67,8.52,18.16,9.0804,2.0656,13.0201,1.4909,9.0804,2.0656,0,9.0804,2.0656,0,8.3820,1.4909,1,0.1500
Gata,31,1662,831.0,18.15,30.51,25.84,12.9187,2.7097,12.3473,1.9418,12.3473,1.9418,1,12.3473,1.9418,1,11.0123,1.9418,1,0.1500
Calzadilla,20,485,242.5,18.00,6.65,17.36,8.6785,1.9895,13.0296,1.4376,8.6785,1.9895,0,8.6785,1.9895,0,7.9822,1.4376,1,0.1500
Herguijuela,19,366,183.0,17.73,15.66,20.49,10.2446,2.2516,15.8019,1.6211,10.2446,2.2516,0,10.2446,2.2516,0,9.1035,1.6211,1,0.1500
Viandar de la Vera,22,266,133.0,17.64,14.86,20.18,10.0897,2.2249,18.2613,1.6024,10.0897,2.2249,0,10.0897,2.2249,0,8.9126,1.6024,1,0.1500
Valencia de las Torres,10,687,343.5,23.71,26.70,24.31,12.1528,2.7624,13.9460,1.9786,12.1528,2.7624,0,12.1528,2.7624,0,10.3760,1.9786,1,0.1500
Fuentes de León,8,2571,1285.5,17.39,12.07,19.14,9.5724,2.1338,9.4731,1.5387,9.4731,1.5387,1,9.4731,1.5387,1,8.6842,1.5387,1,0.1500
Roca de la Sierra. La,18,1526,763.0,34.59,12.70,19.35,9.6731,2.6688,10.2094,1.9132,9.6731,2.6688,0,9.6731,2.6688,0,8.5863,1.9132,1,0.1500
Navas del Madro¤o,44,1444,722.0,14.25,16.91,20.81,10.4045,2.1848,10.8145,1.5744,10.4045,2.1848,0,10.4045,2.1848,0,9.3818,1.5744,1,0.1500
Casas del Castañar,29,639,319.5,27.26,9.76,18.27,9.1336,2.3607,12.1059,1.6975,9.1336,2.3607,0,9.1336,2.3607,0,8.2378,1.6975,1,0.1500
Orellana la Vieja,3,3015,1507.5,25.73,15.82,20.38,10.1889,2.4966,9.7614,1.7926,9.7614,1.7926,1,9.7614,1.7926,1,8.9587,1.7926,1,0.1500
Casillas de Coria,20,470,235.0,17.45,6.65,17.17,8.5835,1.9730,13.1276,1.4261,8.5835,1.9730,0,8.5835,1.9730,0,7.9157,1.4261,1,0.1500
Aliseda,46,1982,991.0,32.41,12.67,19.27,9.6329,2.6025,9.8044,1.8668,9.6329,2.6025,0,9.6329,2.6025,0,8.5647,1.8668,1,0.1500
Valdemorales,41,230,115.0,17.21,14.01,19.72,9.8624,2.1867,19.5733,1.5757,9.8624,2.1867,0,9.8624,2.1867,0,8.8696,1.5757,1,0.1500
Caminomorisco,21,1258,629.0,15.53,21.42,22.32,11.1593,2.3586,11.5988,1.6961,11.1593,2.3586,0,11.1593,2.3586,0,9.8937,1.6961,1,0.1500
Tejeda de Tiétar,22,887,443.5,17.04,14.86,19.97,9.9847,2.2069,11.6078,1.5898,9.9847,2.2069,0,9.9847,2.2069,0,8.8391,1.5898,1,0.1500
Salvatierra de Santiago,41,302,151.0,16.92,14.01,19.62,9.8124,2.1780,16.9468,1.5696,9.8124,2.1780,0,9.8124,2.1780,0,8.8346,1.5696,1,0.1500
Albuera. La,4,1986,993.0,22.47,21.80,22.32,11.1605,2.5782,10.8711,1.8497,10.8711,1.8497,1,10.8711,1.8497,1,9.6853,1.8497,1,0.1500
Táliga,13,801,400.5,23.14,22.19,22.46,11.2287,2.6100,12.7812,1.8720,11.2287,2.6100,0,11.2287,2.6100,0,9.7275,1.8720,1,0.1500
Zarza. La,14,3563,1781.5,30.39,30.94,25.50,12.7501,3.0900,11.4267,2.2080,11.4267,2.2080,1,11.4267,2.2080,1,10.7526,2.2080,1,0.1500
Villasbuenas de Gata,31,456,228.0,16.53,30.51,25.28,12.6387,2.6611,16.1295,1.9078,12.6387,2.6611,0,12.6387,2.6611,0,10.8163,1.9078,1,0.1500
Puerto de Santa Cruz,19,393,196.5,16.29,15.66,19.99,9.9946,2.2084,15.1576,1.5908,9.9946,2.2084,0,9.9946,2.2084,0,8.9285,1.5908,1,0.1500
Alconchel,13,1951,975.5,22.27,22.19,22.16,11.0787,2.5839,10.8365,1.8537,10.8365,1.8537,1,10.8365,1.8537,1,9.6225,1.8537,1,0.1500
Holguera,29,758,379.0,25.91,9.76,17.80,8.8986,2.3202,11.3271,1.6691,8.8986,2.3202,0,8.8986,2.3202,0,8.0733,1.6691,1,0.1500
Aldea del Obispo. La,19,350,175.0,15.87,15.66,19.84,9.9196,2.1958,15.8866,1.5820,9.9196,2.1958,0,9.9196,2.1958,0,8.8760,1.5820,1,0.1500
Hornachos,1,3867,1933.5,16.65,15.43,19.73,9.8651,2.2124,9.3521,1.5937,9.3521,1.5937,1,9.3521,1.5937,1,8.7851,1.5937,1,0.1500
Zalamea de la Serena,6,3978,1989.0,16.48,9.98,17.81,8.9061,2.0437,8.6627,1.4756,8.6627,1.4756,1,8.6627,1.4756,1,8.1516,1.4756,1,0.1500
Madroñera,19,2916,1458.0,15.58,15.66,19.74,9.8696,2.1871,9.5661,1.5759,9.5661,1.5759,1,9.5661,1.5759,1,8.8410,1.5759,1,0.1500
Ibahernando,19,488,244.0,15.49,15.66,19.71,9.8546,2.1844,13.8212,1.5740,9.8546,2.1844,0,9.8546,2.1844,0,8.8305,1.5740,1,0.1500
Baterno,11,352,176.0,17.14,33.44,25.90,12.9521,2.7674,17.9687,1.9822,12.9521,2.7674,0,12.9521,2.7674,0,10.9838,1.9822,1,0.1500
Casares de las Hurdes,21,528,264.0,13.69,21.42,21.67,10.8343,2.3034,14.1189,1.6574,10.8343,2.3034,0,10.8343,2.3034,0,9.6662,1.6574,1,0.1500
Portezuelo,20,268,134.0,15.40,6.65,16.45,8.2235,1.9115,16.8848,1.3830,8.2235,1.9115,0,8.2235,1.9115,0,7.6637,1.3830,1,0.1500
Gargüera,29,132,66.0,25.14,9.76,17.53,8.7636,2.2971,26.8739,1.6530,8.7636,2.2971,0,8.7636,2.2971,0,7.9788,1.6530,1,0.1500
Santa Cruz de la Sierra,19,270,135.0,15.08,15.66,19.57,9.7846,2.1721,17.9085,1.5654,9.7846,2.1721,0,9.7846,2.1721,0,8.7815,1.5654,1,0.1500
Talarrubias,11,3630,1815.0,16.77,33.44,25.77,12.8871,2.7563,11.5097,1.9744,11.5097,1.9744,1,11.5097,1.9744,1,10.9383,1.9744,1,0.1500
Aldea del Cano,46,721,360.5,29.62,12.67,18.30,9.1479,2.5188,11.6710,1.8082,9.1479,2.5188,0,9.1479,2.5188,0,8.2252,1.8082,1,0.1500
San Vicente de Alcántara,39,5808,2904.0,14.85,16.47,19.58,9.7881,2.1897,9.0821,1.5778,9.0821,1.5778,1,9.0821,1.5778,1,8.7942,1.5778,1,0.1500
Valverde de Mérida,14,1159,579.5,27.91,30.94,24.63,12.3151,3.0156,12.5776,2.1559,12.3151,3.0156,0,12.3151,3.0156,0,10.4481,2.1559,1,0.1500
Torre de Don Miguel,31,568,284.0,14.21,30.51,24.46,12.2287,2.5915,14.7615,1.8591,12.2287,2.5915,0,12.2287,2.5915,0,10.5293,1.8591,1,0.1500
Ahillones,10,1052,526.0,20.34,26.70,23.13,11.5628,2.6613,12.2704,1.9079,11.5628,2.6613,0,11.5628,2.6613,0,9.9630,1.9079,1,0.1500
Hernán-Pérez,31,518,259.0,14.15,30.51,24.44,12.2187,2.5897,15.1793,1.8578,12.2187,2.5897,0,12.2187,2.5897,0,10.5223,1.8578,1,0.1500
Solana de los Barros,14,2826,1413.0,27.64,30.94,24.53,12.2651,3.0075,11.2702,2.1503,11.2702,2.1503,1,11.2702,2.1503,1,10.4131,2.1503,1,0.1500
Cachorrilla,20,93,46.5,14.18,6.65,16.02,8.0085,1.8749,34.2877,1.3574,8.0085,1.8749,0,8.0085,1.8749,0,7.5132,1.3574,1,0.1500
Higuera de Llerena,10,353,176.5,19.99,26.70,23.01,11.5028,2.6508,16.9341,1.9005,11.5028,2.6508,0,11.5028,2.6508,0,9.9210,1.9005,1,0.1500
Jarilla,22,154,77.0,13.81,14.86,18.84,9.4197,2.1100,24.6276,1.5220,9.4197,2.1100,0,9.4197,2.1100,0,8.4436,1.5220,1,0.1500
Salvatierra de los Barros,9,1788,894.0,26.76,18.53,20.08,10.0386,2.6088,10.2252,1.8712,10.0386,2.6088,0,10.0386,2.6088,0,8.8567,1.8712,1,0.1500
Tamurejo,11,259,129.5,15.37,33.44,25.28,12.6421,2.7143,20.3020,1.9450,12.6421,2.7143,0,12.6421,2.7143,0,10.7668,1.9450,1,0.1500
Garganta la Olla,22,1062,531.0,13.37,14.86,18.69,9.3447,2.0968,10.6953,1.5127,9.3447,2.0968,0,9.3447,2.0968,0,8.3911,1.5127,1,0.1500
Garbayuela,11,547,273.5,15.11,33.44,25.19,12.5971,2.7065,15.1884,1.9396,12.5971,2.7065,0,12.5971,2.7065,0,10.7353,1.9396,1,0.1500
Guijo de Coria,25,231,115.5,13.85,8.52,16.47,8.2354,1.9210,18.3873,1.3897,8.2354,1.9210,0,8.2354,1.9210,0,7.7905,1.3897,1,0.1500
Pasarón de la Vera,22,677,338.5,13.18,14.86,18.62,9.3097,2.0911,12.0096,1.5087,9.3097,2.0911,0,9.3097,2.0911,0,8.3666,1.5087,1,0.1500
Lobón,4,2723,1361.5,18.80,21.80,21.04,10.5205,2.4681,10.0824,1.7727,10.0824,1.7727,1,10.0824,1.7727,1,9.2373,1.7727,1,0.1500
Casas de Miravete,27,145,72.5,14.21,9.83,16.82,8.4102,1.9712,24.9285,1.4248,8.4102,1.9712,0,8.4102,1.9712,0,7.7501,1.4248,1,0.1500
Tornavacas,22,1181,590.5,12.69,14.86,18.45,9.2247,2.0764,10.3741,1.4985,9.2247,2.0764,0,9.2247,2.0764,0,8.3071,1.4985,1,0.1500
Santa Amalia,3,4326,2163.0,21.17,15.82,18.78,9.3889,2.3598,8.9502,1.6968,8.9502,1.6968,1,8.9502,1.6968,1,8.3987,1.6968,1,0.1500
Valencia del Ventoso,5,2249,1124.5,17.51,32.00,24.42,12.2101,2.7353,11.4587,1.9597,11.4587,1.9597,1,11.4587,1.9597,1,10.4263,1.9597,1,0.1500
Serrejón,27,444,222.0,13.65,9.83,16.63,8.3152,1.9544,13.2513,1.4131,8.3152,1.9544,0,8.3152,1.9544,0,7.6836,1.4131,1,0.1500
Higuera,27,100,50.0,13.55,9.83,16.59,8.2952,1.9514,32.6067,1.4110,8.2952,1.9514,0,8.2952,1.9514,0,7.6696,1.4110,1,0.1500
Villa del Campo,25,555,277.5,12.90,8.52,16.14,8.0704,1.8925,11.9538,1.3697,8.0704,1.8925,0,8.0704,1.8925,0,7.6750,1.3697,1,0.1500
Zarza de Granadilla,22,1864,932.0,12.17,14.86,18.27,9.1347,2.0608,9.5355,1.4875,9.1347,2.0608,0,9.1347,2.0608,0,8.2441,1.4875,1,0.1500
Pescueza,20,157,78.5,12.31,6.65,15.37,7.6835,1.8188,23.1020,1.3181,7.6835,1.8188,0,7.6835,1.8188,0,7.2857,1.3181,1,0.1500
Villa del Rey,44,157,78.5,8.93,16.91,18.94,9.4695,2.0252,24.3522,1.4627,9.4695,2.0252,0,9.4695,2.0252,0,8.7273,1.4627,1,0.1500
Esparragosa de la Serena,6,1088,544.0,12.64,9.98,16.46,8.2311,1.9285,9.8596,1.3950,8.2311,1.9285,0,8.2311,1.9285,0,7.6791,1.3950,1,0.1500
Puebla de Sancho P‚rez,5,2899,1449.5,16.65,32.00,24.12,12.0601,2.7095,11.1044,1.9417,11.1044,1.9417,1,11.1044,1.9417,1,10.3213,1.9417,1,0.1500
Santibáñez el Alto,31,436,218.0,11.65,30.51,23.57,11.7837,2.5147,15.7825,1.8053,11.7837,2.5147,0,11.7837,2.5147,0,10.2178,1.8053,1,0.1500
Cañamero,45,1787,893.5,11.88,26.24,22.03,11.0161,2.3935,10.9103,1.7204,10.9103,1.7204,1,10.9103,1.7204,1,9.6616,1.7204,1,0.1500
Segura de León,8,2140,1070.0,11.36,12.07,17.04,8.5224,1.9529,8.9339,1.4121,8.5224,1.9529,0,8.5224,1.9529,0,7.9492,1.4121,1,0.1500
Riolobos,29,1257,628.5,21.35,9.76,16.20,8.0986,2.1834,9.4579,1.5734,8.0986,2.1834,0,8.0986,2.1834,0,7.5133,1.5734,1,0.1500
Cuacos de Yuste,22,915,457.5,11.32,14.86,17.97,8.9847,2.0353,10.8215,1.4697,8.9847,2.0353,0,8.9847,2.0353,0,8.1391,1.4697,1,0.1500
Alange,14,2005,1002.5,24.97,30.94,23.60,11.8001,2.9274,11.3069,2.0942,11.3069,2.0942,1,11.3069,2.0942,1,10.0876,2.0942,1,0.1500
Pozuelo de Zarzón,25,564,282.0,11.77,8.52,15.74,7.8704,1.8586,11.7419,1.3460,7.8704,1.8586,0,7.8704,1.8586,0,7.5350,1.3460,1,0.1500
Villar de Rena,3,1457,728.5,19.68,15.82,18.26,9.1289,2.3151,9.9061,1.6656,9.1289,2.3151,0,9.1289,2.3151,0,8.2167,1.6656,1,0.1500
Malpartida de la Serena,6,662,331.0,11.89,9.98,16.20,8.1011,1.9060,11.2472,1.3792,8.1011,1.9060,0,8.1011,1.9060,0,7.5881,1.3792,1,0.1500
Valdefuentes,41,1415,707.5,11.13,14.01,17.60,8.8024,2.0043,9.7285,1.4480,8.8024,2.0043,0,8.8024,2.0043,0,8.1276,1.4480,1,0.1500
Trujillo,19,9822,4911.0,10.96,15.66,18.13,9.0646,2.0485,8.3998,1.4789,8.3998,1.4789,1,8.3998,1.4789,1,8.2775,1.4789,1,0.1500
Casas de Don Gómez,20,347,173.5,11.16,6.65,14.96,7.4785,1.7843,14.2396,1.2940,7.4785,1.7843,0,7.4785,1.7843,0,7.1422,1.2940,1,0.1500
Aceituna,25,617,308.5,11.26,8.52,15.56,7.7804,1.8433,11.2981,1.3353,7.7804,1.8433,0,7.7804,1.8433,0,7.4720,1.3353,1,0.1500
Fuente del Arco,10,750,375.0,16.86,26.70,21.91,10.9528,2.5569,12.8003,1.8348,10.9528,2.5569,0,10.9528,2.5569,0,9.5360,1.8348,1,0.1500
Villar del Rey,18,2386,1193.0,27.72,12.70,16.95,8.4731,2.4627,8.7789,1.7689,8.4731,2.4627,0,8.4731,2.4627,0,7.7463,1.7689,1,0.1500
Belvís de Monroy,27,670,335.0,11.49,9.83,15.87,7.9352,1.8896,11.0860,1.3677,7.9352,1.8896,0,7.9352,1.8896,0,7.4176,1.3677,1,0.1500
Aljucén,14,252,126.0,23.94,30.94,23.24,11.6201,2.8965,19.8547,2.0726,11.6201,2.8965,0,11.6201,2.8965,0,9.9616,2.0726,1,0.1500
Morera. La,9,752,376.0,23.30,18.53,18.86,9.4286,2.5050,11.7245,1.7985,9.4286,2.5050,0,9.4286,2.5050,0,8.4297,1.7985,1,0.1500
Romangordo,27,224,112.0,11.16,9.83,15.76,7.8802,1.8797,18.4769,1.3608,7.8802,1.8797,0,7.8802,1.8797,0,7.3791,1.3608,1,0.1500
Risco,11,166,83.0,11.73,33.44,24.01,12.0071,2.6051,25.2652,1.8686,12.0071,2.6051,0,12.0071,2.6051,0,10.3223,1.8686,1,0.1500
San Pedro de Mérida,14,880,440.0,23.26,30.94,23.00,11.5001,2.8761,12.6910,2.0583,11.5001,2.8761,0,11.5001,2.8761,0,9.8776,2.0583,1,0.1500
Casas del Monte,22,766,383.0,9.58,14.86,17.36,8.6797,1.9831,11.1395,1.4331,8.6797,1.9831,0,8.6797,1.9831,0,7.9256,1.4331,1,0.1500
Hinojosa del Valle,1,558,279.0,10.36,15.43,17.53,8.7651,2.0237,12.4159,1.4616,8.7651,2.0237,0,8.7651,2.0237,0,8.0151,1.4616,1,0.1500
Torremayor,14,1004,502.0,23.12,30.94,22.95,11.4751,2.8719,12.3226,2.0553,11.4751,2.8719,0,11.4751,2.8719,0,9.8601,2.0553,1,0.1500
Huélaga,20,196,98.0,9.55,6.65,14.40,7.1985,1.7360,19.5941,1.2602,7.1985,1.7360,0,7.1985,1.7360,0,6.9462,1.2602,1,0.1500
Alcuéscar,41,3010,1505.0,9.23,14.01,16.93,8.4674,1.9473,8.5578,1.4081,8.4674,1.9473,0,8.4674,1.9473,0,7.8931,1.4081,1,0.1500
Toril,27,179,89.5,10.27,9.83,15.44,7.7202,1.8530,21.1706,1.3421,7.7202,1.8530,0,7.7202,1.8530,0,7.2671,1.3421,1,0.1500
Torreorgaz,46,1764,882.0,24.30,12.67,16.44,8.2179,2.3592,8.9698,1.6965,8.2179,2.3592,0,8.2179,2.3592,0,7.5742,1.6965,1,0.1500
Cabeza del Buey,7,5411,2705.5,1.54,5.46,13.89,6.9464,1.4601,7.1245,1.0671,6.9464,1.4601,0,6.9464,1.4601,0,6.9464,1.4601,0,0.1500
Valdeobispo,29,761,380.5,19.06,9.76,15.40,7.6986,2.1147,10.4741,1.5253,7.6986,2.1147,0,7.6986,2.1147,0,7.2333,1.5253,1,0.1500
Robledillo de Gata,31,124,62.0,9.03,30.51,22.65,11.3237,2.4361,29.8879,1.7503,11.3237,2.4361,0,11.3237,2.4361,0,9.8958,1.7503,1,0.1500
Benquerencia de la Serena,6,948,474.0,9.68,9.98,15.43,7.7161,1.8397,9.8384,1.3328,7.7161,1.8397,0,7.7161,1.8397,0,7.3186,1.3328,1,0.1500
Villafranca de los Barros,1,13356,6678.0,9.80,15.43,17.33,8.6651,2.0069,8.0528,1.4498,8.0528,1.4498,1,8.0528,1.4498,1,7.9451,1.4498,1,0.1500
Valdehúncar,27,212,106.0,9.92,9.83,15.32,7.6602,1.8425,18.9546,1.3347,7.6602,1.8425,0,7.6602,1.8425,0,7.2251,1.3347,1,0.1500
Villanueva de la Serena,3,25838,12919.0,17.14,15.82,17.37,8.6839,2.2389,7.9755,1.6122,7.9755,1.6122,1,7.9755,1.6122,1,7.9052,1.6122,1,0.1500
Navaconcejo,22,2074,1037.0,8.54,14.86,17.00,8.4997,1.9519,8.9552,1.4113,8.4997,1.9519,0,8.4997,1.9519,0,7.7996,1.4113,1,0.1500
Medell¡n,3,2337,1168.5,17.05,15.82,17.34,8.6689,2.2362,8.9380,1.6103,8.6689,2.2362,0,8.6689,2.2362,0,7.8947,1.6103,1,0.1500
Arroyomolinos,41,999,499.5,8.47,14.01,16.66,8.3324,1.9245,10.1352,1.3922,8.3324,1.9245,0,8.3324,1.9245,0,7.7986,1.3922,1,0.1500
Aldehuela de Jerte,29,338,169.0,18.43,9.76,15.18,7.5886,2.0958,14.5084,1.5121,7.5886,2.0958,0,7.5886,2.0958,0,7.1563,1.5121,1,0.1500
Almendralejo,9,33588,16794.0,21.51,18.53,18.24,9.1186,2.4513,8.2574,1.7609,8.2574,1.7609,1,8.2574,1.7609,1,8.2127,1.7609,1,0.1500
Rena,3,669,334.5,16.86,15.82,17.27,8.6339,2.2305,11.5807,1.6063,8.6339,2.2305,0,8.6339,2.2305,0,7.8702,1.6063,1,0.1500
Aldeanueva de la Vera,22,2275,1137.5,8.31,14.86,16.92,8.4597,1.9450,8.8207,1.4065,8.4597,1.9450,0,8.4597,1.9450,0,7.7716,1.4065,1,0.1500
Valdelacalzada,18,2804,1402.0,25.48,12.70,16.17,8.0831,2.3955,8.3497,1.7218,8.0831,2.3955,0,8.0831,2.3955,0,7.4733,1.7218,1,0.1500
Guijo de Santa Bárbara,22,410,205.0,8.14,14.86,16.86,8.4297,1.9399,13.7983,1.4029,8.4297,1.9399,0,8.4297,1.9399,0,7.7506,1.4029,1,0.1500
Guijo de Galisteo,25,1611,805.5,8.51,8.52,14.60,7.3004,1.7608,8.4621,1.2776,7.3004,1.7608,0,7.3004,1.7608,0,7.1360,1.2776,1,0.1500
Collado,22,201,100.5,7.98,14.86,16.80,8.3997,1.9351,20.1176,1.3995,8.3997,1.9351,0,8.3997,1.9351,0,7.7296,1.3995,1,0.1500
Torre de Santa María,41,632,316.0,7.86,14.01,16.45,8.2274,1.9062,11.5149,1.3794,8.2274,1.9062,0,8.2274,1.9062,0,7.7251,1.3794,1,0.1500
Granja. La,22,361,180.5,7.78,14.86,16.73,8.3647,1.9291,14.5805,1.3953,8.3647,1.9291,0,8.3647,1.9291,0,7.7051,1.3953,1,0.1500
Lapa. La,9,296,148.0,20.77,18.53,17.98,8.9886,2.4291,16.5380,1.7454,8.9886,2.4291,0,8.9886,2.4291,0,8.1217,1.7454,1,0.1500
Burguillos del Cerro,5,3286,1643.0,12.56,32.00,22.69,11.3451,2.5868,10.5023,1.8558,10.5023,1.8558,1,10.5023,1.8558,1,9.8208,1.8558,1,0.1500
Majadas,27,1297,648.5,8.77,9.83,14.92,7.4602,1.8080,8.9497,1.3106,7.4602,1.8080,0,7.4602,1.8080,0,7.0851,1.3106,1,0.1500
Arroyo de la Luz,46,6517,3258.5,22.81,12.67,15.91,7.9529,2.3145,7.7507,1.6652,7.7507,1.6652,1,7.7507,1.6652,1,7.3887,1.6652,1,0.1500
Nuñomoral,21,1435,717.5,5.95,21.42,18.96,9.4793,2.0712,10.1777,1.4949,9.4793,2.0712,0,9.4793,2.0712,0,8.7177,1.4949,1,0.1500
