municipio,planta_id,poblacion,produccion_t,d_km,d_obra_km,C_loopA_euro_t,LC0_euro_hab,CE0_kg_hab,LC_S1_euro_hab,CE_S1_kg_hab,LC_S2_euro_hab,CE_S2_kg_hab,onsite_S2,LC_S2cap_euro_hab,CE_S2cap_kg_hab,onsite_S2cap,LC_S3_euro_hab,CE_S3_kg_hab,onsite_S3,credito_EF5_kg_hab
Retamal de Llerena,6,501,250.5,35.94,9.98,24.62,12.3111,2.6275,15.4078,1.8843,12.3111,2.6275,0,12.3111,2.6275,0,10.5351,1.8843,1,0.1500
Campo Lugar,36,1030,515.0,14.29,5.80,23.12,11.5602,1.8527,12.3193,1.3419,11.5602,1.8527,0,11.5602,1.8527,0,10.0561,1.3419,1,0.1500
Valdecañas de Tajo,27,119,59.5,36.13,9.83,24.49,12.2452,2.6288,31.3801,1.8852,12.2452,2.6288,0,12.2452,2.6288,0,10.4346,1.8852,1,0.1500
Codosera. La,39,2322,1161.0,35.39,16.47,26.77,13.3831,2.8059,12.2448,2.0092,12.2448,2.0092,1,12.2448,2.0092,1,11.3107,2.0092,1,0.1500
Almoharín,36,1997,998.5,13.70,5.80,22.91,11.4552,1.8350,11.0705,1.3295,11.0705,1.3295,1,11.0705,1.3295,1,9.9826,1.3295,1,0.1500
Garciaz,19,851,425.5,34.37,15.66,26.32,13.1596,2.7508,13.9495,1.9705,13.1596,2.7508,0,13.1596,2.7508,0,11.1440,1.9705,1,0.1500
Casta¤ar de Ibor,42,1225,612.5,1.97,16.65,26.58,13.2890,1.8086,13.1431,1.3111,13.1431,1.3111,1,13.1431,1.3111,1,11.7184,1.3111,1,0.1500
Serradilla,33,1766,883.0,2.55,14.27,25.73,12.8628,1.7547,12.2196,1.2733,12.2196,1.2733,1,12.2196,1.2733,1,11.4131,1.2733,1,0.1500
Salvaleón,13,2049,1024.5,39.70,22.19,28.26,14.1287,3.1068,12.9102,2.2197,12.9102,2.2197,1,12.9102,2.2197,1,11.7575,2.2197,1,0.1500
Navalvillar de Pela,45,4787,2393.5,33.53,26.24,29.60,14.8011,3.0430,12.6830,2.1751,12.6830,2.1751,1,12.6830,2.1751,1,12.3111,2.1751,1,0.1500
Garvín,27,105,52.5,34.28,9.83,23.85,11.9252,2.5733,33.9572,1.8463,11.9252,2.5733,0,11.9252,2.5733,0,10.2106,1.8463,1,0.1500
Navezuelas,45,698,349.0,33.34,26.24,29.54,14.7711,3.0373,15.7215,2.1711,14.7711,3.0373,0,14.7711,3.0373,0,12.2901,2.1711,1,0.1500
Calera de León,8,1060,530.0,32.80,12.07,24.54,12.2724,2.5961,12.7492,1.8623,12.2724,2.5961,0,12.2724,2.5961,0,10.5742,1.8623,1,0.1500
Azuaga,10,8301,4150.5,39.02,26.70,29.67,14.8328,3.2217,12.4841,2.3002,12.4841,2.3002,1,12.4841,2.3002,1,12.2520,2.3002,1,0.1500
Madrigal de la Vera,22,1819,909.5,32.22,14.86,25.29,12.6447,2.6623,12.0257,1.9086,12.0257,1.9086,1,12.0257,1.9086,1,10.7011,1.9086,1,0.1500
Bienvenida,1,2326,1163.0,33.06,15.43,25.47,12.7351,2.7047,11.7894,1.9383,11.7894,1.9383,1,11.7894,1.9383,1,10.7941,1.9383,1,0.1500
Carbajo,39,227,113.5,32.50,16.47,25.76,12.8781,2.7192,21.8279,1.9485,12.8781,2.7192,0,12.8781,2.7192,0,10.9572,1.9485,1,0.1500
Fuenlabrada de los Montes,11,1955,977.5,33.62,33.44,31.67,15.8371,3.2618,14.1647,2.3283,14.1647,2.3283,1,14.1647,2.3283,1,13.0033,2.3283,1,0.1500
Casas de Don Pedro,11,1632,816.0,33.49,33.44,31.62,15.8121,3.2579,14.4003,2.3255,14.4003,2.3255,1,14.4003,2.3255,1,12.9858,2.3255,1,0.1500
Berrocalejo,27,105,52.5,32.89,9.83,23.36,11.6802,2.5316,33.7857,1.8171,11.6802,2.5316,0,11.6802,2.5316,0,10.0391,1.8171,1,0.1500
Mohedas de Granadilla,21,976,488.0,30.01,21.42,27.38,13.6893,2.7930,13.9440,2.0001,13.6893,2.7930,0,13.6893,2.7930,0,11.6647,2.0001,1,0.1500
Oliva de Mérida,1,1875,937.5,32.40,15.43,25.24,12.6201,2.6849,11.9674,1.9244,11.9674,1.9244,1,11.9674,1.9244,1,10.7136,1.9244,1,0.1500
Palomero,25,452,226.0,31.92,8.52,22.79,11.3954,2.4631,15.3077,1.7692,11.3954,2.4631,0,11.3954,2.4631,0,10.0025,1.7692,1,0.1500
Marchagaz,21,248,124.0,29.70,21.42,27.28,13.6393,2.7837,21.4282,1.9936,13.6393,2.7837,0,13.6393,2.7837,0,11.6297,1.9936,1,0.1500
Ceclavín,24,2054,1027.0,4.89,9.40,23.04,11.5203,1.6788,11.0814,1.2201,11.0814,1.2201,1,11.0814,1.2201,1,10.4171,1.2201,1,0.1500
Botija,41,199,99.5,31.10,14.01,24.58,12.2924,2.6034,22.9675,1.8674,12.2924,2.6034,0,12.2924,2.6034,0,10.5706,1.8674,1,0.1500
Garrovillas de Alconétar,44,2280,1140.0,27.80,16.91,25.55,12.7745,2.5913,11.8387,1.8589,11.8387,1.8589,1,11.8387,1.8589,1,11.0408,1.8589,1,0.1500
Cordobilla de Lácara,41,967,483.5,30.96,14.01,24.53,12.2674,2.5992,12.9725,1.8645,12.2674,2.5992,0,12.2674,2.5992,0,10.5531,1.8645,1,0.1500
Santibáñez el Bajo,22,829,414.5,30.57,14.86,24.71,12.3547,2.6128,13.4640,1.8739,12.3547,2.6128,0,12.3547,2.6128,0,10.4981,1.8739,1,0.1500
Cerezo,22,190,95.0,30.46,14.86,24.67,12.3347,2.6095,23.5922,1.8716,12.3347,2.6095,0,12.3347,2.6095,0,10.4841,1.8716,1,0.1500
Santa Marta de Magasca,19,309,154.5,30.45,15.66,24.95,12.4746,2.6332,18.6229,1.8882,12.4746,2.6332,0,12.4746,2.6332,0,10.6645,1.8882,1,0.1500
Hervás,22,4126,2063.0,30.22,14.86,24.59,12.2947,2.6023,11.0122,1.8666,11.0122,1.8666,1,11.0122,1.8666,1,10.4561,1.8666,1,0.1500
Valle de la Serena,6,1425,712.5,30.62,9.98,22.76,11.3811,2.4679,11.5212,1.7726,11.3811,2.4679,0,11.3811,2.4679,0,9.8841,1.7726,1,0.1500
Salorino,39,689,344.5,30.21,16.47,24.95,12.4731,2.6505,14.1596,1.9004,12.4731,2.6505,0,12.4731,2.6505,0,10.6737,1.9004,1,0.1500
Plasenzuela,41,538,269.0,29.17,14.01,23.91,11.9574,2.5455,14.8170,1.8269,11.9574,2.5455,0,11.9574,2.5455,0,10.3361,1.8269,1,0.1500
Capilla,7,187,93.5,21.43,5.46,20.85,10.4264,2.0568,22.4674,1.4848,10.4264,2.0568,0,10.4264,2.0568,0,9.4451,1.4848,1,0.1500
Guadalupe,45,2096,1048.0,29.25,26.24,28.11,14.0561,2.9146,12.8320,2.0852,12.8320,2.0852,1,12.8320,2.0852,1,11.7896,2.0852,1,0.1500
Peraleda de San Román,27,294,147.0,29.94,9.83,22.33,11.1652,2.4431,18.1191,1.7552,11.1652,2.4431,0,11.1652,2.4431,0,9.6786,1.7552,1,0.1500
Guareña,3,7312,3656.0,37.30,15.82,24.43,12.2139,2.8437,10.6917,2.0356,10.6917,2.0356,1,10.6917,2.0356,1,10.3762,2.0356,1,0.1500
Higuera de Vargas,13,2154,1077.0,34.60,22.19,26.47,13.2337,2.9538,12.2242,2.1126,12.2242,2.1126,1,12.2242,2.1126,1,11.1310,2.1126,1,0.1500
Monesterio,10,4378,2189.0,34.14,26.70,27.96,13.9778,3.0753,12.1555,2.1977,12.1555,2.1977,1,12.1555,2.1977,1,11.6535,2.1977,1,0.1500
Jaraicejo,27,590,295.0,29.06,9.83,22.02,11.0102,2.4167,13.7445,1.7367,11.0102,2.4167,0,11.0102,2.4167,0,9.5701,1.7367,1,0.1500
Cabrero,22,369,184.5,27.80,14.86,23.74,11.8697,2.5297,16.8839,1.8158,11.8697,2.5297,0,11.8697,2.5297,0,10.1586,1.8158,1,0.1500
Acebo,31,685,342.5,27.68,30.51,29.18,14.5887,2.9956,15.6617,2.1419,14.5887,2.9956,0,14.5887,2.9956,0,12.1813,2.1419,1,0.1500
Torno. El,22,988,494.0,27.64,14.86,23.69,11.8447,2.5249,12.6217,1.8124,11.8447,2.5249,0,11.8447,2.5249,0,10.1411,1.8124,1,0.1500
Jerez de los Caballeros,5,10237,5118.5,32.11,32.00,29.53,14.7651,3.1733,12.3798,2.2663,12.3798,2.2663,1,12.3798,2.2663,1,12.2148,2.2663,1,0.1500
Calzadilla de los Barros,5,863,431.5,32.05,32.00,29.51,14.7551,3.1715,15.0254,2.2651,14.7551,3.1715,0,14.7551,3.1715,0,12.2078,2.2651,1,0.1500
Ahigal,22,1457,728.5,26.84,14.86,23.40,11.6997,2.5009,11.7056,1.7956,11.6997,2.5009,0,11.6997,2.5009,0,10.0396,1.7956,1,0.1500
Cabezabellosa,22,418,209.0,26.70,14.86,23.35,11.6747,2.4967,15.9531,1.7927,11.6747,2.4967,0,11.6747,2.4967,0,10.0221,1.7927,1,0.1500
Torrejoncillo,29,3338,1669.0,36.50,9.76,21.50,10.7486,2.6379,10.0729,1.8915,10.0729,1.8915,1,10.0729,1.8915,1,9.3683,1.8915,1,0.1500
Puebla de Obando,18,1988,994.0,43.67,12.70,22.53,11.2631,2.9412,10.9417,2.1038,10.9417,2.1038,1,10.9417,2.1038,1,9.6993,2.1038,1,0.1500
Santiago de Alcántara,39,685,342.5,27.01,16.47,23.83,11.9131,2.5545,13.7888,1.8332,11.9131,2.5545,0,11.9131,2.5545,0,10.2817,1.8332,1,0.1500
Mesas de Ibor,27,173,86.5,27.39,9.83,21.44,10.7202,2.3666,23.7550,1.7016,10.7202,2.3666,0,10.7202,2.3666,0,9.3671,1.7016,1,0.1500
Rosalejo,27,1284,642.0,27.31,9.83,21.41,10.7052,2.3642,11.2407,1.6999,10.7052,2.3642,0,10.7052,2.3642,0,9.3566,1.6999,1,0.1500
Cristina,3,562,281.0,34.61,15.82,23.48,11.7389,2.7630,14.4657,1.9791,11.7389,2.7630,0,11.7389,2.7630,0,10.0437,1.9791,1,0.1500
Hoyos,31,976,488.0,25.78,30.51,28.51,14.2537,2.9386,14.3391,2.1020,14.2537,2.9386,0,14.2537,2.9386,0,11.9468,2.1020,1,0.1500
Barrado,22,477,238.5,25.69,14.86,23.00,11.4997,2.4664,15.0909,1.7715,11.4997,2.4664,0,11.4997,2.4664,0,9.8996,1.7715,1,0.1500
Peñalsordo,7,1210,605.0,18.08,5.46,19.68,9.8414,1.9563,10.7551,1.4144,9.8414,1.9563,0,9.8414,1.9563,0,9.0356,1.4144,1,0.1500
Guijo de Granadilla,22,625,312.5,25.57,14.86,22.96,11.4797,2.4628,13.8358,1.7689,11.4797,2.4628,0,11.4797,2.4628,0,9.8856,1.7689,1,0.1500
Perales del Puerto,31,970,485.0,25.45,30.51,28.40,14.1987,2.9287,14.3164,2.0951,14.1987,2.9287,0,14.1987,2.9287,0,11.9083,2.0951,1,0.1500
Barcarrota,13,3698,1849.0,31.78,22.19,25.48,12.7387,2.8692,11.3931,2.0534,11.3931,2.0534,1,11.3931,2.0534,1,10.7845,2.0534,1,0.1500
Acedera,3,821,410.5,33.91,15.82,23.24,11.6189,2.7420,12.9783,1.9644,11.6189,2.7420,0,11.6189,2.7420,0,9.9597,1.9644,1,0.1500
Membrío,39,851,425.5,25.66,16.47,23.36,11.6781,2.5140,12.9124,1.8048,11.6781,2.5140,0,11.6781,2.5140,0,10.1172,1.8048,1,0.1500
Torrequemada,41,604,302.0,25.04,14.01,22.46,11.2324,2.4216,13.8018,1.7401,11.2324,2.4216,0,11.2324,2.4216,0,9.8286,1.7401,1,0.1500
Mérida,14,56395,28197.5,38.41,30.94,28.30,14.1501,3.3306,11.7494,2.3764,11.7494,2.3764,1,11.7494,2.3764,1,11.7326,2.3764,1,0.1500
Casar de Palomero,21,1378,689.0,22.90,21.42,24.89,12.4443,2.5797,12.3253,1.8508,12.3253,1.8508,1,12.3253,1.8508,1,10.7932,1.8508,1,0.1500
Alburquerque,18,5704,2852.0,41.64,12.70,21.82,10.9081,2.8803,9.8739,2.0612,9.8739,2.0612,1,9.8739,2.0612,1,9.4508,2.0612,1,0.1500
Piornal,22,1537,768.5,24.37,14.86,22.54,11.2697,2.4268,11.3153,1.7437,11.2697,2.4268,0,11.2697,2.4268,0,9.7386,1.7437,1,0.1500
Gordo. El,27,338,169.0,25.48,9.83,20.77,10.3852,2.3093,16.4661,1.6615,10.3852,2.3093,0,10.3852,2.3093,0,9.1326,1.6615,1,0.1500
Cheles,13,1287,643.5,30.65,22.19,25.09,12.5437,2.8353,12.5231,2.0297,12.5231,2.0297,1,12.5231,2.0297,1,10.6480,2.0297,1,0.1500
Entrín Bajo,4,602,301.0,29.75,21.80,24.87,12.4355,2.7966,14.6577,2.0026,12.4355,2.7966,0,12.4355,2.7966,0,10.5778,2.0026,1,0.1500
Usagre,1,1956,978.0,24.92,15.43,22.62,11.3101,2.4605,10.9952,1.7673,10.9952,1.7673,1,10.9952,1.7673,1,9.7966,1.7673,1,0.1500
Esparragosa de Lares,11,1021,510.5,25.66,33.44,28.88,14.4421,3.0230,14.3581,2.1611,14.3581,2.1611,1,14.3581,2.1611,1,12.0268,2.1611,1,0.1500
Ladrillar,21,228,114.0,22.26,21.42,24.67,12.3343,2.5605,21.3990,1.8374,12.3343,2.5605,0,12.3343,2.5605,0,10.7162,1.8374,1,0.1500
Santa Ana,41,299,149.5,23.85,14.01,22.05,11.0274,2.3859,17.8804,1.7151,11.0274,2.3859,0,11.0274,2.3859,0,9.6851,1.7151,1,0.1500
Miajadas,36,10338,5169.0,2.78,5.80,19.09,9.5452,1.5074,8.7235,1.1002,8.7235,1.1002,1,8.7235,1.1002,1,8.6456,1.1002,1,0.1500
Cabeza la Vaca,8,1479,739.5,23.30,12.07,21.22,10.6124,2.3111,10.9190,1.6628,10.6124,2.3111,0,10.6124,2.3111,0,9.4122,1.6628,1,0.1500
Robledillo de Trujillo,41,420,210.0,23.42,14.01,21.90,10.9524,2.3730,15.4191,1.7061,10.9524,2.3730,0,10.9524,2.3730,0,9.6326,1.7061,1,0.1500
Puebla de la Reina,1,860,430.0,24.04,15.43,22.31,11.1551,2.4341,12.5156,1.7489,11.1551,2.4341,0,11.1551,2.4341,0,9.6881,1.7489,1,0.1500
Don Álvaro,14,743,371.5,36.79,30.94,27.74,13.8701,3.2820,14.8738,2.3424,13.8701,3.2820,0,13.8701,3.2820,0,11.5366,2.3424,1,0.1500
Villanueva de la Vera,22,2108,1054.0,22.74,14.86,21.97,10.9847,2.3779,10.6752,1.7095,10.6752,1.7095,1,10.6752,1.7095,1,9.5391,1.7095,1,0.1500
Orellana de la Sierra,3,311,155.5,31.07,15.82,22.24,11.1189,2.6568,17.6218,1.9047,11.1189,2.6568,0,11.1189,2.6568,0,9.6097,1.9047,1,0.1500
Escurial,36,851,425.5,1.69,5.80,18.71,9.3552,1.4747,11.2864,1.0773,9.3552,1.4747,0,9.3552,1.4747,0,8.5126,1.0773,1,0.1500
Casas de Don Antonio,41,213,106.5,22.44,14.01,21.56,10.7824,2.3436,21.0848,1.6855,10.7824,2.3436,0,10.7824,2.3436,0,9.5136,1.6855,1,0.1500
Nava de Santiago. La,14,1089,544.5,36.04,30.94,27.47,13.7351,3.2595,13.7102,2.3267,13.7102,2.3267,1,13.7102,2.3267,1,11.4421,2.3267,1,0.1500
Montemolín,10,1534,767.0,28.42,26.70,25.96,12.9778,2.9037,12.5142,2.0776,12.5142,2.0776,1,12.5142,2.0776,1,10.9535,2.0776,1,0.1500
Llera,1,947,473.5,23.14,15.43,22.00,11.0001,2.4071,12.1400,1.7300,11.0001,2.4071,0,11.0001,2.4071,0,9.5796,1.7300,1,0.1500
Valverde de Llerena,10,714,357.0,28.31,26.70,25.92,12.9578,2.9004,14.3719,2.0752,12.9578,2.9004,0,12.9578,2.9004,0,10.9395,2.0752,1,0.1500
Berlanga,10,2484,1242.0,28.29,26.70,25.91,12.9528,2.8998,11.8734,2.0748,11.8734,2.0748,1,11.8734,2.0748,1,10.9360,2.0748,1,0.1500
Monterrubio de la Serena,16,2710,1355.0,6.05,23.94,24.90,12.4492,2.1496,11.4369,1.5498,11.4369,1.5498,1,11.4369,1.5498,1,10.9534,1.5498,1,0.1500
Pinofranqueado,21,1687,843.5,20.36,21.42,24.01,12.0043,2.5035,11.6850,1.7975,11.6850,1.7975,1,11.6850,1.7975,1,10.4852,1.7975,1,0.1500
Zorita,45,1673,836.5,22.32,26.24,25.68,12.8411,2.7067,12.2831,1.9397,12.2831,1.9397,1,12.2831,1.9397,1,10.9391,1.9397,1,0.1500
Torre de Miguel Sesmero,13,1257,628.5,28.34,22.19,24.28,12.1387,2.7660,12.2859,1.9812,12.1387,2.7660,0,12.1387,2.7660,0,10.3645,1.9812,1,0.1500
Villagonzalo,14,1348,674.0,35.57,30.94,27.31,13.6551,3.2454,13.2132,2.3168,13.2132,2.3168,1,13.2132,2.3168,1,11.3861,2.3168,1,0.1500
Santa Cruz de Paniagua,25,315,157.5,22.38,8.52,19.45,9.7254,2.1769,16.5443,1.5688,9.7254,2.1769,0,9.7254,2.1769,0,8.8335,1.5688,1,0.1500
