municipio,planta_id,poblacion,produccion_t,d_km,d_obra_km,C_loopA_euro_t,LC0_euro_hab,CE0_kg_hab,LC_S1_euro_hab,CE_S1_kg_hab,LC_S2_euro_hab,CE_S2_kg_hab,onsite_S2,LC_S2cap_euro_hab,CE_S2cap_kg_hab,onsite_S2cap,LC_S3_euro_hab,CE_S3_kg_hab,onsite_S3,credito_EF5_kg_hab
Medina de las Torres,5,1338,669.0,12.47,32.00,22.65,11.3251,2.5841,12.6610,2.3407,11.3251,2.5841,0,11.3251,2.5841,0,10.8718,2.3407,1,0.0500
Coria,20,12896,6448.0,7.63,6.65,13.73,6.8635,1.6784,6.9710,1.5255,6.8635,1.6784,0,6.8635,1.6784,0,6.8635,1.6784,0,0.0500
Robledillo de la Vera,22,305,152.5,7.37,14.86,16.59,8.2947,1.9168,16.2619,1.7401,8.2947,1.9168,0,8.2947,1.9168,0,8.1150,1.7401,1,0.0500
Bodonal de la Sierra,8,1139,569.5,7.26,12.07,15.60,7.8024,1.8299,9.8171,1.6619,7.8024,1.8299,0,7.8024,1.8299,0,7.8024,1.8299,0,0.0500
Torremenga,22,621,310.5,7.07,14.86,16.48,8.2397,1.9078,12.0415,1.7320,8.2397,1.9078,0,8.2397,1.9078,0,8.0655,1.7320,1,0.0500
Aceuchal,9,5679,2839.5,20.00,18.53,17.71,8.8536,2.4060,9.0085,2.1804,8.8536,2.4060,0,8.8536,2.4060,0,8.5979,2.1804,1,0.0500
Losar de la Vera,22,2966,1483.0,6.82,14.86,16.40,8.1997,1.9003,8.8226,1.7252,8.1997,1.9003,0,8.1997,1.9003,0,8.0295,1.7252,1,0.0500
Sierra de Fuentes,46,2085,1042.5,21.86,12.67,15.58,7.7879,2.2860,8.8082,2.0724,7.7879,2.2860,0,7.7879,2.2860,0,7.6308,2.0724,1,0.0500
Morcillo,25,418,209.0,7.00,8.52,14.07,7.0354,1.7155,12.9127,1.5589,7.0354,1.7155,0,7.0354,1.7155,0,7.0354,1.7155,0,0.0500
Segura de Toro,22,186,93.0,6.42,14.86,16.26,8.1297,1.8883,21.3576,1.7144,8.1297,1.8883,0,8.1297,1.8883,0,7.9665,1.7144,1,0.0500
Sancti-Spíritus,11,237,118.5,8.12,33.44,22.74,11.3721,2.4968,21.3834,2.2621,11.3721,2.4968,0,11.3721,2.4968,0,10.9522,2.2621,1,0.0500
Carrascalejo. El,14,85,42.5,19.98,30.94,21.85,10.9251,2.7777,39.8443,2.5149,10.9251,2.7777,0,10.9251,2.7777,0,10.4601,2.5149,1,0.0500
Parra. La,9,1390,695.0,19.45,18.53,17.52,8.7586,2.3895,10.2813,2.1656,8.7586,2.3895,0,8.7586,2.3895,0,8.5124,2.1656,1,0.0500
Navalmoral de la Mata,27,17228,8614.0,7.24,9.83,14.39,7.1952,1.7621,7.2208,1.6009,7.1952,1.7621,0,7.1952,1.7621,0,7.1387,1.6009,1,0.0500
Descargamaría,31,190,95.0,6.08,30.51,21.62,10.8087,2.3476,23.4857,2.1278,10.8087,2.3476,0,10.8087,2.3476,0,10.4970,2.1278,1,0.0500
Brozas,44,2123,1061.5,2.95,16.91,16.85,8.4245,1.8458,9.3597,1.6763,8.4245,1.8458,0,8.4245,1.8458,0,8.4245,1.8458,0,0.0500
Galisteo,29,1968,984.0,16.07,9.76,14.35,7.1736,2.0250,8.3265,1.8375,7.1736,2.0250,0,7.1736,2.0250,0,7.1006,1.8375,1,0.0500
Jerte,22,1332,666.0,5.61,14.86,15.97,7.9847,1.8640,9.6631,1.6926,7.9847,1.8640,0,7.9847,1.8640,0,7.8360,1.6926,1,0.0500
Oliva de Plasencia,29,286,143.0,15.53,9.76,14.17,7.0836,2.0088,15.7165,1.8229,7.0836,2.0088,0,7.0836,2.0088,0,7.0196,1.8229,1,0.0500
Cabezuela del Valle,22,2129,1064.5,5.51,14.86,15.94,7.9697,1.8610,8.9470,1.6899,7.9697,1.8610,0,7.9697,1.8610,0,7.8225,1.6899,1,0.0500
Abadía,22,325,162.5,5.14,14.86,15.81,7.9047,1.8499,15.4065,1.6799,7.9047,1.8499,0,7.9047,1.8499,0,7.7640,1.6799,1,0.0500
Reina,10,201,100.5,11.18,26.70,19.92,9.9578,2.3865,21.9999,2.1628,9.9578,2.3865,0,9.9578,2.3865,0,9.6311,2.1628,1,0.0500
Millanes,27,257,128.5,6.17,9.83,14.01,7.0052,1.7300,16.6323,1.5720,7.0052,1.7300,0,7.0052,1.7300,0,6.9677,1.5720,1,0.0500
Mirandilla,14,1377,688.5,18.47,30.94,21.32,10.6601,2.7324,12.0096,2.4742,10.6601,2.7324,0,10.6601,2.7324,0,10.2216,2.4742,1,0.0500
Jara¡z de la Vera,22,6467,3233.5,4.75,14.86,15.67,7.8347,1.8382,8.0378,1.6693,7.8347,1.8382,0,7.8347,1.8382,0,7.7010,1.6693,1,0.0500
Gargantilla,22,440,220.0,4.72,14.86,15.66,7.8297,1.8373,13.3285,1.6685,7.8297,1.8373,0,7.8297,1.8373,0,7.6965,1.6685,1,0.0500
Campanario,3,5367,2683.5,13.19,15.82,15.99,7.9939,2.1204,8.2604,1.9233,7.9939,2.1204,0,7.9939,2.1204,0,7.8210,1.9233,1,0.0500
Saucedilla,27,804,402.0,5.79,9.83,13.88,6.9402,1.7186,9.9557,1.5617,6.9402,1.7186,0,6.9402,1.7186,0,6.9092,1.5617,1,0.0500
Valverde de Burguillos,5,322,161.0,9.34,32.00,21.56,10.7801,2.4902,18.0660,2.2562,10.7801,2.4902,0,10.7801,2.4902,0,10.3813,2.2562,1,0.0500
Portaje,20,415,207.5,4.62,6.65,12.68,6.3385,1.5881,12.3288,1.4443,6.3385,1.5881,0,6.3385,1.5881,0,6.3385,1.5881,0,0.0500
Valverde de Leganés,13,4155,2077.5,10.71,22.19,18.11,9.0537,2.2371,9.3500,2.0284,9.0537,2.2371,0,9.0537,2.2371,0,8.8157,2.0284,1,0.0500
Garrovilla. La,14,2506,1253.0,17.95,30.94,21.14,10.5701,2.7168,11.1107,2.4601,10.5701,2.7168,0,10.5701,2.7168,0,10.1406,2.4601,1,0.0500
Carcaboso,29,1108,554.0,14.24,9.76,13.71,6.8536,1.9701,9.0245,1.7881,6.8536,1.9701,0,6.8536,1.9701,0,6.8126,1.7881,1,0.0500
Magacela,3,607,303.5,12.50,15.82,15.75,7.8739,2.0997,11.8052,1.9047,7.8739,2.0997,0,7.8739,2.0997,0,7.7130,1.9047,1,0.0500
Cadalso,31,506,253.0,3.91,30.51,20.86,10.4287,2.2825,14.9265,2.0693,10.4287,2.2825,0,10.4287,2.2825,0,10.1550,2.0693,1,0.0500
Fregenal de la Sierra,8,5237,2618.5,3.43,12.07,14.26,7.1324,1.7150,7.4966,1.5585,7.1324,1.7150,0,7.1324,1.7150,0,7.1324,1.7150,0,0.0500
Montehermoso,25,5799,2899.5,3.91,8.52,12.99,6.4954,1.6228,6.8769,1.4755,6.4954,1.6228,0,6.4954,1.6228,0,6.4954,1.6228,0,0.0500
Jarandilla de la Vera,22,3129,1564.5,3.34,14.86,15.18,7.5897,1.7959,8.2297,1.6313,7.5897,1.7959,0,7.5897,1.7959,0,7.4805,1.6313,1,0.0500
Albalá,41,798,399.0,3.35,14.01,14.87,7.4374,1.7709,10.4265,1.6088,7.4374,1.7709,0,7.4374,1.7709,0,7.4374,1.7709,0,0.0500
Haba. La,3,1367,683.5,11.65,15.82,15.45,7.7239,2.0742,9.3804,1.8818,7.7239,2.0742,0,7.7239,2.0742,0,7.5780,1.8818,1,0.0500
Mengabril,3,487,243.5,11.64,15.82,15.44,7.7189,2.0739,12.6805,1.8815,7.7189,2.0739,0,7.7189,2.0739,0,7.5735,1.8815,1,0.0500
Puebla del Prior,1,545,272.5,4.00,15.43,15.30,7.6501,1.8329,12.0723,1.6646,7.6501,1.8329,0,7.6501,1.8329,0,7.5646,1.6646,1,0.0500
Trujillanos,14,1439,719.5,16.62,30.94,20.68,10.3401,2.6769,11.6434,2.4242,10.3401,2.6769,0,10.3401,2.6769,0,9.9336,2.4242,1,0.0500
Talayuela,27,9222,4611.0,4.02,9.83,13.26,6.6302,1.6655,6.8383,1.5139,6.6302,1.6655,0,6.6302,1.6655,0,6.6302,1.5139,1,0.0500
Moraleja,20,7998,3999.0,3.09,6.65,12.14,6.0685,1.5422,6.3743,1.4029,6.0685,1.5422,0,6.0685,1.5422,0,6.0685,1.5422,0,0.0500
Montánchez,41,2040,1020.0,2.71,14.01,14.65,7.3274,1.7517,8.4202,1.5915,7.3274,1.7517,0,7.3274,1.7517,0,7.3274,1.7517,0,0.0500
Alconera,5,737,368.5,7.44,32.00,20.89,10.4451,2.4332,13.3927,2.2049,10.4451,2.4332,0,10.4451,2.4332,0,10.0798,2.2049,1,0.0500
Torremej¡a,14,2228,1114.0,16.07,30.94,20.48,10.2401,2.6604,10.9382,2.4094,10.2401,2.6604,0,10.2401,2.6604,0,9.8436,2.4094,1,0.0500
Casas de Reina,10,196,98.0,8.34,26.70,18.93,9.4628,2.3013,21.8716,2.0861,9.4628,2.3013,0,9.4628,2.3013,0,9.1856,2.0861,1,0.0500
Castuera,6,6594,3297.0,2.88,9.98,13.05,6.5261,1.6357,6.8526,1.4872,6.5261,1.6357,0,6.5261,1.6357,0,6.5261,1.6357,0,0.0500
Casatejada,27,1399,699.5,3.23,9.83,12.98,6.4902,1.6418,8.2282,1.4926,6.4902,1.6418,0,6.4902,1.6418,0,6.4902,1.6418,0,0.0500
Valencia de Alcántara,39,6178,3089.0,2.59,16.47,15.29,7.6431,1.8219,7.8834,1.6547,7.6431,1.8219,0,7.6431,1.8219,0,7.6213,1.6547,1,0.0500
Siruela,11,2192,1096.0,3.69,33.44,21.19,10.5971,2.3639,11.2779,2.1425,10.5971,2.3639,0,10.5971,2.3639,0,10.2547,2.1425,1,0.0500
Quintana de la Serena,6,5069,2534.5,2.57,9.98,12.94,6.4711,1.6264,6.9172,1.4788,6.4711,1.6264,0,6.4711,1.6264,0,6.4711,1.6264,0,0.0500
Villalba de los Barros,9,1654,827.0,14.89,18.53,15.92,7.9586,2.2527,9.2742,2.0425,7.9586,2.2527,0,7.9586,2.2527,0,7.7924,2.0425,1,0.0500
Feria,9,1341,670.5,14.72,18.53,15.86,7.9286,2.2476,9.6000,2.0379,7.9286,2.2476,0,7.9286,2.2476,0,7.7654,2.0379,1,0.0500
Malpartida de Plasencia,29,4627,2313.5,11.51,9.76,12.76,6.3786,1.8882,6.8810,1.7144,6.3786,1.8882,0,6.3786,1.8882,0,6.3786,1.8882,0,0.0500
Logrosán,45,2090,1045.0,1.63,26.24,18.44,9.2211,2.0860,10.0952,1.8924,9.2211,2.0860,0,9.2211,2.0860,0,9.0493,1.8924,1,0.0500
Aldeanueva del Camino,22,800,400.0,0.82,14.86,14.30,7.1497,1.7203,10.1597,1.5632,7.1497,1.7203,0,7.1497,1.7203,0,7.0845,1.5632,1,0.0500
Santos de Maimona. Los,9,8193,4096.5,13.93,18.53,15.59,7.7936,2.2239,7.9194,2.0166,7.7936,2.2239,0,7.7936,2.2239,0,7.6439,2.0166,1,0.0500
Trasierra,10,691,345.5,6.91,26.70,18.43,9.2128,2.2584,12.5095,2.0475,9.2128,2.2584,0,9.2128,2.2584,0,8.9606,2.0475,1,0.0500
Zafra,9,16424,8212.0,13.79,18.53,15.54,7.7686,2.2197,7.7440,2.0128,7.7440,2.0128,1,7.7440,2.0128,1,7.6214,2.0128,1,0.0500
Pueblonuevo del Guadiana,18,2018,1009.0,17.64,12.70,13.42,6.7081,2.1603,7.8761,1.9593,6.7081,2.1603,0,6.7081,2.1603,0,6.6524,1.9593,1,0.0500
Almaraz,27,1321,660.5,1.21,9.83,12.27,6.1352,1.5812,8.0142,1.4381,6.1352,1.5812,0,6.1352,1.5812,0,6.1352,1.5812,0,0.0500
Esparragalejo,14,1580,790.0,13.50,30.94,19.58,9.7901,2.5833,10.9934,2.3400,9.7901,2.5833,0,9.7901,2.5833,0,9.4386,2.3400,1,0.0500
Ribera del Fresno,1,3466,1733.0,0.60,15.43,14.11,7.0551,1.7309,7.6709,1.5728,7.0551,1.7309,0,7.0551,1.7309,0,7.0291,1.5728,1,0.0500
Malpartida de Cáceres,46,4469,2234.5,14.92,12.67,13.15,6.5729,2.0778,7.0751,1.8850,6.5729,2.0778,0,6.5729,2.0778,0,6.5373,1.8850,1,0.0500
Don Benito,3,35791,17895.5,8.11,15.82,14.21,7.1039,1.9680,7.0634,1.7862,7.0634,1.7862,1,7.0634,1.7862,1,7.0200,1.7862,1,0.0500
Atalaya,5,338,169.0,4.33,32.00,19.81,9.9051,2.3399,16.9110,2.1209,9.9051,2.3399,0,9.9051,2.3399,0,9.5938,2.1209,1,0.0500
Talavera la Real,4,5509,2754.5,3.21,21.80,15.58,7.7905,2.0004,8.0652,1.8153,7.7905,2.0004,0,7.7905,2.0004,0,7.6844,1.8153,1,0.0500
Coronada. La,3,2239,1119.5,5.44,15.82,13.27,6.6339,1.8879,7.6871,1.7141,6.6339,1.8879,0,6.6339,1.8879,0,6.5970,1.7141,1,0.0500
Olivenza,13,11852,5926.0,3.17,22.19,15.47,7.7337,2.0109,7.7713,1.8248,7.7337,2.0109,0,7.7337,2.0109,0,7.6277,1.8248,1,0.0500
Arroyo de San Serván,14,4276,2138.0,10.35,30.94,18.48,9.2401,2.4888,9.5007,2.2549,9.2401,2.4888,0,9.2401,2.4888,0,8.9436,2.2549,1,0.0500
Llerena,10,5997,2998.5,2.72,26.70,16.96,8.4778,2.1327,8.6469,1.9344,8.4778,2.1327,0,8.4778,2.1327,0,8.2991,1.9344,1,0.0500
Cáceres,46,93131,46565.5,11.23,12.67,11.86,5.9279,1.9671,5.9620,1.7854,5.9279,1.9671,0,5.9279,1.9671,0,5.9279,1.9671,0,0.0500
Plasencia,29,41148,20574.0,5.72,9.76,10.73,5.3636,1.7145,5.4880,1.5580,5.3636,1.7145,0,5.3636,1.7145,0,5.3636,1.7145,0,0.0500
Badajoz,18,148334,74167.0,10.40,12.70,10.89,5.4431,1.9431,5.5156,1.7638,5.4431,1.9431,0,5.4431,1.9431,0,5.4431,1.9431,0,0.0500
Casar de Cáceres,46,4879,2439.5,5.99,12.67,10.03,5.0129,1.8099,5.6241,1.6439,5.0129,1.8099,0,5.0129,1.8099,0,5.0129,1.8099,0,0.0500
Fuente del Maestre,9,6962,3481.0,2.68,18.53,11.65,5.8236,1.8864,6.2003,1.7128,5.8236,1.8864,0,5.8236,1.8864,0,5.8236,1.8864,0,0.0500
Calamonte,14,6178,3089.0,2.78,30.94,15.83,7.9151,2.2617,8.1282,2.0505,7.9151,2.2617,0,7.9151,2.2617,0,7.7511,2.0505,1,0.0500
