municipio,planta_id,poblacion,produccion_t,d_km,d_obra_km,C_loopA_euro_t,LC0_euro_hab,CE0_kg_hab,LC_S1_euro_hab,CE_S1_kg_hab,LC_S2_euro_hab,CE_S2_kg_hab,onsite_S2,LC_S2cap_euro_hab,CE_S2cap_kg_hab,onsite_S2cap,LC_S3_euro_hab,CE_S3_kg_hab,onsite_S3,credito_EF5_kg_hab
Cuacos de Yuste,22,915,457.5,11.32,14.86,17.97,8.9847,2.0353,10.2246,1.0926,8.9847,2.0353,0,8.9847,2.0353,0,7.5421,1.0926,1,0.2500
Alange,14,2005,1002.5,24.97,30.94,23.60,11.8001,2.9274,10.1469,1.5387,10.1469,1.5387,1,10.1469,1.5387,1,8.9275,1.5387,1,0.2500
Pozuelo de Zarzón,25,564,282.0,11.77,8.52,15.74,7.8704,1.8586,11.3678,1.0043,7.8704,1.8586,0,7.8704,1.8586,0,7.1609,1.0043,1,0.2500
Villar de Rena,3,1457,728.5,19.68,15.82,18.26,9.1289,2.3151,9.2803,1.2325,9.1289,2.3151,0,9.1289,2.3151,0,7.5909,1.2325,1,0.2500
Malpartida de la Serena,6,662,331.0,11.89,9.98,16.20,8.1011,1.9060,10.8270,1.0280,8.1011,1.9060,0,8.1011,1.9060,0,7.1679,1.0280,1,0.2500
Valdefuentes,41,1415,707.5,11.13,14.01,17.60,8.8024,2.0043,9.1680,1.0772,8.8024,2.0043,0,8.8024,2.0043,0,7.5671,1.0772,1,0.2500
Trujillo,19,9822,4911.0,10.96,15.66,18.13,9.0646,2.0485,7.7869,1.0992,7.7869,1.0992,1,7.7869,1.0992,1,7.6645,1.0992,1,0.2500
Casas de Don Gómez,20,347,173.5,11.16,6.65,14.96,7.4785,1.7843,13.9439,0.9671,7.4785,1.7843,0,7.4785,1.7843,0,6.8464,0.9671,1,0.2500
Aceituna,25,617,308.5,11.26,8.52,15.56,7.7804,1.8433,10.9421,0.9966,7.7804,1.8433,0,7.7804,1.8433,0,7.1159,0.9966,1,0.2500
Fuente del Arco,10,750,375.0,16.86,26.70,21.91,10.9528,2.5569,11.8097,1.3534,10.9528,2.5569,0,10.9528,2.5569,0,8.5455,1.3534,1,0.2500
Villar del Rey,18,2386,1193.0,27.72,12.70,16.95,8.4731,2.4627,8.2843,1.3063,8.2843,1.3063,1,8.2843,1.3063,1,7.2517,1.3063,1,0.2500
Belvís de Monroy,27,670,335.0,11.49,9.83,15.87,7.9352,1.8896,10.6990,1.0198,7.9352,1.8896,0,7.9352,1.8896,0,7.0306,1.0198,1,0.2500
Aljucén,14,252,126.0,23.94,30.94,23.24,11.6201,2.8965,18.7307,1.5233,11.6201,2.8965,0,11.6201,2.8965,0,8.8375,1.5233,1,0.2500
Morera. La,9,752,376.0,23.30,18.53,18.86,9.4286,2.5050,11.0388,1.3275,9.4286,2.5050,0,9.4286,2.5050,0,7.7440,1.3275,1,0.2500
Romangordo,27,224,112.0,11.16,9.83,15.76,7.8802,1.8797,18.1008,1.0148,7.8802,1.8797,0,7.8802,1.8797,0,7.0031,1.0148,1,0.2500
Risco,11,166,83.0,11.73,33.44,24.01,12.0071,2.6051,24.0638,1.3776,12.0071,2.6051,0,12.0071,2.6051,0,9.1209,1.3776,1,0.2500
San Pedro de Mérida,14,880,440.0,23.26,30.94,23.00,11.5001,2.8761,11.5910,1.5131,11.5001,2.8761,0,11.5001,2.8761,0,8.7775,1.5131,1,0.2500
Casas del Monte,22,766,383.0,9.58,14.86,17.36,8.6797,1.9831,10.6036,1.0665,8.6797,1.9831,0,8.6797,1.9831,0,7.3896,1.0665,1,0.2500
Hinojosa del Valle,1,558,279.0,10.36,15.43,17.53,8.7651,2.0237,11.8629,1.0868,8.7651,2.0237,0,8.7651,2.0237,0,7.4621,1.0868,1,0.2500
Torremayor,14,1004,502.0,23.12,30.94,22.95,11.4751,2.8719,11.2276,1.5110,11.2276,1.5110,1,11.2276,1.5110,1,8.7650,1.5110,1,0.2500
Huélaga,20,196,98.0,9.55,6.65,14.40,7.1985,1.7360,19.3544,0.9430,7.1985,1.7360,0,7.1985,1.7360,0,6.7064,0.9430,1,0.2500
Alcuéscar,41,3010,1505.0,9.23,14.01,16.93,8.4674,1.9473,8.0643,1.0487,8.0643,1.0487,1,8.0643,1.0487,1,7.3996,1.0487,1,0.2500
Toril,27,179,89.5,10.27,9.83,15.44,7.7202,1.8530,20.8266,1.0015,7.7202,1.8530,0,7.7202,1.8530,0,6.9231,1.0015,1,0.2500
Torreorgaz,46,1764,882.0,24.30,12.67,16.44,8.2179,2.3592,8.5262,1.2546,8.2179,2.3592,0,8.2179,2.3592,0,7.1306,1.2546,1,0.2500
Cabeza del Buey,7,5411,2705.5,1.54,5.46,13.89,6.9464,1.4601,6.9352,0.8051,6.9352,0.8051,1,6.9352,0.8051,1,6.8199,0.8051,1,0.2500
Valdeobispo,29,761,380.5,19.06,9.76,15.40,7.6986,2.1147,10.1344,1.1323,7.6986,2.1147,0,7.6986,2.1147,0,6.8936,1.1323,1,0.2500
Robledillo de Gata,31,124,62.0,9.03,30.51,22.65,11.3237,2.4361,28.8231,1.2931,11.3237,2.4361,0,11.3237,2.4361,0,8.8310,1.2931,1,0.2500
Benquerencia de la Serena,6,948,474.0,9.68,9.98,15.43,7.7161,1.8397,9.4952,0.9949,7.7161,1.8397,0,7.7161,1.8397,0,6.9754,0.9949,1,0.2500
Villafranca de los Barros,1,13356,6678.0,9.80,15.43,17.33,8.6651,2.0069,7.5198,1.0784,7.5198,1.0784,1,7.5198,1.0784,1,7.4121,1.0784,1,0.2500
Valdehúncar,27,212,106.0,9.92,9.83,15.32,7.6602,1.8425,18.6226,0.9962,7.6602,1.8425,0,7.6602,1.8425,0,6.8931,0.9962,1,0.2500
Villanueva de la Serena,3,25838,12919.0,17.14,15.82,17.37,8.6839,2.2389,7.4387,1.1944,7.4387,1.1944,1,7.4387,1.1944,1,7.3684,1.1944,1,0.2500
Navaconcejo,22,2074,1037.0,8.54,14.86,17.00,8.4997,1.9519,8.4552,1.0509,8.4552,1.0509,1,8.4552,1.0509,1,7.2996,1.0509,1,0.2500
Medell¡n,3,2337,1168.5,17.05,15.82,17.34,8.6689,2.2362,8.4042,1.1931,8.4042,1.1931,1,8.4042,1.1931,1,7.3609,1.1931,1,0.2500
Arroyomolinos,41,999,499.5,8.47,14.01,16.66,8.3324,1.9245,9.6687,1.0373,8.3324,1.9245,0,8.3324,1.9245,0,7.3321,1.0373,1,0.2500
Aldehuela de Jerte,29,338,169.0,18.43,9.76,15.18,7.5886,2.0958,14.1907,1.1229,7.5886,2.0958,0,7.5886,2.0958,0,6.8386,1.1229,1,0.2500
Almendralejo,9,33588,16794.0,21.51,18.53,18.24,9.1186,2.4513,7.6337,1.3007,7.6337,1.3007,1,7.6337,1.3007,1,7.5890,1.3007,1,0.2500
Rena,3,669,334.5,16.86,15.82,17.27,8.6339,2.2305,11.0539,1.1902,8.6339,2.2305,0,8.6339,2.2305,0,7.3434,1.1902,1,0.2500
Aldeanueva de la Vera,22,2275,1137.5,8.31,14.86,16.92,8.4597,1.9450,8.3287,1.0475,8.3287,1.0475,1,8.3287,1.0475,1,7.2796,1.0475,1,0.2500
Valdelacalzada,18,2804,1402.0,25.48,12.70,16.17,8.0831,2.3955,7.9331,1.2727,7.9331,1.2727,1,7.9331,1.2727,1,7.0567,1.2727,1,0.2500
Guijo de Santa Bárbara,22,410,205.0,8.14,14.86,16.86,8.4297,1.9399,13.3124,1.0449,8.4297,1.9399,0,8.4297,1.9399,0,7.2646,1.0449,1,0.2500
Guijo de Galisteo,25,1611,805.5,8.51,8.52,14.60,7.3004,1.7608,8.2020,0.9554,7.3004,1.7608,0,7.3004,1.7608,0,6.8759,0.9554,1,0.2500
Collado,22,201,100.5,7.98,14.86,16.80,8.3997,1.9351,19.6377,1.0425,8.3997,1.9351,0,8.3997,1.9351,0,7.2496,1.0425,1,0.2500
Torre de Santa María,41,632,316.0,7.86,14.01,16.45,8.2274,1.9062,11.0694,1.0281,8.2274,1.9062,0,8.2274,1.9062,0,7.2796,1.0281,1,0.2500
Granja. La,22,361,180.5,7.78,14.86,16.73,8.3647,1.9291,14.1076,1.0395,8.3647,1.9291,0,8.3647,1.9291,0,7.2321,1.0395,1,0.2500
Lapa. La,9,296,148.0,20.77,18.53,17.98,8.9886,2.4291,15.9402,1.2896,8.9886,2.4291,0,8.9886,2.4291,0,7.5240,1.2896,1,0.2500
Burguillos del Cerro,5,3286,1643.0,12.56,32.00,22.69,11.3451,2.5868,9.4333,1.3684,9.4333,1.3684,1,9.4333,1.3684,1,8.7517,1.3684,1,0.2500
Majadas,27,1297,648.5,8.77,9.83,14.92,7.4602,1.8080,8.6576,0.9790,7.4602,1.8080,0,7.4602,1.8080,0,6.7931,0.9790,1,0.2500
Arroyo de la Luz,46,6517,3258.5,22.81,12.67,15.91,7.9529,2.3145,7.3601,1.2323,7.3601,1.2323,1,7.3601,1.2323,1,6.9981,1.2323,1,0.2500
Nuñomoral,21,1435,717.5,5.95,21.42,18.96,9.4793,2.0712,9.4818,1.1106,9.4793,2.0712,0,9.4793,2.0712,0,8.0218,1.1106,1,0.2500
Medina de las Torres,5,1338,669.0,12.47,32.00,22.65,11.3251,2.5841,10.5310,1.3671,10.5310,1.3671,1,10.5310,1.3671,1,8.7417,1.3671,1,0.2500
Coria,20,12896,6448.0,7.63,6.65,13.73,6.8635,1.6784,6.6256,0.9142,6.6256,0.9142,1,6.6256,0.9142,1,6.5389,0.9142,1,0.2500
Robledillo de la Vera,22,305,152.5,7.37,14.86,16.59,8.2947,1.9168,15.3441,1.0334,8.2947,1.9168,0,8.2947,1.9168,0,7.1971,1.0334,1,0.2500
Bodonal de la Sierra,8,1139,569.5,7.26,12.07,15.60,7.8024,1.8299,9.0961,0.9900,7.8024,1.8299,0,7.8024,1.8299,0,7.0847,0.9900,1,0.2500
Torremenga,22,621,310.5,7.07,14.86,16.48,8.2397,1.9078,11.1456,1.0289,8.2397,1.9078,0,8.2397,1.9078,0,7.1696,1.0289,1,0.2500
Aceuchal,9,5679,2839.5,20.00,18.53,17.71,8.8536,2.4060,7.8670,1.2780,7.8670,1.2780,1,7.8670,1.2780,1,7.4565,1.2780,1,0.2500
Losar de la Vera,22,2966,1483.0,6.82,14.86,16.40,8.1997,1.9003,7.9427,1.0251,7.9427,1.0251,1,7.9427,1.0251,1,7.1496,1.0251,1,0.2500
Sierra de Fuentes,46,2085,1042.5,21.86,12.67,15.58,7.7879,2.2860,8.0930,1.2180,7.7879,2.2860,0,7.7879,2.2860,0,6.9156,1.2180,1,0.2500
Morcillo,25,418,209.0,7.00,8.52,14.07,7.0354,1.7155,12.4986,0.9327,7.0354,1.7155,0,7.0354,1.7155,0,6.7434,0.9327,1,0.2500
Segura de Toro,22,186,93.0,6.42,14.86,16.26,8.1297,1.8883,20.5057,1.0191,8.1297,1.8883,0,8.1297,1.8883,0,7.1146,1.0191,1,0.2500
Sancti-Spíritus,11,237,118.5,8.12,33.44,22.74,11.3721,2.4968,19.2346,1.3234,11.3721,2.4968,0,11.3721,2.4968,0,8.8034,1.3234,1,0.2500
Carrascalejo. El,14,85,42.5,19.98,30.94,21.85,10.9251,2.7777,37.8743,1.4639,10.9251,2.7777,0,10.9251,2.7777,0,8.4900,1.4639,1,0.2500
Parra. La,9,1390,695.0,19.45,18.53,17.52,8.7586,2.3895,9.1779,1.2698,8.7586,2.3895,0,8.7586,2.3895,0,7.4090,1.2698,1,0.2500
Navalmoral de la Mata,27,17228,8614.0,7.24,9.83,14.39,7.1952,1.7621,6.7427,0.9560,6.7427,0.9560,1,6.7427,0.9560,1,6.6606,0.9560,1,0.2500
Descargamaría,31,190,95.0,6.08,30.51,21.62,10.8087,2.3476,21.5622,1.2488,10.8087,2.3476,0,10.8087,2.3476,0,8.5735,1.2488,1,0.2500
Brozas,44,2123,1061.5,2.95,16.91,16.85,8.4245,1.8458,8.3898,0.9979,8.3898,0.9979,1,8.3898,0.9979,1,7.5108,0.9979,1,0.2500
Galisteo,29,1968,984.0,16.07,9.76,14.35,7.1736,2.0250,7.8571,1.0875,7.1736,2.0250,0,7.1736,2.0250,0,6.6311,1.0875,1,0.2500
Jerte,22,1332,666.0,5.61,14.86,15.97,7.9847,1.8640,8.8692,1.0070,7.9847,1.8640,0,7.9847,1.8640,0,7.0421,1.0070,1,0.2500
Oliva de Plasencia,29,286,143.0,15.53,9.76,14.17,7.0836,2.0088,15.2830,1.0794,7.0836,2.0088,0,7.0836,2.0088,0,6.5861,1.0794,1,0.2500
Cabezuela del Valle,22,2129,1064.5,5.51,14.86,15.94,7.9697,1.8610,8.1591,1.0055,7.9697,1.8610,0,7.9697,1.8610,0,7.0346,1.0055,1,0.2500
Abadía,22,325,162.5,5.14,14.86,15.81,7.9047,1.8499,14.6447,0.9999,7.9047,1.8499,0,7.9047,1.8499,0,7.0021,0.9999,1,0.2500
Reina,10,201,100.5,11.18,26.70,19.92,9.9578,2.3865,20.4167,1.2682,9.9578,2.3865,0,9.9578,2.3865,0,8.0480,1.2682,1,0.2500
Millanes,27,257,128.5,6.17,9.83,14.01,7.0052,1.7300,16.2302,0.9400,7.0052,1.7300,0,7.0052,1.7300,0,6.5656,0.9400,1,0.2500
Mirandilla,14,1377,688.5,18.47,30.94,21.32,10.6601,2.7324,10.1456,1.4412,10.1456,1.4412,1,10.1456,1.4412,1,8.3575,1.4412,1,0.2500
Jara¡z de la Vera,22,6467,3233.5,4.75,14.86,15.67,7.8347,1.8382,7.3039,0.9941,7.3039,0.9941,1,7.3039,0.9941,1,6.9671,0.9941,1,0.2500
Gargantilla,22,440,220.0,4.72,14.86,15.66,7.8297,1.8373,12.5967,0.9936,7.8297,1.8373,0,7.8297,1.8373,0,6.9646,0.9936,1,0.2500
Campanario,3,5367,2683.5,13.19,15.82,15.99,7.9939,2.1204,7.4628,1.1352,7.4628,1.1352,1,7.4628,1.1352,1,7.0234,1.1352,1,0.2500
Saucedilla,27,804,402.0,5.79,9.83,13.88,6.9402,1.7186,9.5796,0.9343,6.9402,1.7186,0,6.9402,1.7186,0,6.5331,0.9343,1,0.2500
Valverde de Burguillos,5,322,161.0,9.34,32.00,21.56,10.7801,2.4902,16.1540,1.3201,10.7801,2.4902,0,10.7801,2.4902,0,8.4692,1.3201,1,0.2500
Portaje,20,415,207.5,4.62,6.65,12.68,6.3385,1.5881,12.1934,0.8690,6.3385,1.5881,0,6.3385,1.5881,0,6.2764,0.8690,1,0.2500
Valverde de Leganés,13,4155,2077.5,10.71,22.19,18.11,9.0537,2.2371,8.1285,1.1935,8.1285,1.1935,1,8.1285,1.1935,1,7.5942,1.1935,1,0.2500
Garrovilla. La,14,2506,1253.0,17.95,30.94,21.14,10.5701,2.7168,9.2827,1.4334,9.2827,1.4334,1,9.2827,1.4334,1,8.3125,1.4334,1,0.2500
Carcaboso,29,1108,554.0,14.24,9.76,13.71,6.8536,1.9701,8.6831,1.0600,6.8536,1.9701,0,6.8536,1.9701,0,6.4711,1.0600,1,0.2500
Magacela,3,607,303.5,12.50,15.82,15.75,7.8739,2.0997,11.0556,1.1248,7.8739,2.0997,0,7.8739,2.0997,0,6.9634,1.1248,1,0.2500
Cadalso,31,506,253.0,3.91,30.51,20.86,10.4287,2.2825,13.1551,1.2163,10.4287,2.2825,0,10.4287,2.2825,0,8.3835,1.2163,1,0.2500
Fregenal de la Sierra,8,5237,2618.5,3.43,12.07,14.26,7.1324,1.7150,7.0436,0.9325,7.0436,0.9325,1,7.0436,0.9325,1,6.7497,0.9325,1,0.2500
Montehermoso,25,5799,2899.5,3.91,8.52,12.99,6.4954,1.6228,6.6788,0.8864,6.4954,1.6228,0,6.4954,1.6228,0,6.4734,0.8864,1,0.2500
Jarandilla de la Vera,22,3129,1564.5,3.34,14.86,15.18,7.5897,1.7959,7.5938,0.9729,7.5897,1.7959,0,7.5897,1.7959,0,6.8446,0.9729,1,0.2500
Albalá,41,798,399.0,3.35,14.01,14.87,7.4374,1.7709,9.8515,0.9605,7.4374,1.7709,0,7.4374,1.7709,0,6.8846,0.9605,1,0.2500
Haba. La,3,1367,683.5,11.65,15.82,15.45,7.7239,2.0742,8.6908,1.1121,7.7239,2.0742,0,7.7239,2.0742,0,6.8884,1.1121,1,0.2500
Mengabril,3,487,243.5,11.64,15.82,15.44,7.7189,2.0739,11.9929,1.1119,7.7189,2.0739,0,7.7189,2.0739,0,6.8859,1.1119,1,0.2500
Puebla del Prior,1,545,272.5,4.00,15.43,15.30,7.6501,1.8329,11.4122,0.9914,7.6501,1.8329,0,7.6501,1.8329,0,6.9046,0.9914,1,0.2500
Trujillanos,14,1439,719.5,16.62,30.94,20.68,10.3401,2.6769,9.9074,1.4135,9.9074,1.4135,1,9.9074,1.4135,1,8.1975,1.4135,1,0.2500
Talayuela,27,9222,4611.0,4.02,9.83,13.26,6.6302,1.6655,6.5862,0.9077,6.5862,0.9077,1,6.5862,0.9077,1,6.3781,0.9077,1,0.2500
Moraleja,20,7998,3999.0,3.09,6.65,12.14,6.0685,1.5422,6.3468,0.8461,6.0685,1.5422,0,6.0685,1.5422,0,6.0685,1.5422,0,0.2500
Montánchez,41,2040,1020.0,2.71,14.01,14.65,7.3274,1.7517,7.8892,0.9509,7.3274,1.7517,0,7.3274,1.7517,0,6.8296,0.9509,1,0.2500
Alconera,5,737,368.5,7.44,32.00,20.89,10.4451,2.4332,11.6147,1.2916,10.4451,2.4332,0,10.4451,2.4332,0,8.3017,1.2916,1,0.2500
Torremej¡a,14,2228,1114.0,16.07,30.94,20.48,10.2401,2.6604,9.2421,1.4052,9.2421,1.4052,1,9.2421,1.4052,1,8.1475,1.4052,1,0.2500
Casas de Reina,10,196,98.0,8.34,26.70,18.93,9.4628,2.3013,20.4865,1.2256,9.4628,2.3013,0,9.4628,2.3013,0,7.8005,1.2256,1,0.2500
Castuera,6,6594,3297.0,2.88,9.98,13.05,6.5261,1.6357,6.6422,0.8929,6.5261,1.6357,0,6.5261,1.6357,0,6.3804,0.8929,1,0.2500
Casatejada,27,1399,699.5,3.23,9.83,12.98,6.4902,1.6418,8.0321,0.8959,6.4902,1.6418,0,6.4902,1.6418,0,6.3081,0.8959,1,0.2500
Valencia de Alcántara,39,6178,3089.0,2.59,16.47,15.29,7.6431,1.8219,7.2262,0.9860,7.2262,0.9860,1,7.2262,0.9860,1,6.9640,0.9860,1,0.2500
Siruela,11,2192,1096.0,3.69,33.44,21.19,10.5971,2.3639,9.4391,1.2570,9.4391,1.2570,1,9.4391,1.2570,1,8.4159,1.2570,1,0.2500
Quintana de la Serena,6,5069,2534.5,2.57,9.98,12.94,6.4711,1.6264,6.7287,0.8882,6.4711,1.6264,0,6.4711,1.6264,0,6.3529,0.8882,1,0.2500
Villalba de los Barros,9,1654,827.0,14.89,18.53,15.92,7.9586,2.2527,8.4908,1.2014,7.9586,2.2527,0,7.9586,2.2527,0,7.0090,1.2014,1,0.2500
Feria,9,1341,670.5,14.72,18.53,15.86,7.9286,2.2476,8.8286,1.1988,7.9286,2.2476,0,7.9286,2.2476,0,6.9940,1.1988,1,0.2500
Malpartida de Plasencia,29,4627,2313.5,11.51,9.76,12.76,6.3786,1.8882,6.7296,1.0191,6.3786,1.8882,0,6.3786,1.8882,0,6.2336,1.0191,1,0.2500
Logrosán,45,2090,1045.0,1.63,26.24,18.44,9.2211,2.0860,8.8067,1.1180,8.8067,1.1180,1,8.8067,1.1180,1,7.7609,1.1180,1,0.2500
Aldeanueva del Camino,22,800,400.0,0.82,14.86,14.30,7.1497,1.7203,9.6998,0.9351,7.1497,1.7203,0,7.1497,1.7203,0,6.6246,0.9351,1,0.2500
Santos de Maimona. Los,9,8193,4096.5,13.93,18.53,15.59,7.7936,2.2239,7.2019,1.1870,7.2019,1.1870,1,7.2019,1.1870,1,6.9265,1.1870,1,0.2500
Trasierra,10,691,345.5,6.91,26.70,18.43,9.2128,2.2584,11.2244,1.2042,9.2128,2.2584,0,9.2128,2.2584,0,7.6755,1.2042,1,0.2500
Zafra,9,16424,8212.0,13.79,18.53,15.54,7.7686,2.2197,7.0365,1.1849,7.0365,1.1849,1,7.0365,1.1849,1,6.9140,1.1849,1,0.2500
Pueblonuevo del Guadiana,18,2018,1009.0,17.64,12.70,13.42,6.7081,2.1603,7.5929,1.1551,6.7081,2.1603,0,6.7081,2.1603,0,6.3692,1.1551,1,0.2500
Almaraz,27,1321,660.5,1.21,9.83,12.27,6.1352,1.5812,7.9601,0.8656,6.1352,1.5812,0,6.1352,1.5812,0,6.1306,0.8656,1,0.2500
Esparragalejo,14,1580,790.0,13.50,30.94,19.58,9.7901,2.5833,9.4773,1.3667,9.4773,1.3667,1,9.4773,1.3667,1,7.9225,1.3667,1,0.2500
Ribera del Fresno,1,3466,1733.0,0.60,15.43,14.11,7.0551,1.7309,7.2489,0.9404,7.0551,1.7309,0,7.0551,1.7309,0,6.6071,0.9404,1,0.2500
Malpartida de Cáceres,46,4469,2234.5,14.92,12.67,13.15,6.5729,2.0778,6.8459,1.1139,6.5729,2.0778,0,6.5729,2.0778,0,6.3081,1.1139,1,0.2500
Don Benito,3,35791,17895.5,8.11,15.82,14.21,7.1039,1.9680,6.6218,1.0590,6.6218,1.0590,1,6.6218,1.0590,1,6.5784,1.0590,1,0.2500
Atalaya,5,338,169.0,4.33,32.00,19.81,9.9051,2.3399,15.3490,1.2450,9.9051,2.3399,0,9.9051,2.3399,0,8.0317,1.2450,1,0.2500
Talavera la Real,4,5509,2754.5,3.21,21.80,15.58,7.7905,2.0004,7.3490,1.0752,7.3490,1.0752,1,7.3490,1.0752,1,6.9682,1.0752,1,0.2500
Coronada. La,3,2239,1119.5,5.44,15.82,13.27,6.6339,1.8879,7.4335,1.0189,6.6339,1.8879,0,6.6339,1.8879,0,6.3434,1.0189,1,0.2500
Olivenza,13,11852,5926.0,3.17,22.19,15.47,7.7337,2.0109,7.0778,1.0804,7.0778,1.0804,1,7.0778,1.0804,1,6.9342,1.0804,1,0.2500
Arroyo de San Serván,14,4276,2138.0,10.35,30.94,18.48,9.2401,2.4888,8.2047,1.3194,8.2047,1.3194,1,8.2047,1.3194,1,7.6475,1.3194,1,0.2500
Llerena,10,5997,2998.5,2.72,26.70,16.96,8.4778,2.1327,7.6558,1.1413,7.6558,1.1413,1,7.6558,1.1413,1,7.3080,1.1413,1,0.2500
Cáceres,46,93131,46565.5,11.23,12.67,11.86,5.9279,1.9671,5.9908,1.0586,5.9279,1.9671,0,5.9279,1.9671,0,5.9279,1.9671,0,0.2500
Plasencia,29,41148,20574.0,5.72,9.76,10.73,5.3636,1.7145,5.7425,0.9322,5.3636,1.7145,0,5.3636,1.7145,0,5.3636,1.7145,0,0.2500
Badajoz,18,148334,74167.0,10.40,12.70,10.89,5.4431,1.9431,5.7384,1.0465,5.4431,1.9431,0,5.4431,1.9431,0,5.4431,1.9431,0,0.2500
Casar de Cáceres,46,4879,2439.5,5.99,12.67,10.03,5.0129,1.8099,6.0189,0.9800,5.0129,1.8099,0,5.0129,1.8099,0,5.0129,1.8099,0,0.2500
Fuente del Maestre,9,6962,3481.0,2.68,18.53,11.65,5.8236,1.8864,6.2709,1.0182,5.8236,1.8864,0,5.8236,1.8864,0,5.8236,1.8864,0,0.2500
Calamonte,14,6178,3089.0,2.78,30.94,15.83,7.9151,2.2617,7.3622,1.2059,7.3622,1.2059,1,7.3622,1.2059,1,6.9850,1.2059,1,0.2500
